Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Resultaten test,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Vijfkamp Vrouwen,Adolfsson Emelie,5155901,32,Sverige,Vrouw,160,Meerkampers,11,8,13,172,79,"[('Vijfkamp Vrouwen - 100 meter horden', '21.97 s', '512', 10), ('Vijfkamp Vrouwen - Hoogspringen', '0.28 m', '183', 10), ('Vijfkamp Vrouwen - Kogelstoten', '3.67 m', '215', 10), ('Vijfkamp Vrouwen - Verspringen', '1.23 m', '236', 10), ('Vijfkamp Vrouwen - 800 meter', '2:50.10', '480', 10), ('Zevenkamp - 100 meter horden', '22.36 s', '459', 10), ('Zevenkamp - Hoogspringen', '0.27 m', '176', 10), ('Zevenkamp - Kogelstoten', '3.66 m', '215', 10), ('Zevenkamp - 200 meter', '31.60 s', '295', 10), ('Zevenkamp - Verspringen', '1.16 m', '223', 10), ('Zevenkamp - Speerwerpen', '12.05 m', '254', 10), ('Zevenkamp - 800 meter', '2:54.50', '402', 10), ('Vijfkamp Vrouwen', '1626 p', '325', 10), ('Zevenkamp', '2024 p', '289', 10)]",6,4,0,2,0,0,2,4,2
Onbekend,Adúriz Reyes,5662978,16,España,Vrouw,1190,Snelwandelaars,14,1,14,153,51,"[('10 km snelwandelen', '1h:08:51.72', '592', 9), ('20 km snelwandelen', '2h:18:25.04', '570', 9), ('50 km snelwandelen', '5h:40:45.18', '532', 9)]",17,2,8,2,1,9,2,3,8
Onbekend,Afinogenova Pelageya,5664998,22,Rossiya,Vrouw,1620,Zonder specialiteit,14,1,15,160,60,[],19,5,2,0,10,1,3,0,0
Onbekend,Afolabi Adesimbo,5665507,18,Nigeria,Vrouw,270,Zonder specialiteit,20,1,15,165,64,[],8,2,8,2,3,3,1,0,0
Onbekend,Agius Tyler,5592426,18,Malta,Man,1250,Middenafstandslopers,19,3,17,177,82,"[('800 meter', '2:22.65', '715', 9), ('1.500 meter', '4:41.96', '722', 9), ('3.000 meter steeplechase', '14:13.10', '691', 9)]",18,2,7,7,4,1,0,8,7
Onbekend,Agnantopoulos Elissaios,5652390,16,Hellas,Man,810,Sprinters,14,1,14,179,80,"[('100 meter', '13.77 s', '629', 10), ('200 meter', '27.63 s', '658', 10), ('400 meter', '1:01.48', '698', 10), ('110 meter horden', '20.57 s', '702', 10), ('400 meter horden', '1:10.69', '745', 10)]",14,3,0,8,7,1,3,4,8
Onbekend,Agnarsdóttir Pálfríður,5662894,24,Ísland,Vrouw,420,Zonder specialiteit,16,1,14,168,67,[],11,1,3,4,2,5,9,0,0
Onbekend,Agnew Angus,5663617,22,New Zealand,Man,180,Zonder specialiteit,20,1,15,174,77,[],6,0,2,6,3,6,2,0,0
Onbekend,Agodirin Ifetayo,5665335,17,Nigeria,Vrouw,1390,Zonder specialiteit,11,1,15,159,55,[],17,4,10,8,3,3,1,0,0
Onbekend,Agoes Artur,5663323,23,Switzerland,Man,770,Zonder specialiteit,12,1,15,178,80,[],13,1,10,4,5,3,3,0,0
Onbekend,Agoni Alice,5642007,15,Italia,Vrouw,2270,Meerkampers,15,1,17,149,50,"[('Vijfkamp Vrouwen - 100 meter horden', '21.87 s', '526', 10), ('Vijfkamp Vrouwen - Hoogspringen', '0.71 m', '465', 10), ('Vijfkamp Vrouwen - Kogelstoten', '5.31 m', '312', 10), ('Vijfkamp Vrouwen - Verspringen', '2.47 m', '475', 10), ('Vijfkamp Vrouwen - 800 meter', '2:49.74', '486', 10), ('Zevenkamp - 100 meter horden', '21.65 s', '556', 10), ('Zevenkamp - Hoogspringen', '0.70 m', '458', 10), ('Zevenkamp - Kogelstoten', '5.28 m', '310', 10), ('Zevenkamp - 200 meter', '30.38 s', '418', 10), ('Zevenkamp - Verspringen', '2.56 m', '492', 10), ('Zevenkamp - Speerwerpen', '15.47 m', '326', 10), ('Zevenkamp - 800 meter', '2:49.94', '483', 10), ('Vijfkamp Vrouwen', '2264 p', '453', 10), ('Zevenkamp', '3043 p', '435', 10)]",17,8,1,3,0,10,1,8,8
Onbekend,Agourram Amina,5665506,23,Al-Maghrib,Vrouw,310,Zonder specialiteit,12,1,15,179,68,[],6,2,8,0,1,3,2,0,0
Onbekend,Agramunt Beatriz,5664442,17,España,Vrouw,170,Zonder specialiteit,16,1,15,170,62,[],13,0,2,3,2,3,4,0,0
Onbekend,Agramunt Carolina,5665513,16,España,Vrouw,90,Zonder specialiteit,12,1,15,153,48,[],11,2,2,1,3,3,4,0,0
Onbekend,Águas Arcádio,5662812,17,Portugal,Man,580,Zonder specialiteit,15,1,14,169,73,[],15,2,2,2,7,3,8,0,0
Onbekend,Aguiar Agustina,5664881,17,Portugal,Vrouw,830,Zonder specialiteit,19,1,15,170,63,[],11,3,8,3,3,1,9,0,0
Onbekend,Águila Adriana,5662973,14,El Salvador,Vrouw,320,Zonder specialiteit,17,1,15,170,67,[],16,0,3,3,3,3,2,0,0
Onbekend,Aguilar Ángelo,5664322,17,Ecuador,Man,240,Zonder specialiteit,19,1,15,170,66,[],15,0,3,3,2,2,3,0,0
Onbekend,Aguirre David,5664373,18,Ecuador,Man,70,Zonder specialiteit,20,1,15,162,62,[],7,3,2,5,2,3,2,0,0
Onbekend,Aguirre Eréndira,5664340,18,Colombia,Vrouw,850,Zonder specialiteit,18,1,15,169,65,[],19,3,2,6,4,3,1,0,0
Onbekend,Ahmad Ahad,5663272,16,Malaysia,Man,530,Zonder specialiteit,14,1,14,168,71,[],17,7,3,1,1,3,1,0,0
100 meter,Åhman Vincent,4726288,40,Sverige,Man,12070,Sprinters,14,16,14,185,65,"[('100 meter', '12.55 s', '863', 10), ('200 meter', '25.66 s', '844', 10), ('400 meter', '57.30 s', '873', 10), ('110 meter horden', '19.87 s', '789', 10), ('400 meter horden', '1:08.16', '836', 10)]",17,7,0,15,0,0,0,10,4
Onbekend,Ahmed Dirghadanstra,5665595,19,India,Man,320,Zonder specialiteit,11,1,15,166,64,[],9,1,3,8,1,2,3,0,0
Onbekend,Aiken Jamel,5663437,23,Jamaica,Man,1250,Zonder specialiteit,15,1,15,180,76,[],20,3,8,2,2,2,1,0,0
Onbekend,Aikhionbare Olawutobi,5665427,22,Nigeria,Man,1230,Zonder specialiteit,19,1,15,180,73,[],17,3,2,10,2,7,1,0,0
Onbekend,Airolo Ada,5662862,15,España,Vrouw,150,Zonder specialiteit,20,1,14,169,68,[],8,2,5,3,0,7,2,0,0
Onbekend,Airolo Nàdia,5590811,17,España,Vrouw,1210,Springers,20,2,19,165,68,"[('Hoogspringen', '0.64 m', '0', 9), ('Polsstokhoogspringen', '1.61 m', '34', 9), ('Verspringen', '2.58 m', '109', 9), ('Hinkstapspringen', '4.93 m', '81', 9)]",19,2,1,5,4,5,3,6,8
Onbekend,Aishah Ismail Zamrud,5663759,16,Malaysia,Vrouw,390,Zonder specialiteit,18,1,15,160,58,[],15,1,3,1,3,7,2,0,0
Onbekend,Aixalà Reyes,5656861,17,España,Vrouw,610,Werpers,17,1,14,171,65,"[('Kogelstoten', '7.87 m', '51', 9), ('Discuswerpen', '28.03 m', '82', 9), ('Kogelslingeren', '24.38 m', '44', 9), ('Speerwerpen', '23.66 m', '108', 9)]",6,9,1,4,3,2,7,5,5
Onbekend,Aizpuru Adelia,5562430,17,España,Vrouw,400,Middenafstandslopers,20,3,18,177,84,"[('800 meter', '2:48.16', '504', 9), ('1.500 meter', '5:35.79', '505', 9), ('3.000 meter steeplechase', '17:48.36', '573', 9)]",15,3,3,2,3,1,2,5,5
Onbekend,Akachar Amina,5663369,15,Al-Maghrib,Vrouw,510,Zonder specialiteit,14,1,15,153,52,[],17,4,0,4,5,3,2,0,0
Onbekend,Akanji Omosupe,5663453,18,Nigeria,Vrouw,650,Zonder specialiteit,20,1,15,172,66,[],14,2,5,3,9,2,3,0,0
Onbekend,Akerfelt Teodor,5628013,17,Sverige,Man,480,Meerkampers,19,1,16,181,85,"[('Vijfkamp Mannen - Verspringen', '2.72 m', '425', 10), ('Vijfkamp Mannen - Speerwerpen', '24.02 m', '386', 10), ('Vijfkamp Mannen - 200 meter', '27.89 s', '558', 10), ('Vijfkamp Mannen - Discuswerpen', '20.63 m', '348', 10), ('Vijfkamp Mannen - 1500 meter', '4:59.16', '487', 10), ('Tienkamp - 100 meter', '14.06 s', '499', 10), ('Tienkamp - Verspringen', '2.75 m', '430', 10), ('Tienkamp - Kogelstoten', '5.63 m', '318', 10), ('Tienkamp - Hoogspringen', '0.61 m', '363', 10), ('Tienkamp - 400 meter', '1:02.04', '596', 10), ('Tienkamp - 110 meter horden', '21.12 s', '521', 10), ('Tienkamp - Discuswerpen', '20.70 m', '349', 10), ('Tienkamp - Polsstokhoogspringen', '1.67 m', '352', 10), ('Tienkamp - Speerwerpen', '23.99 m', '385', 10), ('Tienkamp - 1500 meter', '4:57.05', '508', 10), ('Vijfkamp Mannen', '2204 p', '441', 10), ('Tienkamp', '4321 p', '432', 10)]",14,5,4,5,3,3,2,7,5
Onbekend,Akman Noémie,5663236,23,Switzerland,Vrouw,380,Zonder specialiteit,11,1,14,171,70,[],8,8,8,3,0,2,3,0,0
Onbekend,Akpeyi Odion,5663228,17,Nigeria,Man,870,Zonder specialiteit,14,1,14,165,68,[],18,2,4,3,2,9,2,0,0
Onbekend,Akpoborie Haruna,5663569,19,Nigeria,Man,1240,Zonder specialiteit,14,1,15,192,91,[],14,8,2,1,2,10,3,0,0
Onbekend,Aktas Cagdas,5665304,19,Türkiye,Vrouw,180,Zonder specialiteit,16,1,15,165,58,[],14,1,3,2,2,3,2,0,0
Onbekend,Alaja Vesa,5664232,15,Suomi,Man,110,Zonder specialiteit,19,1,15,165,63,[],6,3,5,1,6,3,1,0,0
Onbekend,Alantala Dhmhtra,5665124,17,Hellas,Vrouw,1260,Zonder specialiteit,18,1,15,155,50,[],7,4,2,9,2,10,3,0,0
Onbekend,Alastuey Juan Manuel,5663074,17,España,Man,140,Zonder specialiteit,17,1,15,161,66,[],13,3,2,1,5,2,3,0,0
Onbekend,Alaviano Gregorio,5664553,16,España,Man,1900,Zonder specialiteit,11,1,15,167,62,[],20,2,3,3,3,2,10,0,0
Hoogspringen,Albaladejo Gabriel,5487649,31,España,Man,1920,Springers,20,3,15,187,77,"[('Hoogspringen', '0.93 m', '157', 9), ('Polsstokhoogspringen', '2.37 m', '107', 9), ('Verspringen', '3.49 m', '177', 9), ('Hinkstapspringen', '6.98 m', '158', 9)]",16,0,0,1,4,8,0,4,11
Onbekend,Albarrán Jorge,5627897,15,El Salvador,Man,650,Sprinters,16,1,13,165,73,"[('100 meter', '13.94 s', '596', 10), ('200 meter', '27.87 s', '635', 10), ('400 meter', '1:01.65', '691', 10), ('110 meter horden', '20.74 s', '681', 10), ('400 meter horden', '1:10.88', '738', 10)]",14,1,3,8,5,1,2,7,6
Onbekend,Alberti Nathy,5626773,17,Brasil,Vrouw,410,Meerkampers,13,1,13,160,61,"[('Vijfkamp Vrouwen - 100 meter horden', '21.49 s', '577', 10), ('Vijfkamp Vrouwen - Hoogspringen', '0.36 m', '235', 10), ('Vijfkamp Vrouwen - Kogelstoten', '2.04 m', '120', 10), ('Vijfkamp Vrouwen - Verspringen', '1.86 m', '357', 10), ('Vijfkamp Vrouwen - 800 meter', '2:47.43', '527', 10), ('Zevenkamp - 100 meter horden', '21.64 s', '557', 10), ('Zevenkamp - Hoogspringen', '0.36 m', '235', 10), ('Zevenkamp - Kogelstoten', '2.08 m', '122', 10), ('Zevenkamp - 200 meter', '30.48 s', '408', 10), ('Zevenkamp - Verspringen', '1.81 m', '348', 10), ('Zevenkamp - Speerwerpen', '11.19 m', '236', 10), ('Zevenkamp - 800 meter', '2:48.00', '517', 10), ('Vijfkamp Vrouwen', '1816 p', '363', 10), ('Zevenkamp', '2423 p', '346', 10)]",6,2,2,8,3,2,1,4,6
Onbekend,Albertyn Steve,5664310,21,South Africa,Man,820,Zonder specialiteit,15,1,15,180,81,[],17,2,1,9,3,2,1,0,0
Onbekend,Alcalde Valentín,5664024,15,México,Man,820,Zonder specialiteit,15,1,15,170,67,[],12,3,10,3,1,2,2,0,0
Onbekend,Alcañiz Marisol,5624532,17,España,Vrouw,300,Middenafstandslopers,14,1,18,166,71,"[('800 meter', '2:48.27', '503', 9), ('1.500 meter', '5:36.07', '503', 9), ('3.000 meter steeplechase', '17:53.29', '561', 9)]",7,5,2,3,1,6,5,7,3
Onbekend,Aldrich Nicholas,5664831,15,United States,Man,120,Zonder specialiteit,11,1,15,171,70,[],8,1,1,1,2,6,2,0,0
Onbekend,Alemán Diana,5665612,24,Costa Rica,Vrouw,710,Zonder specialiteit,13,1,15,179,73,[],8,1,4,3,10,3,1,0,0
Onbekend,Alemán Jeikol,5663222,17,Costa Rica,Man,980,Zonder specialiteit,16,1,14,171,69,[],20,7,3,3,1,2,1,0,0
Onbekend,Alemán Nagore,5627479,15,España,Vrouw,520,Meerkampers,20,1,12,156,56,"[('Vijfkamp Vrouwen - 100 meter horden', '22.04 s', '503', 10), ('Vijfkamp Vrouwen - Hoogspringen', '0.55 m', '360', 10), ('Vijfkamp Vrouwen - Kogelstoten', '1.02 m', '60', 10), ('Vijfkamp Vrouwen - Verspringen', '2.11 m', '405', 10), ('Vijfkamp Vrouwen - 800 meter', '2:51.25', '460', 10), ('Zevenkamp - 100 meter horden', '21.97 s', '512', 10), ('Zevenkamp - Hoogspringen', '0.56 m', '366', 10), ('Zevenkamp - Kogelstoten', '1.06 m', '62', 10), ('Zevenkamp - 200 meter', '31.14 s', '341', 10), ('Zevenkamp - Verspringen', '2.20 m', '423', 10), ('Zevenkamp - Speerwerpen', '7.55 m', '159', 10), ('Zevenkamp - 800 meter', '2:50.20', '478', 10), ('Vijfkamp Vrouwen', '1788 p', '358', 10), ('Zevenkamp', '2341 p', '334', 10)]",12,1,3,5,3,8,1,6,6
Onbekend,Aletá Noel,5664435,17,España,Man,60,Zonder specialiteit,15,1,15,169,70,[],6,1,3,3,2,1,4,0,0
Onbekend,Alexandersen Alexander,5664820,17,Danmark,Man,380,Zonder specialiteit,18,1,15,169,71,[],6,3,8,1,3,7,2,0,0
Onbekend,Alexeyev Spiridon,5664345,15,Rossiya,Man,200,Zonder specialiteit,15,1,15,165,63,[],7,2,3,1,0,7,2,0,0
Onbekend,Alfaro Hernán,5663887,20,El Salvador,Man,380,Zonder specialiteit,20,1,15,184,83,[],10,1,1,6,2,1,8,0,0
Onbekend,Alfonso Fabiola,5664175,22,Venezuela,Vrouw,1000,Zonder specialiteit,15,1,15,180,78,[],13,2,9,1,9,2,0,0,0
Onbekend,Algaba Garazi,5593782,17,España,Vrouw,1690,Springers,20,2,15,176,79,"[('Hoogspringen', '0.86 m', '164', 9), ('Polsstokhoogspringen', '1.99 m', '178', 9), ('Verspringen', '2.88 m', '189', 9), ('Hinkstapspringen', '5.46 m', '152', 9)]",14,3,3,2,4,11,6,7,6
Onbekend,Ali Alaka,5663205,21,India,Vrouw,500,Zonder specialiteit,15,1,14,178,72,[],12,2,4,0,6,9,1,0,0
Onbekend,Alichino Gaetano,5554138,19,Italia,Man,1330,Langeafstandslopers,20,1,17,175,74,"[('5.000 meter', '17:39.88', '550', 9), ('10.000 meter', '40:56.33', '537', 9), ('Marathon', '2h:48:50.00', '563', 9)]",16,1,10,2,2,6,3,5,5
Onbekend,Aliende Zoe,5665355,15,España,Vrouw,240,Zonder specialiteit,13,1,15,146,43,[],15,3,1,1,3,4,2,0,0
Onbekend,Alimpil Jordi,5657411,23,Switzerland,Man,1160,Springers,18,1,14,169,72,"[('Hoogspringen', '0.91 m', '141', 9), ('Polsstokhoogspringen', '2.57 m', '165', 9), ('Verspringen', '3.63 m', '207', 9), ('Hinkstapspringen', '7.26 m', '187', 9)]",12,2,0,4,7,10,2,4,4
Onbekend,Alippi Agostino,5661988,17,Italia,Man,1470,Sprinters,14,1,14,186,86,"[('100 meter', '13.60 s', '661', 10), ('200 meter', '27.28 s', '691', 10), ('400 meter', '1:00.58', '736', 10), ('110 meter horden', '20.29 s', '737', 10), ('400 meter horden', '1:09.25', '797', 10)]",17,2,2,10,6,3,0,7,6
Onbekend,Alison Ijaba,5663370,22,Nigeria,Vrouw,1800,Zonder specialiteit,17,1,15,177,74,[],19,10,9,3,2,2,3,0,0
Onbekend,Alison Oluyemi,5664058,23,Nigeria,Man,150,Zonder specialiteit,12,1,15,188,88,[],12,6,3,1,1,3,4,0,0
Tienkamp,Aljamal Ronald,5561854,18,Pilipinas,Man,600,Meerkampers,20,2,20,187,89,"[('Vijfkamp Mannen - Verspringen', '3.08 m', '481', 10), ('Vijfkamp Mannen - Speerwerpen', '35.19 m', '565', 10), ('Vijfkamp Mannen - 200 meter', '27.32 s', '618', 10), ('Vijfkamp Mannen - Discuswerpen', '31.03 m', '523', 10), ('Vijfkamp Mannen - 1500 meter', '4:59.91', '480', 10), ('Tienkamp - 100 meter', '13.44 s', '631', 10), ('Tienkamp - Verspringen', '3.03 m', '473', 10), ('Tienkamp - Kogelstoten', '9.23 m', '522', 10), ('Tienkamp - Hoogspringen', '0.75 m', '446', 10), ('Tienkamp - 400 meter', '59.80 s', '701', 10), ('Tienkamp - 110 meter horden', '20.19 s', '652', 10), ('Tienkamp - Discuswerpen', '31.66 m', '534', 10), ('Tienkamp - Polsstokhoogspringen', '2.05 m', '432', 10), ('Tienkamp - Speerwerpen', '35.35 m', '568', 10), ('Tienkamp - 1500 meter', '4:52.95', '550', 10), ('Vijfkamp Mannen', '2667 p', '533', 10), ('Tienkamp', '5509 p', '551', 10)]",8,8,1,5,6,2,3,5,6
Onbekend,Alkorta Montse,5582154,17,España,Vrouw,880,Werpers,20,1,15,180,81,"[('Kogelstoten', '7.94 m', '57', 9), ('Discuswerpen', '30.45 m', '139', 9), ('Kogelslingeren', '26.43 m', '96', 9), ('Speerwerpen', '25.46 m', '160', 9)]",13,8,4,2,8,1,3,5,8
Onbekend,Alkorta Vanesa,5611640,15,España,Vrouw,1170,Werpers,20,1,14,160,69,"[('Kogelstoten', '5.05 m', '0', 9), ('Discuswerpen', '20.61 m', '0', 9), ('Kogelslingeren', '17.76 m', '0', 9), ('Speerwerpen', '18.37 m', '0', 9)]",6,2,1,2,1,3,10,7,6
110 meter horden,Allain Didier,5427832,23,France,Man,1010,Sprinters,20,5,16,177,71,"[('100 meter', '13.66 s', '650', 10), ('200 meter', '27.09 s', '709', 10), ('400 meter', '1:00.23', '751', 10), ('110 meter horden', '19.56 s', '828', 10), ('400 meter horden', '1:08.60', '820', 10)]",14,3,2,9,9,3,3,6,4
Onbekend,Allam Acenath,5663029,23,Miṣr,Vrouw,1190,Zonder specialiteit,18,1,14,171,66,[],18,3,3,9,7,2,3,0,0
Onbekend,Allas Uku,5665461,15,Eesti,Man,110,Zonder specialiteit,19,1,15,176,73,[],6,2,1,3,2,6,4,0,0
Onbekend,Allgeier Ryan,5662970,16,Deutschland,Man,220,Zonder specialiteit,11,1,15,178,77,[],7,1,1,1,2,8,0,0,0
Onbekend,Almansa Maitane,5653929,17,España,Vrouw,460,Langeafstandslopers,17,1,16,153,53,"[('5.000 meter', '21:19.36', '476', 9), ('10.000 meter', '46:38.13', '460', 9), ('Marathon', '3h:15:46.66', '504', 9)]",15,2,8,2,2,1,1,5,4
Onbekend,Almeida Sílvia,5665568,17,Portugal,Vrouw,1680,Springers,16,1,15,173,66,[],16,3,1,2,5,10,2,7,9
Onbekend,Alniacik Cihangir,5665396,15,Türkiye,Man,260,Zonder specialiteit,14,1,15,163,68,[],11,5,7,5,1,2,2,0,0
Onbekend,Altdorf Vinzenz,5610240,17,Deutschland,Man,1400,Middenafstandslopers,13,1,15,181,87,"[('800 meter', '2:20.22', '759', 9), ('1.500 meter', '4:40.03', '740', 9), ('3.000 meter steeplechase', '14:08.80', '704', 9)]",6,2,8,9,2,2,1,9,7
Onbekend,Altés Florencio,5611858,17,España,Man,1020,Sprinters,20,1,15,178,82,"[('100 meter', '13.44 s', '692', 10), ('200 meter', '27.18 s', '700', 10), ('400 meter', '1:00.22', '751', 10), ('110 meter horden', '20.45 s', '717', 10), ('400 meter horden', '1:10.30', '759', 10)]",10,5,0,10,5,2,3,5,6
200 meter,Alvarenga Melissa,4893715,35,Portugal,Vrouw,18040,Sprinters,19,16,15,183,83,"[('100 meter', '13.38 s', '908', 10), ('200 meter', '26.29 s', '910', 10), ('400 meter', '1:01.13', '914', 10), ('100 meter horden', '19.62 s', '852', 10), ('400 meter horden', '1:12.70', '885', 10)]",13,8,0,17,0,0,0,9,8
Onbekend,Álvarez Petronila,5663606,21,Perú,Vrouw,450,Zonder specialiteit,12,1,15,180,70,[],15,3,1,2,2,8,2,0,0
Onbekend,Alvarez Rolando,5663270,21,Pilipinas,Man,260,Zonder specialiteit,14,1,14,184,83,[],12,7,3,3,6,3,3,0,0
Onbekend,Álvarez Vanessa,5663563,16,Costa Rica,Vrouw,730,Zonder specialiteit,14,1,15,159,50,[],11,1,1,2,2,2,10,0,0
Onbekend,Alves Diana,5571197,17,Brasil,Vrouw,1590,Langeafstandslopers,20,1,15,180,84,"[('5.000 meter', '21:03.99', '509', 9), ('10.000 meter', '45:14.05', '544', 9), ('Marathon', '3h:10:19.73', '580', 9)]",18,1,10,1,3,1,2,7,5
Onbekend,Alvez Patricia,5662896,23,El Salvador,Vrouw,80,Zonder specialiteit,20,1,15,175,72,[],10,3,3,3,1,1,3,0,0
100 meter horden,Amachaibou Fatima,4852026,37,Al-Maghrib,Vrouw,9580,Sprinters,19,15,14,167,57,"[('100 meter', '13.91 s', '815', 10), ('200 meter', '27.60 s', '793', 10), ('400 meter', '1:03.83', '810', 10), ('100 meter horden', '19.58 s', '857', 10), ('400 meter horden', '1:13.04', '874', 10)]",18,5,0,13,5,0,0,10,10
