Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Resultaten test,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,Adamkienė Meilė,5661461,21,Lietuva,Vrouw,610,Zonder specialiteit,15,1,14,172,70,[],14,9,0,1,2,2,1,0,0
Vijfkamp Mannen,Adams Brooke,4988668,34,New Zealand,Man,7800,Meerkampers,20,13,18,177,65,"[('Vijfkamp Mannen - Verspringen', '4.21 m', '658', 9), ('Vijfkamp Mannen - Speerwerpen', '35.12 m', '564', 9), ('Vijfkamp Mannen - 200 meter', '25.34 s', '827', 9), ('Vijfkamp Mannen - Discuswerpen', '32.09 m', '541', 9), ('Vijfkamp Mannen - 1500 meter', '4:34.41', '736', 9), ('Tienkamp - 100 meter', '13.10 s', '704', 9), ('Tienkamp - Verspringen', '4.29 m', '671', 9), ('Tienkamp - Kogelstoten', '8.42 m', '476', 9), ('Tienkamp - Hoogspringen', '0.90 m', '535', 9), ('Tienkamp - 400 meter', '58.26 s', '773', 9), ('Tienkamp - 110 meter horden', '19.99 s', '680', 9), ('Tienkamp - Discuswerpen', '30.77 m', '519', 9), ('Tienkamp - Polsstokhoogspringen', '2.75 m', '580', 9), ('Tienkamp - Speerwerpen', '35.48 m', '570', 9), ('Tienkamp - 1500 meter', '4:38.16', '699', 9), ('Vijfkamp Mannen', '3326 p', '665', 9), ('Tienkamp', '6207 p', '621', 9)]",20,8,4,6,4,3,1,11,12
Onbekend,Adams Peter,5663438,15,Ireland,Man,770,Zonder specialiteit,20,1,15,167,69,[],14,2,2,10,2,1,1,0,0
Onbekend,Adorno Eder,5663075,17,España,Man,90,Zonder specialiteit,20,1,15,170,74,[],9,0,2,1,2,5,0,0,0
Onbekend,Adriaensens Chelsea,5660434,15,België,Vrouw,1610,Sprinters,11,1,14,168,61,"[('100 meter', '15.12 s', '601', 9), ('200 meter', '30.33 s', '548', 9), ('400 meter', '1:09.46', '593', 9), ('100 meter horden', '21.24 s', '652', 9), ('400 meter horden', '1:17.95', '713', 9)]",20,2,3,4,9,2,2,6,6
Onbekend,Adúriz Reyes,5662978,16,España,Vrouw,1190,Snelwandelaars,14,1,14,153,51,"[('10 km snelwandelen', '1h:08:51.72', '592', 9), ('20 km snelwandelen', '2h:18:25.04', '570', 9), ('50 km snelwandelen', '5h:40:45.18', '532', 9)]",17,2,8,2,1,9,2,3,8
Onbekend,Afinogenov Mark,5661518,23,Rossiya,Man,880,Zonder specialiteit,20,1,14,170,69,[],10,8,0,3,1,3,10,0,0
Onbekend,Agnarsdóttir Pálfríður,5662894,24,Ísland,Vrouw,420,Zonder specialiteit,16,1,14,168,67,[],11,1,3,4,2,5,9,0,0
Onbekend,Agnew Angus,5663617,22,New Zealand,Man,180,Zonder specialiteit,20,1,15,174,77,[],6,0,2,6,3,6,2,0,0
Onbekend,Agoes Artur,5663323,23,Switzerland,Man,770,Zonder specialiteit,12,1,15,178,80,[],13,1,10,4,5,3,3,0,0
Onbekend,Águas Arcádio,5662812,17,Portugal,Man,580,Zonder specialiteit,15,1,14,169,73,[],15,2,2,2,7,3,8,0,0
Onbekend,Aguayo Ismael,5658753,15,España,Man,800,Zonder specialiteit,12,1,14,169,72,[],12,6,10,2,2,1,3,0,0
Onbekend,Águila Adriana,5662973,14,El Salvador,Vrouw,320,Zonder specialiteit,17,1,15,170,67,[],16,0,3,3,3,3,2,0,0
Onbekend,Aguilar Abraham,5662220,20,Perú,Man,80,Zonder specialiteit,12,1,15,193,90,[],8,3,1,1,0,2,5,0,0
Onbekend,Aguilar Raimundo,5636482,17,España,Man,970,Springers,20,1,14,177,80,"[('Hoogspringen', '0.94 m', '164', 9), ('Polsstokhoogspringen', '2.58 m', '167', 9), ('Verspringen', '3.80 m', '244', 9), ('Hinkstapspringen', '6.95 m', '154', 9)]",15,3,1,4,6,9,1,8,7
Onbekend,Aguirre Endika,5546198,18,España,Man,1030,Werpers,20,2,17,175,81,"[('Kogelstoten', '6.68 m', '0', 8), ('Discuswerpen', '26.18 m', '29', 8), ('Kogelslingeren', '25.05 m', '0', 8), ('Speerwerpen', '28.22 m', '45', 8)]",11,3,2,3,2,1,10,5,3
Onbekend,Ahmad Ahad,5663272,16,Malaysia,Man,530,Zonder specialiteit,14,1,14,168,71,[],17,7,3,1,1,3,1,0,0
Onbekend,Ahnelöv Sofia,5582768,17,Sverige,Vrouw,1100,Snelwandelaars,20,1,15,177,81,"[('10 km snelwandelen', '1h:08:04.81', '622', 9), ('20 km snelwandelen', '2h:17:18.99', '592', 9), ('50 km snelwandelen', '5h:38:39.21', '549', 9)]",10,2,11,1,3,2,3,4,5
Onbekend,Aiken Jamel,5663437,23,Jamaica,Man,1250,Zonder specialiteit,15,1,15,180,76,[],20,3,8,2,2,2,1,0,0
Onbekend,Aiken Ruchaine,5641603,17,Jamaica,Man,740,Werpers,12,1,14,178,82,"[('Kogelstoten', '6.87 m', '0', 8), ('Discuswerpen', '25.63 m', '16', 8), ('Kogelslingeren', '25.14 m', '0', 8), ('Speerwerpen', '26.57 m', '8', 8)]",10,7,3,0,5,5,2,8,8
Onbekend,Aimilianou Diomidis,5661452,16,Cyprus,Man,480,Zonder specialiteit,14,1,14,162,63,[],6,0,9,1,2,1,3,0,0
Onbekend,Airolo Ada,5662862,15,España,Vrouw,150,Zonder specialiteit,20,1,14,169,68,[],8,2,5,3,0,7,2,0,0
Onbekend,Aishah Ismail Zamrud,5663759,16,Malaysia,Vrouw,390,Zonder specialiteit,18,1,15,160,58,[],15,1,3,1,3,7,2,0,0
Onbekend,Aitken Sean,5662314,17,Great Britain,Man,300,Zonder specialiteit,14,1,15,179,76,[],15,5,3,1,5,2,2,0,0
Onbekend,Akachar Amina,5663369,15,Al-Maghrib,Vrouw,510,Zonder specialiteit,14,1,15,153,52,[],17,4,0,4,5,3,2,0,0
Onbekend,Akanji Omosupe,5663453,18,Nigeria,Vrouw,650,Zonder specialiteit,20,1,15,172,66,[],14,2,5,3,9,2,3,0,0
Onbekend,Akerfelt Teodor,5628013,17,Sverige,Man,480,Meerkampers,19,1,16,181,85,"[('Vijfkamp Mannen - Verspringen', '2.57 m', '401', 9), ('Vijfkamp Mannen - Speerwerpen', '22.90 m', '368', 9), ('Vijfkamp Mannen - 200 meter', '28.21 s', '524', 9), ('Vijfkamp Mannen - Discuswerpen', '20.21 m', '340', 9), ('Vijfkamp Mannen - 1500 meter', '4:59.55', '483', 9), ('Tienkamp - 100 meter', '13.99 s', '514', 9), ('Tienkamp - Verspringen', '2.64 m', '412', 9), ('Tienkamp - Kogelstoten', '5.58 m', '316', 9), ('Tienkamp - Hoogspringen', '0.58 m', '345', 9), ('Tienkamp - 400 meter', '1:02.32', '583', 9), ('Tienkamp - 110 meter horden', '21.16 s', '515', 9), ('Tienkamp - Discuswerpen', '20.61 m', '347', 9), ('Tienkamp - Polsstokhoogspringen', '1.64 m', '345', 9), ('Tienkamp - Speerwerpen', '23.56 m', '378', 9), ('Tienkamp - 1500 meter', '4:57.14', '508', 9), ('Vijfkamp Mannen', '2116 p', '423', 9), ('Tienkamp', '4263 p', '426', 9)]",14,5,4,5,3,3,2,7,5
Onbekend,Akman Noémie,5663236,23,Switzerland,Vrouw,380,Zonder specialiteit,11,1,14,171,70,[],8,8,8,3,0,2,3,0,0
Onbekend,Akouzar Fatima,5661245,20,Al-Maghrib,Vrouw,880,Zonder specialiteit,17,1,14,178,71,[],15,2,1,10,1,0,2,0,0
Onbekend,Akpeyi Odion,5663228,17,Nigeria,Man,870,Zonder specialiteit,14,1,14,165,68,[],18,2,4,3,2,9,2,0,0
Onbekend,Akpoborie Haruna,5663569,19,Nigeria,Man,1240,Zonder specialiteit,14,1,15,192,91,[],14,8,2,1,2,10,3,0,0
Onbekend,Alampi Gaetano,5646402,16,Italia,Man,520,Sprinters,15,1,14,184,89,"[('100 meter', '13.98 s', '588', 9), ('200 meter', '28.02 s', '621', 9), ('400 meter', '1:02.13', '671', 9), ('110 meter horden', '21.00 s', '648', 9), ('400 meter horden', '1:11.81', '705', 9)]",6,3,2,8,3,3,1,7,7
Onbekend,Alastuey Juan Manuel,5663074,17,España,Man,140,Zonder specialiteit,17,1,15,161,66,[],13,3,2,1,5,2,3,0,0
Onbekend,Albarrán Jorge,5627897,15,El Salvador,Man,650,Sprinters,16,1,13,165,73,"[('100 meter', '13.92 s', '600', 9), ('200 meter', '27.89 s', '633', 9), ('400 meter', '1:01.14', '713', 9), ('110 meter horden', '20.81 s', '672', 9), ('400 meter horden', '1:10.85', '740', 9)]",14,1,3,8,5,1,2,7,6
Onbekend,Alberman Moshe,5661537,17,Yisra'el,Man,70,Zonder specialiteit,18,1,15,184,81,[],9,2,2,2,1,4,1,0,0
Onbekend,Alberti Nathy,5626773,17,Brasil,Vrouw,410,Meerkampers,13,1,13,160,61,[],6,2,2,8,3,2,1,4,6
Onbekend,Aleksandrowicz Norbert,5659684,16,Polska,Man,1460,Zonder specialiteit,16,1,15,172,71,[],20,6,2,3,9,1,2,0,0
Onbekend,Alemán Jeikol,5663222,17,Costa Rica,Man,980,Zonder specialiteit,16,1,14,171,69,[],20,7,3,3,1,2,1,0,0
Onbekend,Alemán Nagore,5627479,15,España,Vrouw,520,Meerkampers,20,1,12,156,56,"[('Vijfkamp Vrouwen - 100 meter horden', '22.00 s', '508', 9), ('Vijfkamp Vrouwen - Hoogspringen', '0.55 m', '360', 9), ('Vijfkamp Vrouwen - Kogelstoten', '1.03 m', '60', 9), ('Vijfkamp Vrouwen - Verspringen', '2.11 m', '405', 9), ('Vijfkamp Vrouwen - 800 meter', '2:50.48', '473', 9), ('Zevenkamp - 100 meter horden', '21.92 s', '519', 9), ('Zevenkamp - Hoogspringen', '0.56 m', '366', 9), ('Zevenkamp - Kogelstoten', '1.05 m', '61', 9), ('Zevenkamp - 200 meter', '31.27 s', '328', 9), ('Zevenkamp - Verspringen', '2.17 m', '417', 9), ('Zevenkamp - Speerwerpen', '7.60 m', '160', 9), ('Zevenkamp - 800 meter', '2:51.30', '459', 9), ('Vijfkamp Vrouwen', '1806 p', '361', 9), ('Zevenkamp', '2310 p', '330', 9)]",12,1,3,5,3,8,1,6,6
Onbekend,Aleotti Amanda,5662185,14,Italia,Vrouw,790,Zonder specialiteit,16,1,14,161,57,[],14,2,8,2,5,1,9,0,0
Onbekend,Alfonso Yenny,5652229,24,Venezuela,Vrouw,1190,Springers,15,1,15,175,69,"[('Hoogspringen', '0.83 m', '138', 9), ('Polsstokhoogspringen', '2.14 m', '234', 9), ('Verspringen', '3.22 m', '279', 9), ('Hinkstapspringen', '6.10 m', '237', 9)]",6,0,1,7,8,10,1,6,4
Onbekend,Alger Magtanggol,5662712,17,Pilipinas,Man,50,Zonder specialiteit,20,1,15,176,76,[],6,1,2,2,3,3,1,0,0
Onbekend,Ali Alaka,5663205,21,India,Vrouw,500,Zonder specialiteit,15,1,14,178,72,[],12,2,4,0,6,9,1,0,0
Onbekend,Aliende José,5661966,16,España,Man,90,Zonder specialiteit,15,1,15,178,79,[],6,1,2,6,3,1,3,0,0
Onbekend,Alippi Agostino,5661988,17,Italia,Man,1470,Sprinters,14,1,14,186,86,"[('100 meter', '13.75 s', '632', 9), ('200 meter', '27.10 s', '708', 9), ('400 meter', '1:00.91', '722', 9), ('110 meter horden', '20.32 s', '733', 9), ('400 meter horden', '1:10.37', '757', 9)]",17,2,2,10,6,3,0,7,6
Onbekend,Alison Ijaba,5663370,22,Nigeria,Vrouw,1800,Zonder specialiteit,17,1,15,177,74,[],19,10,9,3,2,2,3,0,0
Tienkamp,Aljamal Ronald,5561854,18,Pilipinas,Man,600,Meerkampers,20,2,20,187,89,"[('Vijfkamp Mannen - Verspringen', '2.97 m', '464', 9), ('Vijfkamp Mannen - Speerwerpen', '34.22 m', '550', 9), ('Vijfkamp Mannen - 200 meter', '27.54 s', '594', 9), ('Vijfkamp Mannen - Discuswerpen', '31.72 m', '535', 9), ('Vijfkamp Mannen - 1500 meter', '4:59.46', '484', 9), ('Tienkamp - 100 meter', '13.36 s', '648', 9), ('Tienkamp - Verspringen', '3.11 m', '486', 9), ('Tienkamp - Kogelstoten', '9.12 m', '516', 9), ('Tienkamp - Hoogspringen', '0.76 m', '452', 9), ('Tienkamp - 400 meter', '59.86 s', '698', 9), ('Tienkamp - 110 meter horden', '20.13 s', '661', 9), ('Tienkamp - Discuswerpen', '31.51 m', '531', 9), ('Tienkamp - Polsstokhoogspringen', '2.05 m', '432', 9), ('Tienkamp - Speerwerpen', '36.08 m', '580', 9), ('Tienkamp - 1500 meter', '4:52.74', '552', 9), ('Vijfkamp Mannen', '2627 p', '525', 9), ('Tienkamp', '5556 p', '556', 9)]",8,8,1,5,6,2,3,5,6
Onbekend,Alkorta Vanesa,5611640,15,España,Vrouw,1170,Werpers,20,1,14,160,69,"[('Kogelstoten', '4.72 m', '0', 8), ('Discuswerpen', '19.14 m', '0', 8), ('Kogelslingeren', '16.97 m', '0', 8), ('Speerwerpen', '17.65 m', '0', 8)]",6,2,1,2,1,3,10,7,6
Onbekend,Allam Acenath,5663029,23,Miṣr,Vrouw,1190,Zonder specialiteit,18,1,14,171,66,[],18,3,3,9,7,2,3,0,0
Onbekend,Allende Marcos,5662508,16,España,Man,270,Zonder specialiteit,13,1,14,163,65,[],9,8,1,2,3,2,3,0,0
Onbekend,Allgeier Ryan,5662970,16,Deutschland,Man,220,Zonder specialiteit,11,1,15,178,77,[],7,1,1,1,2,8,0,0,0
Onbekend,Allison Rebekah,5661585,22,New Zealand,Vrouw,410,Zonder specialiteit,13,1,14,170,66,[],9,9,2,2,2,1,1,0,0
Onbekend,Almaraz Gaizka,5649042,15,España,Man,300,Zonder specialiteit,12,1,15,173,72,[],15,1,3,2,3,6,1,0,0
Onbekend,Almonte Yaiza,5570156,17,España,Vrouw,340,Sprinters,20,2,15,166,72,"[('100 meter', '15.33 s', '564', 9), ('200 meter', '30.60 s', '524', 9), ('400 meter', '1:09.76', '581', 9), ('100 meter horden', '21.80 s', '583', 9), ('400 meter horden', '1:19.84', '651', 9)]",9,3,7,2,3,2,1,7,6
Onbekend,Aloja Ernesto,5662650,17,Italia,Man,800,Werpers,15,1,15,174,73,[],19,1,3,3,2,1,5,5,6
Onbekend,Altinger Phil,5650787,14,Deutschland,Man,810,Werpers,20,1,14,159,63,"[('Kogelstoten', '4.93 m', '0', 8), ('Discuswerpen', '19.90 m', '0', 8), ('Kogelslingeren', '19.69 m', '0', 8), ('Speerwerpen', '22.95 m', '0', 8)]",9,2,1,2,3,1,10,5,7
Onbekend,Alvarado Johnny,5661269,22,Perú,Man,360,Zonder specialiteit,19,1,15,184,89,[],6,9,3,3,2,1,1,0,0
Onbekend,Álvarez Mateo,5661348,20,Costa Rica,Man,1720,Zonder specialiteit,19,1,14,183,85,[],20,2,3,0,2,2,10,0,0
Onbekend,Álvarez Olga,5661763,16,Colombia,Vrouw,410,Zonder specialiteit,19,1,15,171,69,[],8,1,9,2,1,2,3,0,0
Onbekend,Álvarez Petronila,5663606,21,Perú,Vrouw,450,Zonder specialiteit,12,1,15,180,70,[],15,3,1,2,2,8,2,0,0
Onbekend,Alvarez Pilar,5661158,16,Colombia,Vrouw,1180,Zonder specialiteit,16,1,14,160,56,[],9,1,7,3,2,10,9,0,0
Onbekend,Alvarez Rolando,5663270,21,Pilipinas,Man,260,Zonder specialiteit,14,1,14,184,83,[],12,7,3,3,6,3,3,0,0
Onbekend,Álvarez Vanessa,5663563,16,Costa Rica,Vrouw,730,Zonder specialiteit,14,1,15,159,50,[],11,1,1,2,2,2,10,0,0
Onbekend,Alves Natália,5610662,17,Portugal,Vrouw,130,Zonder specialiteit,20,1,16,168,72,[],11,4,1,3,3,3,5,0,0
Onbekend,Alvez Patricia,5662896,23,El Salvador,Vrouw,80,Zonder specialiteit,20,1,15,175,72,[],10,3,3,3,1,1,3,0,0
Verspringen,Amâncio Andressa,5168810,30,Brasil,Vrouw,14300,Springers,20,11,18,176,65,"[('Hoogspringen', '1.12 m', '390', 9), ('Polsstokhoogspringen', '2.66 m', '431', 9), ('Verspringen', '4.30 m', '567', 9), ('Hinkstapspringen', '7.80 m', '465', 9)]",17,1,1,5,0,14,2,13,14
Onbekend,Ambrosetti Patrizio,5606480,19,Italia,Man,1410,Springers,20,2,17,170,66,"[('Hoogspringen', '0.91 m', '141', 9), ('Polsstokhoogspringen', '2.49 m', '141', 9), ('Verspringen', '4.15 m', '320', 9), ('Hinkstapspringen', '7.26 m', '187', 9)]",17,3,2,8,4,9,2,7,7
Onbekend,Amirante Mauro,5599693,17,Italia,Man,1010,Sprinters,19,1,16,176,82,"[('100 meter', '13.96 s', '592', 9), ('200 meter', '28.29 s', '596', 9), ('400 meter', '1:02.79', '644', 9), ('110 meter horden', '21.26 s', '616', 9), ('400 meter horden', '1:12.16', '693', 9)]",16,8,2,3,0,3,1,6,8
Onbekend,Amoroso Clemente,5661791,15,Italia,Man,380,Zonder specialiteit,20,1,14,159,56,[],6,3,1,7,1,4,8,0,0
Onbekend,Amri Yahyah Ling,5661287,24,Malaysia,Vrouw,1300,Zonder specialiteit,12,1,14,169,69,[],17,6,3,1,10,2,8,0,0
Onbekend,Anceschi Emiliana,5662640,17,Italia,Vrouw,280,Zonder specialiteit,12,1,15,170,67,[],15,1,2,5,4,0,4,0,0
Onbekend,Ančić Jelena,5663734,18,Hrvatska,Vrouw,890,Zonder specialiteit,12,1,15,154,52,[],13,3,2,1,10,7,2,0,0
Onbekend,Ancona Bartolo,5659172,14,México,Man,320,Snelwandelaars,10,1,13,173,72,"[('10 km snelwandelen', '1h:03:57.28', '544', 9), ('20 km snelwandelen', '2h:05:11.54', '537', 9), ('50 km snelwandelen', '5h:20:51.37', '466', 9)]",13,1,5,3,3,3,3,6,7
Onbekend,Andersen Knut,5661582,23,Norge,Man,1700,Zonder specialiteit,18,1,14,188,80,[],16,10,10,0,3,1,2,0,0
Onbekend,Andrade Eva,5663715,15,Portugal,Vrouw,310,Zonder specialiteit,16,1,15,157,57,[],10,1,1,3,8,1,2,0,0
Onbekend,André Casper,5662836,16,België,Man,890,Zonder specialiteit,15,1,14,180,75,[],7,2,1,2,3,1,10,0,0
Onbekend,Andreotti Natale,5662004,14,Italia,Man,80,Zonder specialiteit,18,1,15,166,68,[],10,3,2,1,3,3,4,0,0
Onbekend,Aneiros Senén,5578379,16,España,Man,980,Meerkampers,20,1,14,182,85,"[('Vijfkamp Mannen - Verspringen', '2.63 m', '411', 9), ('Vijfkamp Mannen - Speerwerpen', '34.99 m', '562', 9), ('Vijfkamp Mannen - 200 meter', '27.67 s', '581', 9), ('Vijfkamp Mannen - Discuswerpen', '31.65 m', '533', 9), ('Vijfkamp Mannen - 1500 meter', '5:00.02', '479', 9), ('Tienkamp - 100 meter', '13.96 s', '520', 9), ('Tienkamp - Verspringen', '2.66 m', '416', 9), ('Tienkamp - Kogelstoten', '8.84 m', '500', 9), ('Tienkamp - Hoogspringen', '0.63 m', '375', 9), ('Tienkamp - 400 meter', '1:01.27', '632', 9), ('Tienkamp - 110 meter horden', '20.83 s', '562', 9), ('Tienkamp - Discuswerpen', '32.25 m', '544', 9), ('Tienkamp - Polsstokhoogspringen', '1.77 m', '373', 9), ('Tienkamp - Speerwerpen', '34.50 m', '554', 9), ('Tienkamp - 1500 meter', '5:01.40', '465', 9), ('Vijfkamp Mannen', '2566 p', '513', 9), ('Tienkamp', '4941 p', '494', 9)]",16,9,3,5,7,1,6,5,5
Onbekend,Anen Christiane,5663839,19,Lëtzebuerg,Vrouw,690,Zonder specialiteit,20,1,15,171,59,[],18,3,7,3,1,2,5,0,0
Onbekend,Angelozzi Angela,5663311,14,Italia,Vrouw,460,Zonder specialiteit,13,1,15,154,45,[],6,2,1,3,2,2,9,0,0
Onbekend,Ania Eneko,5663457,15,España,Man,320,Zonder specialiteit,18,1,15,170,71,[],16,2,2,4,2,4,0,0,0
Onbekend,Annezot Inés,5612781,18,France,Vrouw,490,Langeafstandslopers,17,1,14,176,77,"[('5.000 meter', '21:48.44', '412', 9), ('10.000 meter', '47:31.68', '406', 9), ('Marathon', '3h:21:13.97', '426', 9)]",14,3,1,3,2,1,4,6,8
Onbekend,Añorve Saúl,5663194,19,México,Man,180,Zonder specialiteit,18,1,14,177,74,[],6,2,2,4,4,7,2,0,0
Onbekend,Anquela Camino,5539199,17,España,Vrouw,5130,Langeafstandslopers,20,2,16,177,82,"[('5.000 meter', '20:22.69', '599', 9), ('10.000 meter', '43:41.20', '637', 9), ('Marathon', '3h:04:11.41', '667', 9)]",8,3,14,1,9,0,2,7,8
Kogelstoten,Antequera Encarna,5084768,31,España,Vrouw,13680,Werpers,20,13,18,170,54,"[('Kogelstoten', '13.82 m', '527', 8), ('Discuswerpen', '47.41 m', '538', 8), ('Kogelslingeren', '40.81 m', '463', 8), ('Speerwerpen', '38.11 m', '526', 8)]",17,15,0,1,1,0,10,13,10
Onbekend,Antończak Róża,5663077,14,Polska,Vrouw,670,Zonder specialiteit,15,1,14,157,54,[],19,2,1,2,1,2,1,0,0
Onbekend,Antonelli Gian,5661802,14,Switzerland,Man,190,Zonder specialiteit,14,1,14,159,60,[],13,1,2,2,2,1,6,0,0
Onbekend,Antoniou Vasiliki,5661326,22,Cyprus,Vrouw,370,Zonder specialiteit,12,1,14,178,66,[],6,9,1,2,1,3,2,0,0
Onbekend,Antonova Viktoria,5663429,20,Bulgaria,Vrouw,80,Zonder specialiteit,20,1,15,182,74,[],10,0,4,1,2,3,2,0,0
Onbekend,Anubi Obike,5661480,21,Nigeria,Man,900,Zonder specialiteit,14,1,14,188,88,[],19,1,4,2,4,8,2,0,0
Onbekend,Anunciada Silvestre,5538822,18,Portugal,Man,410,Meerkampers,20,1,11,182,87,"[('Vijfkamp Mannen - Verspringen', '2.13 m', '333', 9), ('Vijfkamp Mannen - Speerwerpen', '20.37 m', '327', 9), ('Vijfkamp Mannen - 200 meter', '28.86 s', '455', 9), ('Vijfkamp Mannen - Discuswerpen', '18.20 m', '307', 9), ('Vijfkamp Mannen - 1500 meter', '5:06.32', '415', 9), ('Tienkamp - 100 meter', '14.40 s', '426', 9), ('Tienkamp - Verspringen', '2.13 m', '333', 9), ('Tienkamp - Kogelstoten', '5.06 m', '286', 9), ('Tienkamp - Hoogspringen', '0.50 m', '297', 9), ('Tienkamp - 400 meter', '1:04.01', '504', 9), ('Tienkamp - 110 meter horden', '21.70 s', '439', 9), ('Tienkamp - Discuswerpen', '17.94 m', '302', 9), ('Tienkamp - Polsstokhoogspringen', '1.37 m', '289', 9), ('Tienkamp - Speerwerpen', '19.86 m', '319', 9), ('Tienkamp - 1500 meter', '5:08.16', '397', 9), ('Vijfkamp Mannen', '1837 p', '367', 9), ('Tienkamp', '3592 p', '359', 9)]",16,6,3,3,2,3,2,6,6
