Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Resultaten test,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,Adamiec Remigiusz,5653171,15,Polska,Man,1040,Werpers,11,1,13,165,66,"[('Kogelstoten', '5.17 m', '0', 8), ('Discuswerpen', '21.13 m', '0', 8), ('Kogelslingeren', '20.72 m', '0', 8), ('Speerwerpen', '23.56 m', '0', 8)]",9,2,7,3,3,1,10,7,6
Onbekend,Adamkienė Irina,5661279,22,Lietuva,Vrouw,490,Zonder specialiteit,16,1,15,169,67,[],14,1,7,1,3,7,3,0,0
Onbekend,Adamkienė Meilė,5661461,21,Lietuva,Vrouw,620,Zonder specialiteit,15,1,15,172,70,[],14,9,0,1,2,2,1,0,0
Onbekend,Adnyana Hendra,5660889,23,Indonesia,Man,780,Zonder specialiteit,20,1,15,186,85,[],16,6,3,3,2,7,8,0,0
Onbekend,Adorno Eder,5663075,17,España,Man,90,Zonder specialiteit,20,1,15,169,73,[],9,0,2,1,2,5,0,0,0
Onbekend,Adriaensens Chelsea,5660434,15,België,Vrouw,1620,Sprinters,11,1,15,168,61,"[('100 meter', '15.12 s', '601', 9), ('200 meter', '30.33 s', '548', 9), ('400 meter', '1:09.46', '593', 9), ('100 meter horden', '21.24 s', '652', 9), ('400 meter horden', '1:17.95', '713', 9)]",20,2,3,4,9,2,2,6,6
Onbekend,Advocaat Brigit,5659576,14,Nederland,Vrouw,110,Zonder specialiteit,12,1,14,144,43,[],12,3,1,2,3,1,2,0,0
Onbekend,Afanasyeva Varvara,5661002,16,Rossiya,Vrouw,340,Zonder specialiteit,14,1,15,155,52,[],11,1,2,1,1,8,6,0,0
Onbekend,Afinogenov Mark,5661518,23,Rossiya,Man,890,Zonder specialiteit,20,1,15,170,69,[],10,8,0,3,1,3,10,0,0
Onbekend,Afinogenova Snezhana,5660972,23,Belarus,Vrouw,970,Zonder specialiteit,11,1,15,166,62,[],9,9,1,8,1,0,8,0,0
Onbekend,Agnarsdóttir Pálfríður,5662894,24,Ísland,Vrouw,420,Zonder specialiteit,15,1,15,168,66,[],11,1,3,4,2,5,9,0,0
Onbekend,Aguayo Ismael,5658753,15,España,Man,800,Zonder specialiteit,12,1,14,169,71,[],12,6,10,2,2,1,3,0,0
Onbekend,Águila Adriana,5662973,14,El Salvador,Vrouw,320,Zonder specialiteit,16,1,15,170,67,[],16,0,3,3,3,3,2,0,0
Onbekend,Aguilar Abraham,5662220,20,Perú,Man,80,Zonder specialiteit,11,1,15,193,90,[],8,3,1,1,0,2,5,0,0
Onbekend,Aguilar Bastien,5637026,17,France,Man,360,Meerkampers,20,1,15,166,68,"[('Vijfkamp Mannen - Verspringen', '2.15 m', '336', 9), ('Vijfkamp Mannen - Speerwerpen', '20.32 m', '326', 9), ('Vijfkamp Mannen - 200 meter', '28.50 s', '493', 9), ('Vijfkamp Mannen - Discuswerpen', '18.42 m', '310', 9), ('Vijfkamp Mannen - 1500 meter', '4:56.45', '515', 9), ('Tienkamp - 100 meter', '14.21 s', '467', 9), ('Tienkamp - Verspringen', '2.14 m', '334', 9), ('Tienkamp - Kogelstoten', '4.71 m', '266', 9), ('Tienkamp - Hoogspringen', '0.43 m', '255', 9), ('Tienkamp - 400 meter', '1:03.19', '542', 9), ('Tienkamp - 110 meter horden', '21.34 s', '490', 9), ('Tienkamp - Discuswerpen', '17.99 m', '303', 9), ('Tienkamp - Polsstokhoogspringen', '1.40 m', '295', 9), ('Tienkamp - Speerwerpen', '19.99 m', '321', 9), ('Tienkamp - 1500 meter', '4:57.17', '507', 9), ('Vijfkamp Mannen', '1980 p', '396', 9), ('Tienkamp', '3780 p', '378', 9)]",10,4,6,3,2,2,3,7,6
Onbekend,Aguilar Raimundo,5636482,17,España,Man,970,Springers,19,1,14,176,79,"[('Hoogspringen', '0.94 m', '164', 8), ('Polsstokhoogspringen', '2.63 m', '182', 8), ('Verspringen', '3.68 m', '218', 8), ('Hinkstapspringen', '7.09 m', '169', 8)]",15,3,1,4,6,9,1,8,7
Onbekend,Aguirre Endika,5546198,18,España,Man,1030,Werpers,20,2,17,175,82,"[('Kogelstoten', '6.68 m', '0', 8), ('Discuswerpen', '26.18 m', '29', 8), ('Kogelslingeren', '25.05 m', '0', 8), ('Speerwerpen', '28.22 m', '45', 8)]",11,3,2,3,2,1,10,5,3
Onbekend,Ahnelöv Sofia,5582768,17,Sverige,Vrouw,1100,Snelwandelaars,20,1,15,176,81,"[('10 km snelwandelen', '1h:07:49.69', '632', 8), ('20 km snelwandelen', '2h:16:14.30', '613', 8), ('50 km snelwandelen', '5h:39:27.25', '542', 8)]",10,2,11,1,3,2,3,4,5
Onbekend,Aidia Min,5660828,22,Miṣr,Man,750,Zonder specialiteit,14,1,15,187,81,[],10,2,5,2,10,1,1,0,0
Onbekend,Aiken Ruchaine,5641603,17,Jamaica,Man,740,Werpers,12,1,14,177,82,"[('Kogelstoten', '6.87 m', '0', 8), ('Discuswerpen', '25.63 m', '16', 8), ('Kogelslingeren', '25.14 m', '0', 8), ('Speerwerpen', '26.57 m', '8', 8)]",10,7,3,0,5,5,2,8,8
Onbekend,Aimilianou Diomidis,5661452,16,Cyprus,Man,490,Zonder specialiteit,13,1,15,161,62,[],6,0,9,1,2,1,3,0,0
Onbekend,Airolo Ada,5662862,15,España,Vrouw,150,Zonder specialiteit,20,1,15,169,67,[],8,2,5,3,0,7,2,0,0
Onbekend,Aitken Sean,5662314,17,Great Britain,Man,290,Zonder specialiteit,14,1,15,179,75,[],15,5,3,1,5,2,2,0,0
Onbekend,Akouzar Fatima,5661245,20,Al-Maghrib,Vrouw,890,Zonder specialiteit,17,1,15,178,70,[],15,2,1,10,1,0,2,0,0
Onbekend,Alampi Gaetano,5646402,16,Italia,Man,500,Sprinters,14,1,12,184,89,"[('100 meter', '13.98 s', '588', 9), ('200 meter', '28.02 s', '621', 9), ('400 meter', '1:02.13', '671', 9), ('110 meter horden', '21.00 s', '648', 9), ('400 meter horden', '1:11.81', '705', 9)]",6,3,2,8,3,3,1,7,7
Onbekend,Alastuey Juan Manuel,5663074,17,España,Man,140,Zonder specialiteit,17,1,15,160,65,[],13,3,2,1,5,2,3,0,0
Onbekend,Albarrán Jorge,5627897,15,El Salvador,Man,660,Sprinters,16,1,15,164,73,"[('100 meter', '13.92 s', '600', 9), ('200 meter', '27.89 s', '633', 9), ('400 meter', '1:01.14', '713', 9), ('110 meter horden', '20.81 s', '672', 9), ('400 meter horden', '1:10.85', '740', 9)]",14,1,3,8,5,1,2,7,6
Onbekend,Alberman Moshe,5661537,17,Yisra'el,Man,70,Zonder specialiteit,18,1,15,184,80,[],9,2,2,2,1,4,1,0,0
Onbekend,Alberti Nathy,5626773,17,Brasil,Vrouw,420,Meerkampers,12,1,14,159,60,[],6,2,2,8,3,2,1,4,6
Onbekend,Albertini Sara,5661040,17,Italia,Vrouw,260,Zonder specialiteit,13,1,15,165,59,[],11,8,2,1,3,1,3,0,0
Onbekend,Aleksandrowicz Norbert,5659684,16,Polska,Man,1450,Zonder specialiteit,15,1,14,172,70,[],20,6,2,3,9,1,2,0,0
Onbekend,Aleotti Amanda,5662185,14,Italia,Vrouw,790,Zonder specialiteit,16,1,15,161,57,[],14,2,8,2,5,1,9,0,0
Onbekend,Alexander Logan,5661105,16,New Zealand,Man,310,Zonder specialiteit,18,1,15,175,74,[],6,0,3,2,8,2,2,0,0
Onbekend,Alfonso Yenny,5652229,24,Venezuela,Vrouw,1200,Springers,16,1,16,175,68,"[('Hoogspringen', '0.84 m', '147', 8), ('Polsstokhoogspringen', '2.11 m', '223', 8), ('Verspringen', '3.20 m', '274', 8), ('Hinkstapspringen', '6.15 m', '244', 8)]",6,0,1,7,8,10,1,6,4
Onbekend,Alger Magtanggol,5662712,17,Pilipinas,Man,50,Zonder specialiteit,20,1,15,175,75,[],6,1,2,2,3,3,1,0,0
Onbekend,Aliende José,5661966,16,España,Man,90,Zonder specialiteit,15,1,15,178,78,[],6,1,2,6,3,1,3,0,0
Onbekend,Alksnis Kārlis,5660878,15,Latvija,Man,1200,Zonder specialiteit,18,1,15,164,65,[],20,8,3,1,1,4,3,0,0
Onbekend,Allam Acenath,5663029,23,Miṣr,Vrouw,1200,Zonder specialiteit,17,1,15,171,67,[],18,3,3,9,7,2,3,0,0
Onbekend,Allegre Claire,5661056,17,France,Vrouw,490,Zonder specialiteit,20,1,15,163,58,[],17,6,3,3,1,3,2,0,0
Onbekend,Allegre Tom,5600526,18,France,Man,2690,Werpers,19,1,19,182,84,"[('Kogelstoten', '8.92 m', '99', 8), ('Discuswerpen', '35.12 m', '236', 8), ('Kogelslingeren', '35.98 m', '213', 8), ('Speerwerpen', '38.87 m', '279', 8)]",16,4,2,3,10,2,11,8,4
Onbekend,Allende Marcos,5662508,16,España,Man,270,Zonder specialiteit,12,1,15,163,64,[],9,8,1,2,3,2,3,0,0
Onbekend,Allgeier Ryan,5662970,16,Deutschland,Man,220,Zonder specialiteit,11,1,15,178,76,[],7,1,1,1,2,8,0,0,0
Onbekend,Allison Rebekah,5661585,22,New Zealand,Vrouw,420,Zonder specialiteit,12,1,15,170,66,[],9,9,2,2,2,1,1,0,0
Onbekend,Almaraz Gaizka,5649042,15,España,Man,300,Zonder specialiteit,12,1,15,172,72,[],15,1,3,2,3,6,1,0,0
Onbekend,Almeida Juana,5660608,21,México,Vrouw,1290,Zonder specialiteit,19,1,15,170,64,[],17,0,3,1,10,1,1,0,0
Onbekend,Almonte Yaiza,5570156,17,España,Vrouw,330,Sprinters,20,2,15,165,72,"[('100 meter', '15.33 s', '564', 9), ('200 meter', '30.60 s', '524', 9), ('400 meter', '1:09.76', '581', 9), ('100 meter horden', '21.80 s', '583', 9), ('400 meter horden', '1:19.84', '651', 9)]",9,3,7,2,3,2,1,7,6
Onbekend,Aloja Ernesto,5662650,17,Italia,Man,800,Werpers,15,1,15,174,72,[],19,1,3,3,2,1,5,5,6
Onbekend,Altamirano Rubilyn,5660759,20,Pilipinas,Vrouw,820,Zonder specialiteit,19,1,15,172,65,[],14,3,2,3,10,1,5,0,0
Onbekend,Altinger Phil,5650787,14,Deutschland,Man,820,Werpers,20,1,15,159,63,"[('Kogelstoten', '4.93 m', '0', 8), ('Discuswerpen', '19.90 m', '0', 8), ('Kogelslingeren', '19.69 m', '0', 8), ('Speerwerpen', '22.95 m', '0', 8)]",9,2,1,2,3,1,10,5,7
Onbekend,Alvarado Johnny,5661269,22,Perú,Man,360,Zonder specialiteit,19,1,15,184,89,[],6,9,3,3,2,1,1,0,0
Onbekend,Alvarado Sixto,5661094,17,Perú,Man,210,Zonder specialiteit,12,1,15,180,82,[],13,3,3,7,1,1,3,0,0
Onbekend,Álvarez Mateo,5661348,20,Costa Rica,Man,1730,Zonder specialiteit,18,1,15,183,85,[],20,2,3,0,2,2,10,0,0
Onbekend,Álvarez Olga,5661763,16,Colombia,Vrouw,410,Zonder specialiteit,18,1,15,170,68,[],8,1,9,2,1,2,3,0,0
Onbekend,Alvarez Pilar,5661158,16,Colombia,Vrouw,1180,Zonder specialiteit,16,1,15,159,55,[],9,1,7,3,2,10,9,0,0
Onbekend,Alves Natália,5610662,17,Portugal,Vrouw,110,Zonder specialiteit,20,1,15,168,72,[],11,4,1,3,3,3,5,0,0
Onbekend,Alvez Patricia,5662896,23,El Salvador,Vrouw,80,Zonder specialiteit,20,1,15,175,73,[],10,3,3,3,1,1,3,0,0
Verspringen,Amâncio Andressa,5168810,30,Brasil,Vrouw,14330,Springers,20,11,19,176,65,"[('Hoogspringen', '1.14 m', '407', 8), ('Polsstokhoogspringen', '2.65 m', '428', 8), ('Verspringen', '4.39 m', '591', 8), ('Hinkstapspringen', '7.83 m', '469', 8)]",17,1,1,5,0,14,2,13,14
Onbekend,Amirante Mauro,5599693,17,Italia,Man,990,Sprinters,18,1,15,175,81,"[('100 meter', '13.96 s', '592', 9), ('200 meter', '28.29 s', '596', 9), ('400 meter', '1:02.79', '644', 9), ('110 meter horden', '21.26 s', '616', 9), ('400 meter horden', '1:12.16', '693', 9)]",16,8,2,3,0,3,1,6,8
Onbekend,Amman Franka,5660656,16,Deutschland,Vrouw,150,Zonder specialiteit,19,1,15,171,68,[],10,0,6,1,3,3,1,0,0
Onbekend,Amoroso Clemente,5661791,15,Italia,Man,380,Zonder specialiteit,20,1,15,159,56,[],6,3,1,7,1,4,8,0,0
Onbekend,Amri Yahyah Ling,5661287,24,Malaysia,Vrouw,1310,Zonder specialiteit,12,1,15,169,68,[],17,6,3,1,10,2,8,0,0
Onbekend,Anceschi Emiliana,5662640,17,Italia,Vrouw,280,Zonder specialiteit,11,1,15,170,66,[],15,1,2,5,4,0,4,0,0
Onbekend,Ancona Bartolo,5659172,14,México,Man,310,Snelwandelaars,11,1,12,172,71,"[('10 km snelwandelen', '1h:03:03.39', '582', 8), ('20 km snelwandelen', '2h:04:01.79', '562', 8), ('50 km snelwandelen', '5h:17:13.43', '498', 8)]",13,1,5,3,3,3,3,6,7
Onbekend,Andersen Knut,5661582,23,Norge,Man,1710,Zonder specialiteit,18,1,15,188,80,[],16,10,10,0,3,1,2,0,0
Onbekend,André Casper,5662836,16,België,Man,900,Zonder specialiteit,15,1,15,180,75,[],7,2,1,2,3,1,10,0,0
Onbekend,Andreotti Natale,5662004,14,Italia,Man,80,Zonder specialiteit,18,1,15,165,67,[],10,3,2,1,3,3,4,0,0
Onbekend,Andresen Tommy,5660694,21,Norge,Man,50,Zonder specialiteit,20,1,15,191,90,[],7,2,3,2,2,3,1,0,0
Onbekend,Aneiros Senén,5578379,16,España,Man,980,Meerkampers,19,1,14,182,84,"[('Vijfkamp Mannen - Verspringen', '2.63 m', '411', 9), ('Vijfkamp Mannen - Speerwerpen', '34.99 m', '562', 9), ('Vijfkamp Mannen - 200 meter', '27.67 s', '581', 9), ('Vijfkamp Mannen - Discuswerpen', '31.65 m', '533', 9), ('Vijfkamp Mannen - 1500 meter', '5:00.02', '479', 9), ('Tienkamp - 100 meter', '13.96 s', '520', 9), ('Tienkamp - Verspringen', '2.66 m', '416', 9), ('Tienkamp - Kogelstoten', '8.84 m', '500', 9), ('Tienkamp - Hoogspringen', '0.63 m', '375', 9), ('Tienkamp - 400 meter', '1:01.27', '632', 9), ('Tienkamp - 110 meter horden', '20.83 s', '562', 9), ('Tienkamp - Discuswerpen', '32.25 m', '544', 9), ('Tienkamp - Polsstokhoogspringen', '1.77 m', '373', 9), ('Tienkamp - Speerwerpen', '34.50 m', '554', 9), ('Tienkamp - 1500 meter', '5:01.40', '465', 9), ('Vijfkamp Mannen', '2566 p', '513', 9), ('Tienkamp', '4941 p', '494', 9)]",16,9,3,5,7,1,6,5,5
Onbekend,Annezot Inés,5612781,18,France,Vrouw,490,Langeafstandslopers,18,1,15,176,76,"[('5.000 meter', '21:48.44', '412', 9), ('10.000 meter', '47:31.68', '406', 9), ('Marathon', '3h:21:13.97', '426', 9)]",14,3,1,3,2,1,4,6,8
Onbekend,Anquela Camino,5539199,17,España,Vrouw,5110,Langeafstandslopers,20,2,15,177,81,"[('5.000 meter', '20:22.69', '599', 9), ('10.000 meter', '43:41.20', '637', 9), ('Marathon', '3h:04:11.41', '667', 9)]",8,3,14,1,9,0,2,7,8
Kogelstoten,Antequera Encarna,5084768,31,España,Vrouw,13660,Werpers,20,13,17,170,54,"[('Kogelstoten', '13.82 m', '527', 8), ('Discuswerpen', '47.41 m', '538', 8), ('Kogelslingeren', '40.81 m', '463', 8), ('Speerwerpen', '38.11 m', '526', 8)]",17,15,0,1,1,0,10,13,10
Onbekend,Antończak Róża,5663077,14,Polska,Vrouw,680,Zonder specialiteit,15,1,15,156,53,[],19,2,1,2,1,2,1,0,0
Onbekend,Antonelli Gian,5661802,14,Switzerland,Man,200,Zonder specialiteit,13,1,15,158,59,[],13,1,2,2,2,1,6,0,0
Onbekend,Antoniou Vasiliki,5661326,22,Cyprus,Vrouw,380,Zonder specialiteit,12,1,15,178,66,[],6,9,1,2,1,3,2,0,0
Onbekend,Anubi Obike,5661480,21,Nigeria,Man,910,Zonder specialiteit,14,1,15,188,87,[],19,1,4,2,4,8,2,0,0
Onbekend,Anunciada Silvestre,5538822,18,Portugal,Man,410,Meerkampers,20,1,11,182,87,"[('Vijfkamp Mannen - Verspringen', '2.13 m', '333', 9), ('Vijfkamp Mannen - Speerwerpen', '20.37 m', '327', 9), ('Vijfkamp Mannen - 200 meter', '28.86 s', '455', 9), ('Vijfkamp Mannen - Discuswerpen', '18.20 m', '307', 9), ('Vijfkamp Mannen - 1500 meter', '5:06.32', '415', 9), ('Tienkamp - 100 meter', '14.40 s', '426', 9), ('Tienkamp - Verspringen', '2.13 m', '333', 9), ('Tienkamp - Kogelstoten', '5.06 m', '286', 9), ('Tienkamp - Hoogspringen', '0.50 m', '297', 9), ('Tienkamp - 400 meter', '1:04.01', '504', 9), ('Tienkamp - 110 meter horden', '21.70 s', '439', 9), ('Tienkamp - Discuswerpen', '17.94 m', '302', 9), ('Tienkamp - Polsstokhoogspringen', '1.37 m', '289', 9), ('Tienkamp - Speerwerpen', '19.86 m', '319', 9), ('Tienkamp - 1500 meter', '5:08.16', '397', 9), ('Vijfkamp Mannen', '1837 p', '367', 9), ('Tienkamp', '3592 p', '359', 9)]",16,6,3,3,2,3,2,6,6
Onbekend,Apollo Christian,5564794,17,Italia,Man,240,Springers,20,1,15,186,94,"[('Hoogspringen', '0.53 m', '0', 8), ('Polsstokhoogspringen', '1.36 m', '0', 8), ('Verspringen', '2.06 m', '0', 8), ('Hinkstapspringen', '3.93 m', '0', 8)]",6,2,2,2,1,3,1,6,7
Onbekend,Aquilina Tom,5660717,15,Malta,Man,800,Zonder specialiteit,15,1,15,159,60,[],11,1,3,7,10,3,2,0,0
Onbekend,Aragão Guilhermina,5551498,17,Portugal,Vrouw,1780,Langeafstandslopers,20,2,17,183,88,"[('5.000 meter', '20:22.19', '600', 9), ('10.000 meter', '44:41.70', '577', 9), ('Marathon', '3h:07:34.34', '619', 9)]",7,3,11,3,2,2,2,6,7
Onbekend,Araujo Naomi,5662691,20,México,Vrouw,300,Zonder specialiteit,12,1,15,180,75,[],11,1,2,2,7,7,4,0,0
Onbekend,Arba Sass,5661077,24,Eesti,Man,1170,Zonder specialiteit,13,1,15,183,87,[],20,1,1,8,0,4,5,0,0
Onbekend,Arce Melany,5627895,17,El Salvador,Vrouw,340,Zonder specialiteit,20,1,15,183,81,[],6,2,7,0,3,4,8,0,0
Onbekend,Ardente Pia,5662326,17,Italia,Vrouw,640,Meerkampers,14,1,15,156,52,[],8,1,2,1,9,2,1,3,6
Onbekend,Ardon Herbert,5662203,20,Eesti,Man,70,Zonder specialiteit,13,1,15,176,75,[],6,3,3,5,0,3,0,0,0
Onbekend,Arenas Hugo,5660846,16,España,Man,120,Zonder specialiteit,17,1,15,172,75,[],6,3,1,1,3,6,2,0,0
Onbekend,Argilés Alexandre,5662764,16,España,Man,160,Zonder specialiteit,12,1,15,158,59,[],13,5,3,2,2,2,2,0,0
Onbekend,Arifin Tirto,5660740,15,Indonesia,Man,140,Zonder specialiteit,19,1,15,160,59,[],8,1,5,3,4,3,6,0,0
Onbekend,Ariño Aina,5662789,17,España,Vrouw,900,Zonder specialiteit,16,1,15,178,68,[],14,1,1,0,2,3,10,0,0
Onbekend,Armero Alba,5660734,24,Colombia,Vrouw,1050,Zonder specialiteit,11,1,15,176,73,[],13,2,2,1,2,10,7,0,0
Onbekend,Arora Deviki,5662893,18,India,Vrouw,440,Zonder specialiteit,16,1,15,169,63,[],13,3,3,8,2,2,2,0,0
200 meter,Arosio Egidio,5196374,27,Italia,Man,18640,Sprinters,19,7,17,193,99,"[('100 meter', '12.43 s', '886', 9), ('200 meter', '24.84 s', '921', 9), ('400 meter', '56.25 s', '917', 9), ('110 meter horden', '19.23 s', '869', 9), ('400 meter horden', '1:05.68', '924', 9)]",20,3,1,16,4,0,3,13,13
Onbekend,Arosio Pino,5577187,17,Italia,Man,1430,Sprinters,20,1,15,175,82,"[('100 meter', '13.47 s', '686', 9), ('200 meter', '26.71 s', '745', 9), ('400 meter', '59.00 s', '802', 9), ('110 meter horden', '20.60 s', '698', 9), ('400 meter horden', '1:10.46', '753', 9)]",9,8,2,10,1,1,3,8,6
Onbekend,Arranz María Jesús,5542967,19,España,Vrouw,630,Meerkampers,19,2,14,176,78,[],16,2,2,3,6,5,3,7,5
Onbekend,Arrieta Jeikol,5662243,15,Costa Rica,Man,300,Zonder specialiteit,18,1,15,167,68,[],14,4,2,0,1,7,5,0,0
Onbekend,Arroyo Arsenio,5662852,17,España,Man,240,Zonder specialiteit,14,1,15,171,66,[],13,1,2,2,2,2,7,0,0
Onbekend,Arroyo Lola,5661475,23,Ecuador,Vrouw,510,Zonder specialiteit,13,1,15,175,70,[],10,3,7,3,7,1,8,0,0
Onbekend,Arzo Senén,5661494,15,España,Man,360,Zonder specialiteit,17,1,15,171,72,[],11,3,8,1,3,5,1,0,0
Onbekend,Asao Batya,5661109,16,Yisra'el,Vrouw,420,Zonder specialiteit,13,1,15,170,64,[],14,8,2,3,3,1,3,0,0
20 km snelwandelen,Aschmetat Lara,4909138,37,Deutschland,Vrouw,7160,Snelwandelaars,20,12,17,170,52,"[('10 km snelwandelen', '1h:01:46.49', '867', 8), ('20 km snelwandelen', '2h:02:54.67', '873', 8), ('50 km snelwandelen', '5h:10:57.79', '771', 8)]",19,0,12,0,0,0,0,6,12
Onbekend,Ashaari Slamet,5660631,23,Malaysia,Man,1020,Zonder specialiteit,11,1,15,194,89,[],19,2,2,2,3,7,8,0,0
Onbekend,Ashraf Ata,5660768,19,Miṣr,Man,620,Zonder specialiteit,19,1,15,183,83,[],18,3,5,2,1,3,1,0,0
Onbekend,Ashraf Mensah,5661031,17,Miṣr,Man,120,Zonder specialiteit,18,1,15,175,70,[],12,1,2,2,3,3,3,0,0
Onbekend,Asma Revalina,5663022,19,Malaysia,Vrouw,1140,Zonder specialiteit,18,1,15,163,57,[],20,1,1,6,7,3,2,0,0
Onbekend,Atanni Elvio,5636485,17,Italia,Man,1140,Springers,17,1,14,182,79,"[('Hoogspringen', '0.84 m', '86', 8), ('Polsstokhoogspringen', '2.22 m', '63', 8), ('Verspringen', '3.24 m', '123', 8), ('Hinkstapspringen', '6.12 m', '67', 8)]",18,3,2,2,3,9,3,7,5
Onbekend,Athanasiou Anna,5660804,18,Cyprus,Vrouw,190,Zonder specialiteit,20,1,15,179,75,[],14,2,3,1,3,3,3,0,0
Onbekend,Atkins Jordanne,5662240,23,Bahamas,Vrouw,600,Zonder specialiteit,16,1,15,171,66,[],12,1,3,3,3,9,6,0,0
Speerwerpen,Atkins Mason,5013982,32,United States,Man,23530,Werpers,20,15,15,171,72,"[('Kogelstoten', '16.46 m', '671', 8), ('Discuswerpen', '54.76 m', '691', 8), ('Kogelslingeren', '53.84 m', '605', 8), ('Speerwerpen', '58.35 m', '709', 8)]",20,14,0,1,1,1,17,10,12
Onbekend,Attard Billy,5660923,20,Malta,Man,960,Zonder specialiteit,11,1,15,176,77,[],13,1,1,3,8,10,1,0,0
Onbekend,Atvara Ilona,5661560,22,Latvija,Vrouw,1050,Zonder specialiteit,12,1,15,169,60,[],12,6,3,3,10,3,3,0,0
Onbekend,Augustinus Thembisile,5663016,17,South Africa,Vrouw,510,Zonder specialiteit,19,1,15,179,73,[],7,2,3,7,3,9,2,0,0
Onbekend,Augusto Paulo,5607946,17,Portugal,Man,590,Zonder specialiteit,20,1,15,182,89,[],16,3,5,6,2,7,1,0,0
Onbekend,Austria Arnold,5661391,21,Pilipinas,Man,1150,Zonder specialiteit,19,1,15,168,73,[],18,3,1,2,0,8,9,0,0
