Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,Zniti Jasmina,5622646,16,Al-Maghrib,Vrouw,1100,Langeafstandslopers,20,2,17,166,64,2025-02-22 19:18:29,8,1,10,3,3,3,1,6,8
Onbekend,Marković Filip,5628339,16,Hrvatska,Man,1380,Meerkampers,18,1,17,187,89,2025-02-22 19:18:32,17,10,3,6,3,3,4,6,6
Onbekend,Pinho Palmira,5627591,17,Portugal,Vrouw,1730,Sprinters,20,1,16,159,63,2025-02-22 19:18:32,15,6,3,11,2,0,5,8,7
Onbekend,Piteira Salomé,5582331,17,Portugal,Vrouw,1820,Sprinters,20,2,16,167,69,2025-02-22 19:18:41,15,5,1,11,2,2,1,8,7
Onbekend,Rego Gabriela,5621380,17,Portugal,Vrouw,190,Sprinters,19,1,16,166,66,2025-02-22 19:18:49,6,3,3,5,1,1,2,6,5
Onbekend,Guarda Adão,5659561,17,Portugal,Man,1210,Middenafstandslopers,10,1,15,173,74,2025-02-22 19:18:59,9,0,6,10,2,3,3,8,8
Onbekend,Serpa Arsénio,5560213,17,Portugal,Man,2200,Middenafstandslopers,20,2,18,195,107,2025-02-22 19:19:08,17,1,2,2,3,8,9,9,9
Onbekend,Lopes Maribel,5613884,17,Portugal,Vrouw,500,Middenafstandslopers,19,2,18,165,69,2025-02-22 19:19:20,6,2,6,3,2,3,1,8,5
Onbekend,Nullotti Tiziano,5537807,17,Italia,Man,1090,Snelwandelaars,20,3,18,187,97,2025-02-22 19:19:31,11,2,10,3,1,1,2,7,7
Onbekend,Petržálek Alexandr,5598843,17,Česká republika,Man,830,Snelwandelaars,20,2,18,185,87,2025-02-22 19:19:41,16,2,6,3,2,7,1,4,8
Onbekend,Kass Vaiki,5600785,17,Eesti,Vrouw,1240,Snelwandelaars,20,2,16,178,77,2025-02-22 19:19:51,17,0,9,0,3,6,3,4,8
Onbekend,Roldão Juliana,5617991,17,Portugal,Vrouw,1360,Snelwandelaars,20,1,17,166,69,2025-02-22 19:20:04,12,3,10,2,1,1,1,8,5
Onbekend,van de Wal Mohamed,5564946,17,Nederland,Man,1330,Springers,20,2,18,193,101,2025-02-22 19:20:15,12,1,2,4,2,10,1,7,5
Onbekend,Helder Sílvia,5597282,17,Portugal,Vrouw,790,Springers,20,1,19,162,62,2025-02-22 19:20:36,6,0,2,3,4,9,3,8,5
Onbekend,Lechkova Tsvetanka,5599106,17,Bulgaria,Vrouw,1880,Springers,20,2,18,174,76,2025-02-22 19:20:47,18,2,1,2,3,10,3,8,7
Onbekend,van der Bilt Yvon,5581796,17,Nederland,Vrouw,1730,Springers,20,2,18,167,71,2025-02-22 19:21:02,20,9,3,2,2,7,2,6,7
Onbekend,Bruin Alexander,5570680,17,Nederland,Man,940,Werpers,20,2,17,174,80,2025-02-22 19:21:16,9,10,1,2,4,1,2,5,6
Onbekend,Leão Guilherme,5551417,17,Portugal,Man,600,Werpers,20,2,19,184,97,2025-02-22 19:21:27,15,7,4,3,2,2,1,5,7
Onbekend,Amado Ana Cristina,5554053,17,Portugal,Vrouw,5050,Werpers,20,2,15,173,82,2025-02-22 19:21:39,14,14,2,3,3,3,2,8,7
Onbekend,Araújo Lúcia,5549031,17,Portugal,Vrouw,630,Werpers,20,2,20,177,81,2025-02-22 19:21:49,13,8,1,3,2,1,3,6,6
Onbekend,Soeiro Ana Filipa,5643233,17,Portugal,Vrouw,970,Werpers,16,1,18,173,71,2025-02-22 19:22:09,17,7,1,3,3,2,6,8,5
Onbekend,Velasques Rosa,5662497,17,Portugal,Vrouw,870,Werpers,11,1,15,171,63,2025-02-22 19:22:24,18,8,3,0,4,2,6,5,4
Onbekend,Munhão Irina,5656758,17,Portugal,Vrouw,1080,Meerkampers,12,1,14,160,56,2025-02-22 19:22:35,19,1,3,3,1,4,3,7,7
Onbekend,Ramires Viviana,5539515,17,Portugal,Vrouw,980,Meerkampers,20,3,18,178,87,2025-02-22 19:22:44,18,6,3,3,1,2,5,6,7
Onbekend,Taveira Idália,5551420,17,Portugal,Vrouw,910,Meerkampers,20,1,18,177,86,2025-02-22 19:22:54,18,6,1,4,4,3,0,6,7
Onbekend,Echanove Jeremías,5592218,18,España,Man,1880,Werpers,20,1,13,175,80,2025-02-22 19:24:17,14,3,0,9,4,3,10,8,6
Onbekend,Cordobés Azucena,5538248,17,España,Vrouw,690,Sprinters,20,2,13,185,90,2025-02-22 19:24:21,13,7,6,6,4,8,2,6,5
Onbekend,Altés Florencio,5611858,17,España,Man,1030,Sprinters,20,1,15,178,82,2025-02-22 19:24:24,10,5,0,10,5,2,3,5,6
Onbekend,Hugentobler Ulrich,5661812,14,Switzerland,Man,1900,Zonder specialiteit,14,1,15,178,82,2025-02-22 19:47:24,20,1,10,2,2,9,2,0,0
Onbekend,Tsialiamani Maria,5555609,18,Hellas,Vrouw,1800,Sprinters,18,1,16,157,59,2025-02-22 19:49:41,19,9,1,9,3,3,1,4,7
Kogelslingeren,Cuerda Ainhize,4849827,36,España,Vrouw,33740,Werpers,20,14,13,167,58,2025-02-22 20:07:33,20,18,0,0,0,0,17,8,9
100 meter horden,Fuentes Victoria,4949239,36,Venezuela,Vrouw,18700,Sprinters,17,16,13,173,58,2025-02-22 20:30:14,18,0,0,15,15,0,0,7,7
20 km snelwandelen,Rossouw Samantha,4859223,37,South Africa,Vrouw,27420,Snelwandelaars,18,20,15,175,66,2025-02-22 20:35:14,15,0,15,0,6,0,0,12,11
Onbekend,Lelong Morgane,5659349,17,France,Vrouw,1230,Zonder specialiteit,11,1,15,155,55,2025-02-22 20:37:26,14,1,3,3,10,3,8,0,0
200 meter,Hanusch Berti,5209313,28,Deutschland,Man,13550,Sprinters,20,9,17,183,81,2025-02-22 20:38:27,19,11,4,15,3,1,0,11,13
Onbekend,Werthmann Alice,5548445,17,Deutschland,Vrouw,2130,Springers,20,1,15,191,99,2025-02-22 20:38:45,18,1,3,4,10,9,2,8,7
Marathon,Ezukam Auta,5499833,20,Nigeria,Vrouw,2620,Langeafstandslopers,20,2,17,165,66,2025-02-22 20:46:05,19,1,10,6,1,3,3,9,8
Hinkstapspringen,Newman Khumo,5498904,20,South Africa,Vrouw,2100,Springers,20,4,14,176,73,2025-02-22 20:54:35,15,1,3,3,9,10,3,8,7
Vijfkamp Mannen,Talevski Nenad,5119843,29,FYR Makedonija,Man,6160,Meerkampers,20,11,14,185,84,2025-02-22 20:57:43,17,3,0,10,5,12,9,11,10
Onbekend,Pawelec Kamil,5661491,14,Polska,Man,620,Zonder specialiteit,17,1,15,161,64,2025-02-22 21:27:57,16,7,3,5,1,7,3,0,0
Marathon,Battles Edward,5280659,25,Great Britain,Man,9140,Langeafstandslopers,20,6,17,183,78,2025-02-22 21:45:24,19,1,16,7,1,8,1,8,7
10.000 meter,Fabre Colin,5280229,25,Canada,Man,9700,Langeafstandslopers,20,6,16,185,85,2025-02-22 21:45:28,18,1,15,7,3,3,7,10,10
5.000 meter,Kluch Mirek,5285078,25,Česká republika,Man,9380,Langeafstandslopers,20,6,16,171,73,2025-02-22 21:45:31,20,2,16,7,3,6,1,9,8
5.000 meter,Štefulj Lidija,5277441,25,Hrvatska,Vrouw,10660,Langeafstandslopers,20,6,20,186,84,2025-02-22 21:45:35,18,3,16,8,1,2,3,9,8
Speerwerpen,Facchi Davide,4940530,34,Italia,Man,30930,Werpers,19,12,18,189,85,2025-02-22 21:54:07,19,19,0,4,0,0,16,9,8
Vijfkamp Vrouwen,Raggetti Maria Pia,4929023,34,Italia,Vrouw,18050,Meerkampers,19,14,17,167,56,2025-02-22 21:55:48,17,13,0,14,6,2,0,15,10
Onbekend,Gurning Gesang,5561407,21,Indonesia,Man,2510,Springers,20,2,14,163,64,2025-02-22 22:04:50,20,2,2,10,4,10,1,8,5
Hinkstapspringen,Howie Ross,5062275,31,Great Britain,Man,10280,Springers,20,11,14,178,74,2025-02-22 22:08:56,17,1,1,2,14,14,0,9,8
Discuswerpen,Ridgers Sean,5204899,28,Great Britain,Man,12830,Werpers,20,12,13,171,74,2025-02-22 22:09:24,14,14,1,3,2,4,14,11,11
Speerwerpen,Tweed Jordan,5150599,30,Great Britain,Man,14820,Werpers,20,11,14,181,78,2025-02-22 22:09:44,18,14,2,0,0,0,16,11,8
Speerwerpen,Melrose Abbie,5055755,31,Great Britain,Vrouw,11510,Werpers,20,11,13,171,64,2025-02-22 22:10:02,17,13,0,2,3,0,13,12,12
Marathon,Evers Adri,4999774,34,Nederland,Man,10030,Langeafstandslopers,19,13,12,177,72,2025-02-22 22:11:16,13,0,15,10,0,0,0,10,10
Marathon,Mortimer Rory,5264504,31,Great Britain,Man,7530,Langeafstandslopers,20,10,14,180,70,2025-02-22 22:11:41,16,0,14,7,2,0,0,12,8
50 km snelwandelen,Kļaviņš Ritvars,5048639,32,Latvija,Man,31390,Snelwandelaars,20,14,14,192,66,2025-02-22 22:35:28,18,2,18,0,4,0,0,16,13
10 km snelwandelen,Mullings Angela,5115030,31,Jamaica,Vrouw,27960,Snelwandelaars,20,15,15,162,49,2025-02-22 22:35:46,19,1,18,3,10,0,0,13,13
Polsstokhoogspringen,Duranska Elena,5044791,32,FYR Makedonija,Vrouw,26040,Springers,19,13,14,168,62,2025-02-22 22:36:35,18,0,0,0,15,18,0,11,9
Tienkamp,Rivas Julio,5100651,31,Ecuador,Man,9970,Meerkampers,19,13,14,177,65,2025-02-22 22:39:34,17,10,1,8,4,2,12,12,11
Onbekend,Peltier Lina,5598293,17,France,Vrouw,3730,Snelwandelaars,20,1,17,172,74,2025-02-22 23:12:18,19,3,13,2,3,3,3,8,7
Onbekend,Agramunt Jesús María,5638255,17,España,Man,1430,Sprinters,18,1,18,179,84,2025-02-22 23:12:30,12,2,6,8,3,2,2,9,9
Onbekend,Viveiro Aitana,5603399,17,España,Vrouw,1150,Middenafstandslopers,20,1,18,171,70,2025-02-22 23:12:51,18,3,4,8,4,2,1,7,7
Onbekend,Mista Lino,5644307,17,España,Man,2280,Meerkampers,20,1,18,174,74,2025-02-22 23:13:13,17,2,2,11,2,2,8,9,4
Onbekend,Van Dievel Jules,5613779,17,België,Man,1870,Sprinters,20,1,18,177,80,2025-02-22 23:13:43,17,3,2,11,1,1,1,6,5
Onbekend,Apostolovska Susanna,5594893,17,FYR Makedonija,Vrouw,1520,Sprinters,20,2,20,165,67,2025-02-23 00:02:13,14,10,2,9,1,2,3,7,7
Onbekend,Kettunen Anssi,5596503,17,Suomi,Man,1950,Middenafstandslopers,20,2,17,182,85,2025-02-23 00:03:11,17,1,9,11,2,1,3,5,7
Onbekend,Lopes Carolina,5566166,17,Brasil,Vrouw,1160,Middenafstandslopers,20,2,18,167,72,2025-02-23 00:04:51,15,2,7,9,6,1,1,8,6
Onbekend,Ďurica Rudolf,5568721,17,Slovensko,Man,1900,Langeafstandslopers,20,3,18,189,98,2025-02-23 00:05:11,19,3,10,7,0,4,1,8,6
Onbekend,Petsou Elvira,5553281,17,Hellas,Vrouw,2480,Snelwandelaars,20,2,17,177,78,2025-02-23 00:05:58,14,2,12,4,8,3,2,7,8
Onbekend,Przybyś Jadwiga,5549209,17,Polska,Vrouw,2080,Springers,20,2,17,186,93,2025-02-23 00:06:26,17,1,3,3,8,11,3,5,6
Onbekend,Vacas Lara,5543508,17,España,Vrouw,1240,Springers,20,3,17,178,88,2025-02-23 00:06:35,16,5,1,2,7,9,1,7,6
Onbekend,Çobanoglu Yeliz,5586177,17,Türkiye,Vrouw,2550,Werpers,20,2,17,156,58,2025-02-23 00:06:56,15,11,2,2,6,2,11,6,7
Onbekend,Frenet Covadonga,5545814,17,España,Vrouw,1470,Meerkampers,20,3,18,171,82,2025-02-23 00:07:32,18,5,3,7,4,5,9,6,8
Onbekend,Fallon Calum,5542646,17,Great Britain,Man,4400,Sprinters,20,3,17,173,88,2025-02-23 00:10:09,14,9,3,13,2,1,4,9,7
Speerwerpen,Basta Tihomir,5337123,23,Srbija,Man,10230,Werpers,20,7,17,193,94,2025-02-23 00:10:57,20,12,2,3,6,2,15,10,10
Onbekend,Neuburger Erich,5536040,17,Switzerland,Man,7410,Middenafstandslopers,20,2,16,180,94,2025-02-23 00:11:53,7,1,10,15,2,5,1,6,7
Onbekend,Auer Fumo Bruno,5593494,17,Switzerland,Man,2270,Springers,19,1,15,176,85,2025-02-23 00:29:07,20,2,3,3,8,10,2,8,7
800 meter,Saldanha Julieta,5414499,23,Portugal,Vrouw,29410,Middenafstandslopers,20,8,19,176,67,2025-02-23 00:29:58,19,3,20,11,3,1,3,9,6
100 meter,Coelho Armanda,5414478,22,Portugal,Vrouw,18740,Sprinters,20,7,18,172,67,2025-02-23 00:37:02,19,15,1,17,1,1,1,5,10
10.000 meter,Crosbee Holly,5497818,21,New Zealand,Vrouw,3140,Langeafstandslopers,20,2,15,180,76,2025-02-23 01:22:04,14,2,12,8,1,3,4,6,9
Hinkstapspringen,Clawson Gabriele,4871053,36,Switzerland,Man,50250,Springers,20,18,12,177,61,2025-02-23 01:26:40,19,0,0,0,18,19,0,8,12
Onbekend,del Pino Peio,5588648,16,España,Man,1470,Meerkampers,20,1,14,165,75,2025-02-23 01:53:20,20,1,3,4,3,7,3,6,8
50 km snelwandelen,Pagán Jone,5508016,20,España,Vrouw,1850,Snelwandelaars,20,2,13,178,72,2025-02-23 01:53:46,16,3,8,1,1,0,3,10,8
Onbekend,Grzegorczyk Emilia,5557423,21,Polska,Vrouw,1710,Springers,20,2,18,178,67,2025-02-23 01:54:04,10,3,1,6,7,9,3,6,10
Hoogspringen,Parga Eloisa,5549220,20,España,Vrouw,2240,Springers,20,2,12,169,65,2025-02-23 01:54:11,15,2,3,3,10,11,0,5,5
200 meter,van den Brink John,5429127,22,Nederland,Man,6890,Sprinters,20,4,17,182,82,2025-02-23 02:15:16,17,11,3,14,2,2,3,8,8
Onbekend,Harvey Alexander,5593410,16,Jamaica,Man,920,Middenafstandslopers,20,1,15,166,69,2025-02-23 02:55:55,12,2,5,10,2,2,2,5,7
1.500 meter,Rusan Melanie,5326508,24,United States,Vrouw,10460,Middenafstandslopers,20,6,20,173,75,2025-02-23 03:18:10,15,1,8,16,1,5,3,11,8
110 meter horden,Conner Oscar,5516498,20,United States,Man,1820,Sprinters,20,3,18,172,78,2025-02-23 03:34:25,8,3,3,10,9,2,3,7,8
200 meter,Gilreath Shelby,4761683,38,United States,Vrouw,56920,Sprinters,20,20,15,175,52,2025-02-23 04:15:00,20,17,0,20,0,0,0,11,9
10.000 meter,Montori Encarna,5471750,20,España,Vrouw,12700,Langeafstandslopers,20,3,18,184,84,2025-02-23 04:24:19,19,4,17,11,3,3,4,7,7
Onbekend,Bäcker Ebba,5562947,17,Sverige,Vrouw,5340,Snelwandelaars,20,2,17,178,85,2025-02-23 04:27:07,16,0,14,0,3,2,3,7,8
200 meter,Bertel Helena,5425982,23,Deutschland,Vrouw,18060,Sprinters,20,5,18,177,72,2025-02-23 04:27:44,18,2,2,18,2,0,3,7,6
Kogelstoten,Sandoval Sabela,5426400,21,España,Vrouw,10040,Werpers,20,3,17,170,69,2025-02-23 04:28:47,17,16,2,2,1,1,10,6,10
110 meter horden,Quenz Yvon,5339757,23,Switzerland,Man,17140,Sprinters,20,5,17,176,78,2025-02-23 04:28:48,19,3,2,18,8,1,1,9,10
Onbekend,Kåmark Sandra,5547310,17,Sverige,Vrouw,3490,Meerkampers,20,1,18,187,88,2025-02-23 04:29:12,20,12,2,8,3,0,1,7,9
400 meter horden,Dolinar Matej,5440734,21,Slovenija,Man,17230,Sprinters,20,4,17,186,90,2025-02-23 04:30:08,19,2,3,18,2,3,3,8,9
400 meter,Brahe Zac,5463989,22,Australia,Man,10350,Sprinters,20,3,16,176,78,2025-02-23 04:31:09,18,3,5,16,1,0,2,9,7
800 meter,van den Wallen Nancy,5132127,31,Nederland,Vrouw,16110,Middenafstandslopers,20,11,16,166,43,2025-02-23 04:32:41,16,2,15,14,1,8,0,11,12
5.000 meter,de Sousa Ênio,5419736,23,Brasil,Man,11350,Langeafstandslopers,20,5,17,188,89,2025-02-23 04:33:31,16,3,17,9,3,3,2,5,9
Marathon,Kasun Nikolina,5357005,23,Hrvatska,Vrouw,16620,Langeafstandslopers,20,5,16,173,76,2025-02-23 04:34:23,20,2,18,8,3,1,1,8,8
10 km snelwandelen,Schoonhoven Ezra,5320886,24,Nederland,Man,20610,Snelwandelaars,20,8,17,167,76,2025-02-23 04:35:38,16,1,19,2,3,2,1,9,10
20 km snelwandelen,Baquedano Maya,5447473,20,España,Vrouw,11520,Snelwandelaars,20,5,16,179,79,2025-02-23 04:36:46,14,0,17,3,2,4,3,5,8
Kogelstoten,Corradi Santo,5437829,20,Italia,Man,11120,Werpers,20,5,18,193,96,2025-02-23 04:38:04,15,17,1,2,0,2,7,9,7
Hinkstapspringen,Mitaraki Theano,5418940,22,Hellas,Vrouw,9900,Springers,20,5,18,168,72,2025-02-23 04:39:32,9,3,2,2,8,16,3,10,10
Marathon,Pinder Chloe,5444057,21,Bahamas,Vrouw,14790,Langeafstandslopers,20,6,15,170,76,2025-02-23 04:40:52,18,1,17,3,4,3,2,10,8
Onbekend,Kahnberg Eva,5568086,17,Sverige,Vrouw,3390,Sprinters,20,2,17,178,80,2025-02-23 05:43:14,17,10,2,12,4,2,1,10,5
Onbekend,Toi Kate,5579855,17,Malaysia,Vrouw,3100,Springers,18,2,15,171,74,2025-02-23 06:00:32,16,1,2,2,11,12,1,6,7
Onbekend,Szárd Béla,5627700,17,Magyarország,Man,2430,Werpers,20,1,19,183,86,2025-02-23 06:01:25,19,11,3,0,3,2,9,6,6
Onbekend,Ahmad Peter,5542432,17,Danmark,Man,2660,Meerkampers,20,2,17,177,93,2025-02-23 07:59:06,15,3,1,1,2,10,12,6,7
Polsstokhoogspringen,Guevara Jone,5258646,26,España,Vrouw,21460,Springers,20,10,18,180,62,2025-02-23 08:08:11,20,2,7,4,17,16,1,11,9
10 km snelwandelen,Alemany Soraya,5195266,27,España,Vrouw,74960,Snelwandelaars,20,10,16,184,48,2025-02-23 08:08:39,20,1,20,1,1,2,2,18,20
Hinkstapspringen,Fiz Francisco,5411484,22,España,Man,9650,Springers,20,5,17,172,78,2025-02-23 08:09:51,20,2,3,3,14,14,5,8,8
1.500 meter,Maqueda Jessica,5407199,23,España,Vrouw,9670,Middenafstandslopers,20,6,18,179,58,2025-02-23 08:10:16,19,4,16,11,2,3,2,9,7
3.000 meter steeplechase,Baert Yara,5505919,30,België,Vrouw,1760,Middenafstandslopers,20,4,17,177,78,2025-02-23 08:17:12,16,2,4,10,3,1,0,8,7
Speerwerpen,Quinquis Gladys,5309956,24,France,Vrouw,5070,Werpers,20,8,14,178,71,2025-02-23 08:18:46,17,10,1,2,1,2,13,9,6
Onbekend,Melgar Diana,5616919,22,México,Vrouw,1340,Werpers,11,1,13,161,66,2025-02-23 08:19:15,8,9,7,3,1,0,10,2,7
Tienkamp,Salminen Juho,5223967,31,Suomi,Man,1720,Meerkampers,20,7,17,182,68,2025-02-23 08:20:16,18,7,5,5,8,1,10,7,6
Hinkstapspringen,Sirpos Megaklis,5021080,33,Hellas,Man,17090,Springers,19,12,17,177,65,2025-02-23 08:39:43,18,0,0,0,15,16,0,8,8
Marathon,Stuchlová Karla,5085230,30,Česká republika,Vrouw,12810,Langeafstandslopers,20,11,15,170,67,2025-02-23 09:06:17,12,4,10,9,0,2,2,14,14
Onbekend,Mitrakopoulos Veniamin,5620934,17,Hellas,Man,2640,Middenafstandslopers,18,1,16,178,81,2025-02-23 09:11:12,14,2,11,4,2,11,0,9,6
110 meter horden,Driessen Bob,5090952,31,Nederland,Man,23930,Sprinters,20,14,17,182,59,2025-02-23 09:23:26,14,7,0,19,9,4,2,9,10
Onbekend,Šišák Přemysl,5663310,14,Česká republika,Man,640,Zonder specialiteit,15,1,15,158,60,2025-02-23 09:24:40,7,0,3,3,3,9,8,0,0
110 meter horden,McCartney Hamish,5264489,29,Great Britain,Man,8750,Sprinters,19,10,17,176,65,2025-02-23 09:37:39,19,12,1,12,7,1,0,10,12
Onbekend,Hammadou Samiah,5601425,17,Al-Jazā'ir,Vrouw,1810,Sprinters,20,2,16,161,61,2025-02-23 09:39:47,19,7,2,10,3,2,3,8,5
Onbekend,Perlangeli Adriana,5551025,17,Italia,Vrouw,2700,Sprinters,20,2,17,160,68,2025-02-23 09:40:03,16,10,2,11,2,1,2,7,8
Onbekend,Puppin Oliviero,5562284,17,Italia,Man,2740,Middenafstandslopers,20,2,17,169,84,2025-02-23 09:40:17,12,0,12,6,0,2,2,6,8
Onbekend,Cerrone Gennaro,5599975,17,Italia,Man,2850,Langeafstandslopers,20,2,20,186,93,2025-02-23 09:40:37,19,3,11,4,2,3,2,7,8
Onbekend,Fantauzzi Dario,5584914,17,Italia,Man,3190,Snelwandelaars,20,2,17,173,84,2025-02-23 09:40:55,16,1,13,1,4,6,3,6,8
Onbekend,Ridolfo Tullio,5620831,17,Italia,Man,2030,Snelwandelaars,20,1,17,170,71,2025-02-23 09:41:10,17,1,11,2,9,3,2,7,4
Onbekend,Northey Eva,5600755,17,Australia,Vrouw,4050,Snelwandelaars,20,2,14,159,61,2025-02-23 09:41:23,20,4,13,0,1,3,3,8,5
Onbekend,Pirlo Glory,5607635,17,Italia,Vrouw,2390,Snelwandelaars,20,2,19,171,76,2025-02-23 09:41:39,15,2,12,3,8,2,2,4,6
Onbekend,Scatena Carmine,5556073,17,Italia,Man,2470,Springers,20,2,16,184,90,2025-02-23 09:42:09,14,9,3,1,8,11,1,8,8
Onbekend,Delussu Katia,5613681,17,Italia,Vrouw,1500,Werpers,20,2,16,177,72,2025-02-23 09:42:26,14,8,1,5,3,0,11,6,5
Onbekend,Verni Wilma,5617284,17,Italia,Vrouw,1940,Meerkampers,20,1,17,187,84,2025-02-23 09:42:39,14,3,2,11,7,3,7,7,7
