Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
5.000 meter,Mastrogiuseppe Primo,4933390,34,Italia,Man,34550,Langeafstandslopers,20,13,14,185,68,2025-02-23 21:50:26,20,0,20,12,0,0,0,13,7
Marathon,Tiselli Fabiana,5129425,29,Italia,Vrouw,36500,Langeafstandslopers,20,10,14,180,51,2025-02-23 21:50:42,15,3,20,13,4,2,2,14,10
10.000 meter,Vallese Viviana,4973805,33,Italia,Vrouw,34730,Langeafstandslopers,20,12,13,164,54,2025-02-23 21:50:59,20,0,19,14,0,6,0,14,12
10 km snelwandelen,Lo Schiavone Manlio,5190556,28,Italia,Man,29830,Snelwandelaars,20,7,14,166,76,2025-02-23 21:51:13,18,6,19,3,8,3,3,12,13
50 km snelwandelen,Passacantilli Gabriele,4972407,33,Italia,Man,35440,Snelwandelaars,20,11,14,185,61,2025-02-23 21:51:26,19,0,20,0,8,0,1,12,14
10 km snelwandelen,Marchi Caterina,5110003,30,Italia,Vrouw,50130,Snelwandelaars,20,10,16,168,57,2025-02-23 21:51:49,19,2,20,6,1,2,2,16,16
50 km snelwandelen,Pizzimbone Iva,5102504,30,Italia,Vrouw,43930,Snelwandelaars,20,11,15,166,53,2025-02-23 21:52:02,18,2,20,2,1,2,2,13,15
Verspringen,Baroni Bruno,4968101,33,Italia,Man,38500,Springers,18,13,17,192,69,2025-02-23 21:52:15,20,0,0,6,17,20,0,10,9
Hoogspringen,Mazzucchelli Boris,4905985,35,Italia,Man,38200,Springers,20,15,15,184,81,2025-02-23 21:52:34,18,0,0,0,16,20,0,7,10
Hinkstapspringen,Medeot Massimiliano,5041596,31,Italia,Man,21350,Springers,20,11,14,183,67,2025-02-23 21:52:47,15,2,0,2,16,16,0,11,12
Polsstokhoogspringen,Zerbini Mino,4729887,39,Italia,Man,41420,Springers,19,19,14,185,70,2025-02-23 21:52:59,17,0,0,0,17,18,0,6,7
Polsstokhoogspringen,Bellato Franca,4959816,35,Italia,Vrouw,21280,Springers,20,12,16,177,56,2025-02-23 21:53:16,17,0,1,0,15,17,0,10,9
Hoogspringen,Lanzara Elsa,4847018,37,Italia,Vrouw,16350,Springers,18,14,13,184,61,2025-02-23 21:53:29,15,0,4,0,14,16,0,9,7
Verspringen,Menotti Carmela,4995491,33,Italia,Vrouw,34970,Springers,20,13,14,162,47,2025-02-23 21:53:44,19,3,0,6,14,20,0,10,11
Hinkstapspringen,Pelliconi Sheila,4928993,34,Italia,Vrouw,38730,Springers,18,13,17,171,57,2025-02-23 21:53:58,19,0,0,0,19,18,0,8,10
Kogelstoten,Monopoli Eraldo,4965837,33,Italia,Man,33650,Werpers,20,11,15,178,67,2025-02-23 21:54:34,17,19,0,0,0,0,17,10,9
Kogelslingeren,Vittori Enzo,4913600,35,Italia,Man,26920,Werpers,18,12,15,197,83,2025-02-23 21:54:46,17,19,0,0,3,0,14,7,8
Kogelslingeren,Bidini Monique,5061278,32,Italia,Vrouw,33050,Werpers,20,12,15,175,69,2025-02-23 21:54:58,19,19,0,0,5,0,17,9,7
Kogelstoten,Fanzutti Concetta,5083908,31,Italia,Vrouw,42750,Werpers,20,11,15,182,102,2025-02-23 21:55:13,19,19,0,2,2,2,19,8,8
Speerwerpen,Moreschi Gianna,4898796,36,Italia,Vrouw,23760,Werpers,20,15,13,176,66,2025-02-23 21:55:25,19,16,0,4,0,0,16,9,10
Zevenkamp,Bailo Clizia,4977003,34,Italia,Vrouw,8290,Meerkampers,20,12,16,175,67,2025-02-23 21:55:41,17,11,7,12,2,4,0,13,8
Vijfkamp Mannen,Stella Emanuele,4891863,36,Italia,Man,8740,Meerkampers,19,14,14,176,67,2025-02-23 21:56:05,20,10,0,13,8,0,0,10,8
Onbekend,Payer Karl,5566387,17,Österreich,Man,2510,Middenafstandslopers,20,2,16,179,86,2025-02-23 21:57:46,19,8,11,4,2,2,3,9,5
400 meter horden,Bonafont Jennifer,5439390,21,España,Vrouw,5740,Sprinters,20,5,19,182,81,2025-02-23 21:58:29,15,11,2,14,4,2,1,8,9
Onbekend,Balbiani Daria,5589942,17,Italia,Vrouw,1980,Middenafstandslopers,18,1,15,162,65,2025-02-23 21:59:52,8,2,11,6,3,2,4,5,9
50 km snelwandelen,Eisermann Tony,5418487,22,Deutschland,Man,20930,Snelwandelaars,20,6,17,189,95,2025-02-23 21:59:57,20,2,18,2,1,1,2,10,13
Onbekend,Wildermuth Amelie,5548447,17,Deutschland,Vrouw,11380,Snelwandelaars,20,2,15,182,83,2025-02-23 22:00:35,18,1,17,2,2,8,4,7,8
Onbekend,Barbieri Ylenia,5643463,16,Italia,Vrouw,950,Springers,17,1,17,174,66,2025-02-23 22:01:01,17,1,2,3,3,6,1,6,8
Onbekend,Zongzheng Zhiwei,5631821,17,China,Vrouw,2490,Springers,20,1,14,174,75,2025-02-23 22:01:22,17,2,0,1,10,11,3,7,5
Onbekend,Rieth Jaden,5572084,17,Deutschland,Man,2780,Werpers,20,2,17,183,88,2025-02-23 22:02:09,18,12,2,1,2,0,5,9,6
Vijfkamp Vrouwen,Santiago Lisa,5056813,35,United States,Vrouw,3770,Meerkampers,17,11,14,177,56,2025-02-23 22:03:05,20,5,0,8,10,0,0,10,8
Onbekend,Corte-Real Augusta,5662566,16,Portugal,Vrouw,520,Werpers,12,1,14,173,65,2025-02-23 22:13:04,12,6,1,3,3,4,8,3,7
Hinkstapspringen,Crespo Palmira,5202389,30,Portugal,Vrouw,16670,Springers,20,9,13,160,46,2025-02-23 22:13:37,20,2,0,5,9,17,1,9,12
Onbekend,Irvine Heather,5543156,17,Great Britain,Vrouw,2620,Meerkampers,20,2,16,181,85,2025-02-23 22:30:00,11,6,2,12,2,9,1,7,7
3.000 meter steeplechase,Kyle Mohammed,5566860,29,Great Britain,Man,1510,Middenafstandslopers,18,3,16,177,84,2025-02-23 23:18:44,11,1,10,8,2,1,1,9,7
5.000 meter,Brebner Chloe,5566881,29,Great Britain,Vrouw,3610,Langeafstandslopers,15,2,15,163,68,2025-02-23 23:19:14,19,3,11,10,6,1,2,3,10
Onbekend,Noriega Salma,5536588,17,España,Vrouw,6400,Werpers,20,2,15,190,93,2025-02-23 23:22:27,14,14,4,1,1,1,12,6,7
Onbekend,Przybyś Szymon,5657410,15,Polska,Man,1720,Springers,17,1,17,166,63,2025-02-23 23:25:46,19,1,0,2,4,9,1,6,8
Onbekend,Botes Abri,5619499,16,South Africa,Vrouw,1400,Langeafstandslopers,13,2,14,169,70,2025-02-23 23:31:02,6,0,11,1,3,2,0,5,6
Onbekend,Langhammer Sophia,5603513,16,Deutschland,Vrouw,1780,Werpers,20,1,17,154,55,2025-02-23 23:31:39,20,10,3,2,1,1,6,5,7
Onbekend,Kučerová Jana,5591661,16,Česká republika,Vrouw,2050,Werpers,20,2,20,160,63,2025-02-23 23:31:56,19,4,2,2,3,2,10,7,7
Onbekend,Pancera Igor,5620833,16,Italia,Man,690,Sprinters,15,1,17,164,70,2025-02-23 23:32:15,7,5,0,9,7,2,3,4,5
Onbekend,Mattei Annalisa,5627715,16,Italia,Vrouw,1230,Sprinters,20,1,16,160,58,2025-02-23 23:32:55,16,4,2,10,4,3,3,5,6
1.500 meter,Moneva Constanza,5539798,20,España,Vrouw,1360,Middenafstandslopers,20,2,16,154,49,2025-02-23 23:33:27,16,2,5,7,1,0,4,9,7
Onbekend,Stenta Zaccaria,5589537,16,Italia,Man,1930,Springers,20,1,17,175,81,2025-02-23 23:34:27,20,3,2,1,10,4,2,7,4
200 meter,Gamarra Nilton,5302152,26,Perú,Man,27240,Sprinters,20,8,14,185,84,2025-02-23 23:34:40,19,10,3,20,2,3,2,10,8
400 meter,Portillo Tony,5127616,29,Perú,Man,30270,Sprinters,20,16,16,195,80,2025-02-23 23:34:51,16,9,3,19,3,3,1,10,12
Onbekend,Gelati Claudia,5607604,16,Italia,Vrouw,790,Springers,20,1,18,174,72,2025-02-23 23:34:52,7,1,0,3,9,6,7,4,6
400 meter horden,Taype Eduardo,5158677,31,Perú,Man,11730,Sprinters,20,14,16,184,70,2025-02-23 23:34:58,12,1,2,15,6,2,6,10,10
110 meter horden,Vang Ethan,5044925,31,United States,Man,19610,Sprinters,20,12,17,193,85,2025-02-23 23:35:05,15,4,1,18,3,2,0,11,10
100 meter,Zarco Leonardo,5194750,27,Portugal,Man,21690,Sprinters,20,8,18,174,66,2025-02-23 23:35:19,14,7,1,19,2,2,6,10,11
400 meter horden,Cáceres Laura,5317167,24,Perú,Vrouw,15300,Sprinters,20,7,14,182,79,2025-02-23 23:35:25,10,1,0,18,5,3,3,9,9
400 meter horden,de Menezes Manuela,5086180,32,Brasil,Vrouw,16200,Sprinters,20,12,17,169,55,2025-02-23 23:35:32,14,0,0,17,11,2,0,11,9
100 meter horden,Deza Tatiana,5220179,29,Perú,Vrouw,14780,Sprinters,19,12,13,182,70,2025-02-23 23:35:42,10,3,2,17,10,2,2,9,7
200 meter,Lucchesi Antonietta,5017957,32,Italia,Vrouw,18360,Sprinters,20,12,16,177,67,2025-02-23 23:35:51,16,11,1,17,6,0,0,11,9
Onbekend,Lambertini Glory,5620832,16,Italia,Vrouw,1710,Meerkampers,20,1,16,168,65,2025-02-23 23:35:58,19,2,8,7,1,3,8,6,8
100 meter,Rubio Hermelinda,5127624,30,Perú,Vrouw,41810,Sprinters,20,17,15,167,60,2025-02-23 23:36:06,20,13,3,20,2,2,0,12,12
Onbekend,Loglisci Arianna,5650784,16,Italia,Vrouw,2140,Meerkampers,17,1,17,161,62,2025-02-23 23:36:10,19,1,1,1,6,9,9,7,8
100 meter horden,Ventura Raquel,5337860,25,Perú,Vrouw,19370,Sprinters,20,8,16,163,63,2025-02-23 23:36:19,18,2,3,18,10,3,1,10,7
Onbekend,Scharfenberg Kimberley,5620919,16,Deutschland,Vrouw,4020,Meerkampers,20,1,17,154,52,2025-02-23 23:36:24,20,3,2,12,2,1,10,7,6
800 meter,Condori Orlando,5127628,30,Perú,Man,17910,Middenafstandslopers,19,15,13,187,82,2025-02-23 23:36:49,18,2,15,14,2,0,0,10,9
3.000 meter steeplechase,Pinto Demetrio,5337353,23,Perú,Man,12500,Middenafstandslopers,20,6,14,179,89,2025-02-23 23:36:58,15,2,17,10,2,3,1,9,8
1.500 meter,Tapia Humberto,5127636,30,Perú,Man,34390,Middenafstandslopers,20,15,15,190,83,2025-02-23 23:37:08,19,1,20,13,2,0,1,10,8
1.500 meter,Cusí Sonia,5274568,25,Perú,Vrouw,12350,Middenafstandslopers,20,8,15,180,73,2025-02-23 23:37:15,8,3,17,7,1,2,3,8,7
800 meter,Moura Francis,5127634,29,Perú,Vrouw,10830,Middenafstandslopers,19,15,14,175,71,2025-02-23 23:37:29,9,3,12,12,4,3,2,11,11
3.000 meter steeplechase,Piñedo Zoila,5127635,29,Perú,Vrouw,25290,Middenafstandslopers,20,15,14,179,69,2025-02-23 23:37:42,20,2,18,12,6,2,0,12,10
5.000 meter,Reategui Eduardo,5144725,32,Perú,Man,16460,Langeafstandslopers,18,14,14,172,69,2025-02-23 23:38:11,6,1,17,3,0,0,1,10,7
Marathon,Valdivia Christopher,5238347,27,Perú,Man,31580,Langeafstandslopers,19,10,15,176,71,2025-02-23 23:38:19,17,2,20,4,2,2,3,11,11
10.000 meter,Vázquez Armando,5376884,24,Perú,Man,26900,Langeafstandslopers,20,7,15,175,71,2025-02-23 23:38:29,17,0,20,3,1,6,6,10,7
10.000 meter,Borja Fernanda,5127641,32,Perú,Vrouw,24450,Langeafstandslopers,19,15,16,164,43,2025-02-23 23:38:37,15,1,18,8,1,0,1,11,7
Marathon,Cárdenas Lidia,5362923,24,Perú,Vrouw,21580,Langeafstandslopers,20,7,17,169,72,2025-02-23 23:38:46,13,1,19,4,2,3,0,6,8
5.000 meter,Tapa Regina,5127642,31,Perú,Vrouw,30360,Langeafstandslopers,18,17,14,165,56,2025-02-23 23:38:53,16,0,19,8,2,0,0,9,11
Onbekend,Flores Diana,5571281,17,Perú,Vrouw,1880,Langeafstandslopers,18,2,14,173,79,2025-02-23 23:38:59,6,2,12,3,4,2,0,6,7
10 km snelwandelen,González Abel,5127648,30,Perú,Man,31410,Snelwandelaars,20,16,16,189,70,2025-02-23 23:39:20,20,1,19,2,6,0,0,12,12
50 km snelwandelen,Reyes Luis,5306860,24,Perú,Man,35080,Snelwandelaars,20,8,15,176,58,2025-02-23 23:39:26,20,2,20,1,9,2,3,10,12
20 km snelwandelen,Taype Juan,5127647,33,Perú,Man,21220,Snelwandelaars,19,16,13,172,56,2025-02-23 23:39:33,13,0,17,5,0,0,0,10,12
20 km snelwandelen,Cahui Karla,5229808,27,Perú,Vrouw,31250,Snelwandelaars,20,10,14,175,52,2025-02-23 23:39:39,13,2,20,2,6,3,3,13,12
50 km snelwandelen,Iparraguriir Wendy,5317171,24,Perú,Vrouw,24770,Snelwandelaars,20,7,16,177,58,2025-02-23 23:39:46,16,3,19,1,4,1,0,10,9
10 km snelwandelen,Rubio Miriam,5136921,30,Perú,Vrouw,34950,Snelwandelaars,20,13,15,171,63,2025-02-23 23:39:53,19,2,19,1,11,3,1,14,13
Hinkstapspringen,Bryant Jack,5199778,27,United States,Man,17780,Springers,20,9,17,184,66,2025-02-23 23:40:21,14,3,2,2,16,16,3,10,10
Polsstokhoogspringen,Ruiz Gonzalo,5272327,25,Perú,Man,12100,Springers,20,11,15,175,84,2025-02-23 23:40:30,9,2,3,1,12,15,4,11,9
Verspringen,Sandoval Harold,5127656,30,Perú,Man,18210,Springers,20,16,15,172,70,2025-02-23 23:40:37,9,2,0,5,8,17,1,9,11
Verspringen,Villasana Salvador,5329270,25,Perú,Man,18560,Springers,20,7,16,164,61,2025-02-23 23:40:44,19,3,3,9,6,18,3,9,9
Hoogspringen,Zea Eder,5127658,31,Perú,Man,22210,Springers,20,16,14,186,74,2025-02-23 23:40:50,18,1,1,2,8,18,1,9,12
Verspringen,Gutiérrez Noemi,5127662,30,Perú,Vrouw,18460,Springers,20,15,14,181,69,2025-02-23 23:40:56,13,2,0,3,7,17,2,11,12
Hinkstapspringen,Palomino Patricia,5127661,31,Perú,Vrouw,27190,Springers,20,15,15,171,58,2025-02-23 23:41:01,17,0,0,2,7,19,0,8,11
Hoogspringen,Ronac Helen,5127660,34,Perú,Vrouw,18930,Springers,19,16,13,170,65,2025-02-23 23:41:07,20,0,0,0,9,17,0,10,8
Kogelslingeren,Contreras Segundo,5310185,24,Perú,Man,13560,Werpers,20,7,13,195,90,2025-02-23 23:41:30,17,17,1,2,2,0,12,8,9
Kogelstoten,Lemberg Hugh,5024166,32,Australia,Man,15960,Werpers,20,13,18,188,81,2025-02-23 23:41:36,17,17,1,1,1,0,9,8,10
Discuswerpen,Marín Marcos,5127666,30,Perú,Man,27600,Werpers,20,17,14,168,76,2025-02-23 23:41:44,17,18,0,0,2,0,14,9,9
Kogelstoten,Massa Roy,5310186,26,Perú,Man,18290,Werpers,19,9,15,186,85,2025-02-23 23:42:14,17,18,0,1,3,3,10,10,7
Discuswerpen,Bolívar Wendy,5127671,29,Perú,Vrouw,21600,Werpers,20,15,15,174,77,2025-02-23 23:42:20,18,17,0,2,3,1,12,12,9
Kogelslingeren,Bravo Sonia,5380205,23,Perú,Vrouw,7080,Werpers,20,6,16,179,92,2025-02-23 23:42:26,6,14,3,2,2,2,12,8,9
Kogelstoten,Tapa Dora,5127672,31,Perú,Vrouw,21630,Werpers,20,16,16,182,74,2025-02-23 23:42:33,17,17,0,1,2,0,13,10,7
Speerwerpen,Tenicela Wendy,5162753,28,Perú,Vrouw,8260,Werpers,18,11,16,177,85,2025-02-23 23:42:39,9,13,2,3,4,3,13,10,11
Vijfkamp Mannen,Bazán Sixto,5133268,29,Perú,Man,12170,Meerkampers,20,12,13,172,71,2025-02-23 23:43:00,20,5,1,13,14,0,8,10,11
Tienkamp,Lozano Lino,5439687,21,Perú,Man,2860,Meerkampers,20,4,15,170,73,2025-02-23 23:43:05,14,6,3,11,6,7,2,10,7
Tienkamp,Ramos Johnny,5306859,24,Perú,Man,3600,Meerkampers,20,7,13,181,83,2025-02-23 23:43:17,12,10,5,11,10,1,1,9,8
Vijfkamp Vrouwen,Arévalo Regina,5337354,24,Perú,Vrouw,8280,Meerkampers,20,7,15,183,84,2025-02-23 23:43:39,16,5,1,13,13,3,3,10,8
Zevenkamp,Ferrando Josefina,5127677,29,Perú,Vrouw,6720,Meerkampers,20,14,16,181,70,2025-02-23 23:43:45,16,8,0,10,9,1,3,11,9
Onbekend,Brathwaite Tanya,5639003,16,Barbados,Vrouw,1550,Werpers,14,1,17,178,73,2025-02-23 23:59:20,14,11,7,2,1,3,4,5,6
50 km snelwandelen,Lalov Kaloyan,4986271,33,Bulgaria,Man,28300,Snelwandelaars,20,15,14,180,63,2025-02-24 01:01:24,18,0,19,0,5,1,0,12,12
400 meter,Brosien Chiara,5026646,32,Deutschland,Vrouw,33530,Sprinters,19,12,15,171,56,2025-02-24 01:02:04,18,11,1,19,0,0,1,14,11
Polsstokhoogspringen,Karlsen Elias,5018329,33,Danmark,Man,28260,Springers,18,13,15,172,68,2025-02-24 01:02:28,18,0,0,0,16,18,0,10,11
Onbekend,Donovan Rebecca,5434339,21,United States,Vrouw,12990,Middenafstandslopers,20,5,15,179,80,2025-02-24 03:37:03,15,4,2,17,3,2,3,8,8
Kogelstoten,Horvat Doroteja,5015090,33,Slovenija,Vrouw,15930,Werpers,20,14,16,175,57,2025-02-24 08:41:00,19,16,0,0,0,0,13,9,9
Onbekend,Cabanillas Sebastián,5662171,15,España,Man,760,Zonder specialiteit,13,1,14,178,76,2025-02-24 08:56:11,16,8,7,3,1,5,0,0,0
Onbekend,Blocona Elene,5626503,15,España,Vrouw,1510,Werpers,14,1,16,166,66,2025-02-24 08:56:27,6,11,3,2,1,3,4,5,5
Onbekend,Íñiguez Catalina,5575541,18,España,Vrouw,1860,Snelwandelaars,20,2,16,170,63,2025-02-24 09:31:20,20,1,10,2,6,6,0,7,7
Onbekend,Cáceres Nadia,5584165,19,Perú,Vrouw,2050,Langeafstandslopers,20,2,16,161,55,2025-02-24 09:31:24,17,0,11,5,3,2,2,6,5
Onbekend,Patricks Donna,5606861,17,Jamaica,Vrouw,1180,Springers,19,2,18,160,59,2025-02-24 10:23:38,13,8,2,1,9,7,0,6,7
Onbekend,Rolands Lisa,5610014,16,Jamaica,Vrouw,2290,Springers,20,1,15,153,53,2025-02-24 10:23:55,20,2,1,1,1,11,1,6,5
Onbekend,Irons Trevene,5656360,15,Jamaica,Vrouw,660,Springers,15,1,15,176,69,2025-02-24 10:24:16,13,4,4,2,3,8,3,5,7
3.000 meter steeplechase,Griffin Juan,5271587,31,United States,Man,7700,Middenafstandslopers,20,7,16,187,77,2025-02-24 10:24:50,17,1,11,8,2,1,0,13,12
Onbekend,Piña Aroa,5662363,17,España,Vrouw,1870,Meerkampers,16,1,15,166,64,2025-02-24 10:25:04,19,2,3,10,2,3,3,9,8
Onbekend,Ausekle Inta,5613810,18,Latvija,Vrouw,1660,Meerkampers,20,2,16,174,73,2025-02-24 11:05:34,14,2,3,10,3,2,9,8,6
200 meter,Spence Aidan,5418287,21,United States,Man,12210,Sprinters,20,4,16,187,83,2025-02-24 11:26:02,15,10,2,17,2,1,3,7,8
Onbekend,Kekkonen Antti,5661754,16,Suomi,Man,1930,Sprinters,17,1,15,180,81,2025-02-24 11:28:05,20,3,3,10,2,2,1,8,6
Onbekend,Saikkonen Pertti,5650678,14,Suomi,Man,750,Springers,19,1,15,160,62,2025-02-24 11:28:27,10,3,2,3,8,9,2,6,4
Onbekend,Järvi Atso,5661755,14,Suomi,Man,1210,Springers,13,1,15,166,63,2025-02-24 11:28:46,12,2,1,3,3,10,3,7,7
Discuswerpen,Pietras Karolina,5532410,27,Polska,Vrouw,2080,Werpers,20,3,16,169,65,2025-02-24 11:29:57,19,10,1,3,3,2,8,9,6
Polsstokhoogspringen,Chaves Karina,5409976,21,Brasil,Vrouw,14240,Springers,20,3,14,170,81,2025-02-24 11:30:14,9,3,1,3,9,18,4,7,7
Kogelstoten,van Lijssel Lonneke,4986344,33,Nederland,Vrouw,3880,Werpers,20,10,16,174,73,2025-02-24 11:30:15,15,4,0,0,1,1,8,11,11
Hinkstapspringen,Klimczak Dagmara,5532403,25,Polska,Vrouw,1600,Springers,20,3,18,170,66,2025-02-24 11:30:40,9,1,1,2,9,10,1,6,8
400 meter horden,Zaręba Rafał,5532985,21,Polska,Man,2440,Sprinters,20,3,20,179,71,2025-02-24 11:31:00,18,3,2,12,1,3,3,5,5
Vijfkamp Mannen,Diotti Giuliano,5451521,21,Italia,Man,2210,Meerkampers,20,3,17,170,75,2025-02-24 11:32:15,9,6,3,5,2,10,6,9,10
Onbekend,Ennis Grace,5570494,17,Great Britain,Vrouw,2110,Snelwandelaars,20,2,19,168,75,2025-02-24 11:39:54,19,1,10,2,2,0,2,8,7
Onbekend,Dorová Milena,5516567,19,Slovensko,Vrouw,2820,Middenafstandslopers,20,2,20,176,74,2025-02-24 11:40:43,19,3,10,9,3,1,0,9,7
Vijfkamp Mannen,Kędzior Rafał,5532413,24,Polska,Man,1580,Meerkampers,20,3,18,169,63,2025-02-24 11:41:07,10,8,1,2,2,1,2,9,9
Onbekend,Stefini Andrea,5556283,19,Italia,Man,4940,Middenafstandslopers,20,2,19,181,79,2025-02-24 11:41:25,19,2,9,12,3,2,1,9,9
10 km snelwandelen,Larong Joel,5470911,20,Pilipinas,Man,3860,Snelwandelaars,20,4,20,180,83,2025-02-24 11:42:04,15,5,11,4,2,2,3,11,9
Verspringen,Santorún Arnau,5477640,19,España,Man,4580,Springers,20,4,18,184,81,2025-02-24 11:42:39,18,3,7,2,5,13,3,9,9
Onbekend,Izdebski Maciej,5455451,20,Polska,Man,4340,Werpers,20,3,19,181,86,2025-02-24 11:43:03,19,11,3,0,4,2,11,9,9
Discuswerpen,Coleman Lile,5467300,20,Ireland,Vrouw,4420,Werpers,20,3,18,157,62,2025-02-24 11:43:30,19,12,1,2,4,3,11,8,9
Onbekend,Thiel Milan,5641970,16,België,Man,1300,Springers,16,1,15,166,71,2025-02-24 12:40:28,20,2,0,2,2,9,1,6,6
Onbekend,Cavallasca Teresa,5514812,18,Italia,Vrouw,5860,Werpers,20,3,16,172,80,2025-02-24 12:41:19,12,14,1,1,1,3,11,9,9
Onbekend,Muntz Brandon,5616165,15,Australia,Man,1480,Meerkampers,19,1,14,167,70,2025-02-24 12:43:39,6,2,10,2,2,3,9,7,6
Onbekend,Mineiro Kelvin,5634513,17,Brasil,Man,1490,Werpers,16,1,12,190,96,2025-02-24 13:34:05,10,4,1,3,3,2,10,6,9
Onbekend,Tussi Heleonora,5660109,16,Brasil,Vrouw,820,Werpers,15,1,14,156,53,2025-02-24 13:34:07,17,2,1,2,5,3,4,8,6
Onbekend,Boas Cassandra,5655315,16,Brasil,Vrouw,1030,Meerkampers,18,1,14,155,51,2025-02-24 13:34:09,10,5,2,3,5,6,10,5,3
Onbekend,de Mesquista Jéssica,5651796,16,Brasil,Vrouw,1030,Springers,18,1,15,176,71,2025-02-24 13:34:11,13,1,2,1,1,10,3,8,5
Onbekend,Vicençote Afonso,5647742,16,Brasil,Man,1450,Springers,18,1,13,177,77,2025-02-24 13:34:13,20,3,0,2,2,6,1,5,8
Onbekend,Andrade Monique,5630350,17,Brasil,Vrouw,660,Middenafstandslopers,19,1,11,165,66,2025-02-24 13:34:15,6,1,7,2,3,3,2,5,9
