Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
800 meter,Lefeuvre Jason,5239109,27,France,Man,26270,Middenafstandslopers,20,8,15,192,69,2025-02-15 17:43:36,17,2,13,19,2,8,3,8,12
1.500 meter,Wood Claude,5141027,29,France,Vrouw,16020,Middenafstandslopers,20,8,16,167,59,2025-02-15 17:43:48,15,4,17,12,6,1,2,9,11
Marathon,Besse Victoire,5091303,30,France,Vrouw,25970,Langeafstandslopers,20,9,17,185,59,2025-02-15 17:44:39,14,1,19,10,0,2,2,11,11
5.000 meter,Cosson Justine,4994310,33,France,Vrouw,23490,Langeafstandslopers,20,12,16,170,65,2025-02-15 17:44:48,18,0,19,11,0,0,3,11,11
20 km snelwandelen,Forvault Fares,5034180,32,France,Man,25470,Snelwandelaars,17,12,16,172,69,2025-02-15 17:45:46,10,1,19,0,0,6,0,8,14
50 km snelwandelen,Le Meur Salomé,5229273,27,France,Vrouw,25870,Snelwandelaars,20,8,17,176,67,2025-02-15 17:46:22,15,3,18,5,3,1,1,10,15
10 km snelwandelen,Marty Eloïse,5094136,30,France,Vrouw,51220,Snelwandelaars,20,10,18,186,61,2025-02-15 17:46:35,16,0,20,0,2,0,6,8,19
Hinkstapspringen,Beau Mattéo,5058507,31,France,Man,32740,Springers,20,11,16,174,78,2025-02-15 17:47:17,17,0,0,0,18,18,2,7,10
Hinkstapspringen,Costa Béatrice,5079516,31,France,Vrouw,31090,Springers,20,11,16,169,60,2025-02-15 17:48:11,17,0,3,0,18,18,4,7,9
Verspringen,Mas Eléanor,5148714,31,France,Vrouw,17260,Springers,20,9,15,171,61,2025-02-15 17:50:26,18,1,1,10,8,18,1,7,7
Speerwerpen,Queval Fabrice,5111676,30,France,Man,12210,Werpers,18,11,15,188,84,2025-02-15 17:51:37,10,14,3,2,0,0,16,9,8
Kogelslingeren,Vidal Bernard,5133279,29,France,Man,37550,Werpers,20,9,16,182,81,2025-02-15 17:51:51,17,19,1,2,0,5,19,8,7
Speerwerpen,Rodier Abigaelle,5154803,31,France,Vrouw,12690,Werpers,20,10,15,180,65,2025-02-15 17:53:35,17,14,4,2,0,0,15,9,8
Onbekend,Susic Loretta,5548726,17,Italia,Vrouw,1590,Sprinters,20,1,12,168,72,2025-02-15 18:27:37,17,2,2,9,2,0,4,8,8
Onbekend,Gatto Simona,5644991,17,Italia,Vrouw,1520,Sprinters,15,1,14,166,65,2025-02-15 18:27:56,19,8,2,8,2,1,5,8,5
10.000 meter,Wenzel Kian,5380149,22,Deutschland,Man,2570,Langeafstandslopers,20,4,19,190,93,2025-02-15 18:40:23,6,4,11,11,1,3,2,7,8
Onbekend,Bettoso Nicola,5496346,19,Italia,Man,2600,Langeafstandslopers,20,3,17,185,93,2025-02-15 19:47:48,9,3,12,7,3,1,2,7,7
Discuswerpen,Lozza Fernando,5333705,25,Italia,Man,4820,Werpers,20,4,18,188,84,2025-02-15 19:48:01,19,11,1,3,3,2,11,11,9
Polsstokhoogspringen,Duranska Elena,5044791,32,FYR Makedonija,Vrouw,26420,Springers,20,13,15,168,62,2025-02-15 20:11:20,18,0,0,0,15,18,0,11,9
Hoogspringen,Castillo Oswaldo,5044812,32,México,Man,13500,Springers,20,14,19,196,82,2025-02-15 20:14:07,18,1,0,0,12,15,1,9,9
50 km snelwandelen,Kļaviņš Ritvars,5048639,32,Latvija,Man,31300,Snelwandelaars,20,14,15,192,66,2025-02-15 20:16:28,18,2,18,0,4,0,0,16,13
400 meter,Balzan Josephine,5173292,32,Malta,Vrouw,14930,Sprinters,20,10,14,176,68,2025-02-15 20:18:18,19,14,1,16,0,0,0,10,9
10.000 meter,Swahn Lova,5123807,32,Sverige,Vrouw,25040,Langeafstandslopers,19,11,15,163,43,2025-02-15 20:19:30,20,1,16,17,0,2,2,12,12
10 km snelwandelen,Mullings Angela,5115030,31,Jamaica,Vrouw,27750,Snelwandelaars,20,14,16,162,49,2025-02-15 20:20:29,19,1,18,3,10,0,0,13,13
400 meter,Pani Refugio,5103097,32,México,Man,16380,Sprinters,20,13,18,183,68,2025-02-15 20:21:48,17,9,1,17,0,0,0,11,12
Onbekend,Ross Patricia,5626138,18,United States,Vrouw,1740,Meerkampers,16,1,16,174,67,2025-02-15 21:00:35,7,3,9,7,3,6,2,9,9
Onbekend,Kosters Jason,5544223,17,België,Man,1890,Langeafstandslopers,20,2,16,175,87,2025-02-15 21:12:28,10,2,12,3,0,0,3,7,7
Onbekend,Sinnaeve Mauro,5626236,15,België,Man,1180,Snelwandelaars,14,1,15,164,72,2025-02-15 21:13:12,19,3,9,2,7,3,3,6,5
Onbekend,Sobrinho Mónica,5653751,17,Portugal,Vrouw,590,Meerkampers,16,1,15,163,60,2025-02-15 21:20:23,11,2,8,3,1,7,6,6,4
Onbekend,Pomar Miguel,5562758,17,Portugal,Man,910,Sprinters,15,1,16,178,87,2025-02-15 21:20:38,6,8,3,9,2,3,1,6,7
Onbekend,Baía Arsénio,5637771,17,Portugal,Man,470,Sprinters,12,1,17,182,82,2025-02-15 21:20:52,11,5,3,8,1,2,1,6,6
Onbekend,Aníbal Lúcio,5627604,17,Portugal,Man,1650,Sprinters,18,1,17,167,68,2025-02-15 21:22:00,14,9,2,10,3,4,0,5,7
Onbekend,Morelo Manuel,5614114,16,Colombia,Man,2310,Meerkampers,19,2,20,166,66,2025-02-15 21:57:45,17,10,2,2,11,3,3,5,4
Onbekend,Echanove Jeremías,5592218,18,España,Man,1890,Werpers,20,1,14,175,81,2025-02-15 22:18:10,14,3,0,9,4,3,10,8,6
Onbekend,Cordobés Azucena,5538248,17,España,Vrouw,690,Sprinters,20,2,14,185,90,2025-02-15 22:18:16,13,7,6,6,4,8,2,6,5
Onbekend,Altés Florencio,5611858,17,España,Man,1020,Sprinters,20,1,16,178,81,2025-02-15 22:18:27,10,5,0,10,5,2,3,5,6
Verspringen,Mantzarli Giouli,5234290,29,Hellas,Vrouw,5180,Springers,20,7,16,164,46,2025-02-15 22:38:21,11,3,3,9,4,13,5,11,9
20 km snelwandelen,Nosella Erica,5155326,31,Italia,Vrouw,6500,Snelwandelaars,20,9,15,175,61,2025-02-15 23:03:55,10,3,12,0,2,1,7,12,11
Onbekend,van Geel Twan,5635337,17,Nederland,Man,430,Springers,20,1,15,188,87,2025-02-15 23:05:21,8,1,7,2,3,4,5,8,6
Onbekend,de Jong Gea,5611026,17,Nederland,Vrouw,220,Middenafstandslopers,11,1,15,182,83,2025-02-15 23:05:50,8,1,3,7,2,3,1,3,4
Onbekend,Knowle Joanie,5660524,17,Österreich,Vrouw,640,Sprinters,19,1,14,156,56,2025-02-15 23:06:22,7,6,3,5,5,1,2,9,5
Onbekend,Roberts Alexandra,5562131,18,United States,Vrouw,2020,Werpers,20,2,14,178,73,2025-02-16 00:32:07,18,4,9,1,2,2,10,4,7
Onbekend,Sales Leire,5627546,18,España,Vrouw,1550,Werpers,13,1,11,166,65,2025-02-16 00:32:26,20,4,3,2,8,2,7,3,8
50 km snelwandelen,Pagán Jone,5508016,20,España,Vrouw,1860,Snelwandelaars,20,2,13,178,72,2025-02-16 00:38:54,16,3,8,1,1,0,3,10,8
Onbekend,Mendoza Garrett,5500787,19,United States,Man,1940,Sprinters,20,2,12,180,89,2025-02-16 02:39:29,16,9,2,9,3,1,1,8,9
Onbekend,Adriano Cátia,5660544,14,Brasil,Vrouw,1370,Zonder specialiteit,11,1,15,155,50,2025-02-16 03:18:26,15,8,1,10,1,0,3,0,0
Onbekend,Xavier Nicolau,5660542,15,Brasil,Man,1840,Zonder specialiteit,11,1,15,164,62,2025-02-16 03:18:44,18,10,5,0,2,0,9,0,0
Onbekend,Lo Valvo Vincenzo,5553590,17,Italia,Man,2300,Middenafstandslopers,20,2,19,180,91,2025-02-16 06:09:53,17,3,12,6,1,2,6,4,4
Onbekend,Sequeira Ofélia,5603765,17,Portugal,Vrouw,1940,Springers,20,1,15,177,73,2025-02-16 07:03:25,12,3,1,4,6,11,0,8,8
Hinkstapspringen,Schotte Jorn,4902166,35,België,Man,7750,Springers,17,12,17,169,82,2025-02-16 07:04:45,8,0,0,0,8,5,0,13,12
Onbekend,Clements David,5566552,18,United States,Man,1430,Middenafstandslopers,20,2,18,177,84,2025-02-16 07:08:37,9,4,4,9,1,8,0,9,7
Onbekend,Kňazovická Irena,5572965,17,Slovensko,Vrouw,3540,Springers,20,2,17,183,85,2025-02-16 08:22:08,20,1,2,1,4,13,3,5,5
Onbekend,Pellitero Carolina,5578281,17,España,Vrouw,3010,Sprinters,14,1,15,175,79,2025-02-16 08:41:34,16,8,3,13,4,1,3,6,5
100 meter,Ainsley Stephen,5115004,30,Jamaica,Man,11790,Sprinters,20,12,17,169,84,2025-02-16 08:49:21,13,4,1,16,2,2,1,9,11
Hoogspringen,William Tovah,5411714,21,Jamaica,Vrouw,6950,Springers,20,4,18,187,87,2025-02-16 08:49:38,10,2,1,2,3,15,3,8,7
Onbekend,Wan Phillip,5576294,19,Jamaica,Man,3550,Snelwandelaars,20,2,20,170,69,2025-02-16 08:49:53,12,9,12,3,1,0,2,8,8
200 meter,Lue Roy,5118247,31,Jamaica,Man,9830,Sprinters,20,12,17,180,65,2025-02-16 08:50:26,14,4,2,16,1,1,0,8,8
Onbekend,Forte Onandi,5593449,17,Jamaica,Man,1840,Springers,19,1,15,167,76,2025-02-16 08:54:13,12,10,4,0,0,10,5,4,9
Onbekend,Roberts Deborah,5659250,15,Jamaica,Vrouw,850,Springers,17,1,15,158,58,2025-02-16 08:57:36,18,1,1,3,3,8,5,6,6
Onbekend,De Visschere François,5653561,16,België,Man,1050,Sprinters,19,1,15,176,75,2025-02-16 08:59:21,19,6,1,8,2,3,3,6,4
3.000 meter steeplechase,Baert Yara,5505919,30,België,Vrouw,1830,Middenafstandslopers,20,4,19,177,77,2025-02-16 08:59:30,16,2,4,10,3,1,1,8,8
Onbekend,Ausekle Inta,5613810,18,Latvija,Vrouw,1630,Meerkampers,20,2,15,174,73,2025-02-16 09:16:59,14,2,3,10,3,2,9,8,6
10.000 meter,Biete Mihails,5086438,32,Latvija,Man,16230,Langeafstandslopers,19,16,16,180,72,2025-02-16 09:17:13,6,1,15,12,0,0,0,11,6
Onbekend,Garetxana Fátima,5660649,15,España,Vrouw,780,Werpers,10,1,15,154,48,2025-02-16 09:52:13,14,1,1,3,2,3,9,6,7
Kogelstoten,Kovačević Hortenzija,5483486,23,Slovenija,Vrouw,5030,Werpers,20,4,19,175,63,2025-02-16 10:19:41,17,13,1,3,3,3,12,9,7
Onbekend,Ventura Custódia,5659323,17,Portugal,Vrouw,900,Werpers,13,1,14,175,70,2025-02-16 10:22:19,19,3,6,1,3,3,7,5,4
Onbekend,Fraga Alda,5659329,16,Portugal,Vrouw,1000,Snelwandelaars,15,1,16,152,49,2025-02-16 10:22:28,10,2,8,0,7,2,8,7,8
1.500 meter,Noronha Orlando,5038870,34,Portugal,Man,5900,Middenafstandslopers,19,11,14,165,56,2025-02-16 10:26:29,10,1,11,8,0,1,0,12,9
Onbekend,Vento Álvaro,5621579,16,Portugal,Man,1380,Middenafstandslopers,20,1,14,184,89,2025-02-16 10:26:42,12,1,11,3,4,4,3,6,7
Onbekend,Julião Dores,5627980,18,Portugal,Vrouw,1040,Middenafstandslopers,13,1,14,159,59,2025-02-16 10:27:16,6,2,9,9,0,2,1,5,6
Onbekend,Vila Aquilino,5565396,17,Portugal,Man,2540,Langeafstandslopers,20,1,15,180,86,2025-02-16 10:27:27,17,2,9,3,3,1,11,9,6
Zevenkamp,Saudade Fortunata,4898759,35,Portugal,Vrouw,10140,Meerkampers,20,13,14,169,64,2025-02-16 10:27:37,15,7,0,14,12,0,0,10,6
3.000 meter steeplechase,McNeill Ciaran,4981621,36,Great Britain,Man,6550,Middenafstandslopers,19,14,16,181,58,2025-02-16 10:27:50,15,0,11,9,1,0,0,11,9
Onbekend,Crespo Ângelo,5656404,17,Portugal,Man,1580,Werpers,13,1,14,170,74,2025-02-16 10:28:01,17,3,2,1,3,1,10,6,8
Onbekend,Góis Itelvina,5603535,17,Portugal,Vrouw,1750,Langeafstandslopers,20,1,14,176,80,2025-02-16 10:28:12,20,3,10,3,3,2,3,3,7
Onbekend,Valášková Sabina,5659374,16,Česká republika,Vrouw,1080,Zonder specialiteit,13,1,14,166,62,2025-02-16 10:48:15,20,3,4,1,3,6,0,0,0
Onbekend,Rutarová Jana,5659375,17,Česká republika,Vrouw,1220,Meerkampers,11,1,15,171,60,2025-02-16 10:48:31,18,3,3,3,2,6,10,5,3
Marathon,Stuchlová Karla,5085230,30,Česká republika,Vrouw,12750,Langeafstandslopers,20,10,16,170,67,2025-02-16 10:48:56,12,4,10,9,0,2,2,14,14
Onbekend,Odriozola Abril,5028558,32,España,Vrouw,4280,Werpers,14,7,15,170,67,2025-02-16 10:58:38,12,1,1,0,0,0,13,7,9
110 meter horden,Henao Arsenio,4906403,38,España,Man,4960,Sprinters,18,15,14,174,69,2025-02-16 10:58:47,17,0,0,9,2,0,0,8,8
Vijfkamp Mannen,Lampreave Manex,5038644,32,España,Man,6360,Meerkampers,20,12,11,180,76,2025-02-16 10:58:57,14,3,1,0,3,1,9,12,11
10 km snelwandelen,Monje Arrate,5208291,30,España,Vrouw,3180,Snelwandelaars,20,5,12,167,60,2025-02-16 10:59:36,15,0,12,1,2,3,4,8,9
Onbekend,Maloney Holly,5570496,17,Great Britain,Vrouw,910,Werpers,19,1,15,167,72,2025-02-16 11:02:53,7,9,1,0,2,6,8,6,6
Onbekend,Grindlay Jenna,5573987,16,Great Britain,Vrouw,1030,Meerkampers,20,1,16,165,70,2025-02-16 11:03:15,11,6,8,6,2,3,9,7,6
Onbekend,Desitter Moniek,5659153,17,Nederland,Vrouw,1390,Zonder specialiteit,18,1,14,171,69,2025-02-16 11:20:57,17,10,3,2,8,3,1,0,0
20 km snelwandelen,Gutierrez Patricia,5325856,24,Colombia,Vrouw,22320,Snelwandelaars,20,6,17,188,68,2025-02-16 11:58:34,19,1,19,1,3,4,8,11,10
Zevenkamp,Oubiña Eloisa,5373795,22,España,Vrouw,5110,Meerkampers,20,5,17,170,78,2025-02-16 12:00:08,20,8,2,13,6,3,3,9,9
Onbekend,Connor Shawn,5553312,17,Canada,Man,1400,Sprinters,20,1,15,173,84,2025-02-16 12:21:58,7,6,3,10,2,7,3,6,8
1.500 meter,Spadaro Gianni,5141788,29,Italia,Man,5220,Middenafstandslopers,20,8,18,188,92,2025-02-16 12:44:39,9,1,4,11,8,3,0,12,9
3.000 meter steeplechase,Gafà Loretta,5315236,27,Italia,Vrouw,6500,Middenafstandslopers,20,6,17,155,32,2025-02-16 12:44:41,16,0,9,12,1,1,1,13,7
400 meter horden,Steinþórsdóttir Kristfríður,5056381,32,Ísland,Vrouw,18860,Sprinters,20,13,18,161,55,2025-02-16 13:03:23,20,5,1,17,14,1,0,9,10
Onbekend,Charruaz Salvatore,5653280,15,Italia,Man,750,Langeafstandslopers,18,1,17,174,74,2025-02-16 13:09:24,6,3,7,2,3,3,1,6,9
5.000 meter,Mohar Damir,5421994,22,Slovenija,Man,7520,Langeafstandslopers,20,6,20,188,89,2025-02-16 13:24:17,13,2,15,9,2,3,3,10,6
Onbekend,Zanleone Filiberto,5624745,17,Italia,Man,920,Snelwandelaars,15,1,15,180,80,2025-02-16 13:49:46,7,3,3,9,8,2,3,4,7
Onbekend,Barcia Benjamín,5551148,17,España,Man,3510,Langeafstandslopers,20,1,14,171,65,2025-02-16 13:56:57,11,4,13,2,3,7,2,6,6
Onbekend,Barijho Cristian,5573218,18,Argentina,Man,1630,Springers,20,2,15,165,70,2025-02-16 14:05:14,20,1,0,7,7,9,2,5,5
20 km snelwandelen,Abbondanzieri Carlos,5156255,34,Argentina,Man,9910,Snelwandelaars,18,14,16,167,48,2025-02-16 14:05:50,17,0,15,2,6,0,0,9,6
Polsstokhoogspringen,Cohen Tatiana,5156266,34,Argentina,Vrouw,7010,Springers,16,13,16,186,68,2025-02-16 14:06:34,18,0,0,0,11,12,0,7,11
400 meter,Guevara Emiliano,5156233,29,Argentina,Man,12640,Sprinters,20,14,15,193,78,2025-02-16 14:07:14,14,10,3,15,5,2,2,11,10
Tienkamp,Fillol Alberto,5017820,33,Argentina,Man,5660,Meerkampers,20,15,15,185,79,2025-02-16 14:07:38,18,5,0,5,6,6,7,10,8
Tienkamp,Fontes Arsénio,4941661,35,Portugal,Man,6140,Meerkampers,20,13,18,183,74,2025-02-16 14:19:27,20,6,3,11,5,3,0,11,8
Marathon,Stewart Dakota,4928049,36,United States,Man,27600,Langeafstandslopers,20,14,17,171,58,2025-02-16 14:19:33,19,0,19,2,0,4,0,11,10
3.000 meter steeplechase,Muroi Yuma,4894841,35,Nippon,Man,15740,Middenafstandslopers,20,15,18,193,67,2025-02-16 14:19:44,20,1,15,14,0,0,0,8,8
100 meter,Van Blitterswijk Anissa,4898529,35,België,Vrouw,18100,Sprinters,19,14,17,179,73,2025-02-16 14:19:49,18,10,3,17,0,0,0,10,8
Onbekend,Gruiters Rens,5659578,17,Nederland,Man,460,Zonder specialiteit,14,1,15,175,77,2025-02-16 14:23:19,15,1,2,7,3,5,6,0,0
Onbekend,van Velzen Pieter,5659577,16,Nederland,Man,1450,Werpers,18,1,14,174,72,2025-02-16 14:23:21,6,10,2,3,10,1,2,7,3
Onbekend,Doornbos Maartje,5659575,14,Nederland,Vrouw,590,Meerkampers,19,1,14,161,58,2025-02-16 14:26:28,14,3,1,5,2,4,8,7,6
Onbekend,Herrera Leonel,5550691,18,Costa Rica,Man,1750,Langeafstandslopers,19,2,16,175,85,2025-02-16 14:37:12,20,1,9,9,1,3,3,6,6
Onbekend,Kubisztal Klaudiusz,5615035,17,Polska,Man,1300,Snelwandelaars,18,1,17,169,69,2025-02-16 14:50:35,7,1,8,10,4,1,3,4,7
10 km snelwandelen,Poustecká Iveta,4899493,35,Česká republika,Vrouw,8710,Snelwandelaars,19,14,15,159,47,2025-02-16 15:15:30,17,0,12,3,1,0,0,10,12
Onbekend,Sprećaković Jelisaveta,5601185,17,Srbija,Vrouw,1730,Meerkampers,20,1,14,176,74,2025-02-16 15:21:48,19,5,3,0,1,2,10,8,7
Onbekend,Király Mihály,5637168,16,Magyarország,Man,1780,Meerkampers,16,1,18,167,71,2025-02-16 15:56:03,17,9,1,9,3,3,2,8,7
