Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Kogelstoten,Gerola Giulia,4523403,46,Italia,Vrouw,9590,Werpers,11,17,14,173,70,2025-02-17 11:14:29,19,0,0,0,0,0,8,3,3
Onbekend,Sepúlveda Silvestre,5474442,20,Portugal,Man,1280,Langeafstandslopers,20,2,13,185,89,2025-02-17 11:14:31,14,3,7,2,2,10,2,7,7
Onbekend,Falcão Cristina,5546938,18,Portugal,Vrouw,1470,Zonder specialiteit,20,1,14,165,67,2025-02-17 11:14:34,16,10,1,4,9,2,3,0,0
Polsstokhoogspringen,Claretti Noemi,4423474,47,Italia,Vrouw,18720,Springers,19,20,16,179,52,2025-02-17 11:14:37,19,0,0,0,0,7,0,3,3
Onbekend,Velasques Lígia,5456749,23,Portugal,Vrouw,2210,Werpers,20,2,11,158,50,2025-02-17 11:14:41,14,5,3,3,8,2,3,10,10
Onbekend,Figueira Amanda,5435512,24,Portugal,Vrouw,2280,Meerkampers,17,2,11,166,76,2025-02-17 11:14:52,11,1,10,3,1,10,1,7,9
Onbekend,Madeira Luís,5627602,15,Portugal,Man,880,Sprinters,20,1,14,156,58,2025-02-17 11:14:55,17,2,3,6,8,2,2,5,7
100 meter horden,Bogusz Paulina,5455103,21,Polska,Vrouw,9960,Sprinters,20,4,19,170,64,2025-02-17 11:23:48,17,3,2,16,11,2,2,7,5
Onbekend,Galé Cristian,5637251,17,España,Man,1200,Sprinters,19,1,15,176,79,2025-02-17 11:56:37,19,2,1,8,1,1,3,7,5
Onbekend,Limón Teófilo,5651141,14,España,Man,690,Snelwandelaars,16,1,17,165,67,2025-02-17 11:58:02,16,3,7,1,6,2,6,5,6
Onbekend,Błażejewska Brygida,5617817,17,Polska,Vrouw,2630,Middenafstandslopers,18,1,15,166,71,2025-02-17 12:39:52,20,1,11,9,2,1,1,6,5
3.000 meter steeplechase,Gagliardoni Evaristo,5530729,18,Italia,Man,1800,Middenafstandslopers,20,2,19,188,90,2025-02-17 13:05:34,12,4,11,6,2,2,8,7,5
Vijfkamp Mannen,Bidini Riccardo,5477996,19,Italia,Man,1730,Meerkampers,20,3,17,189,96,2025-02-17 13:06:14,19,7,8,8,5,4,4,8,7
Onbekend,Kossok Marcelina,5598946,18,Polska,Vrouw,950,Middenafstandslopers,20,2,16,171,64,2025-02-17 13:20:29,12,2,9,7,6,1,2,6,7
Onbekend,Oreni Abelardo,5598266,16,Italia,Man,1640,Springers,20,1,14,174,76,2025-02-17 13:20:46,20,1,6,1,7,8,2,6,8
Onbekend,Chwalibogowski Emil,5647300,17,Polska,Man,1450,Werpers,18,1,15,172,78,2025-02-17 13:31:47,6,9,3,2,2,3,10,8,7
100 meter,Flati Umberto,5050321,31,Italia,Man,41220,Sprinters,20,10,15,201,81,2025-02-17 16:25:18,20,17,1,20,2,2,0,11,11
Onbekend,Kudrnková Valerie,5633379,17,Česká republika,Vrouw,2280,Middenafstandslopers,19,1,15,169,67,2025-02-17 16:27:36,20,2,8,10,2,3,2,4,8
Onbekend,Graaf Suzanne,5584907,17,Nederland,Vrouw,2890,Langeafstandslopers,20,2,17,172,74,2025-02-17 16:28:10,18,3,12,1,5,7,1,8,7
Onbekend,Uspenskij Serapion,5545730,17,Rossiya,Man,2080,Springers,20,1,16,188,99,2025-02-17 16:28:47,20,3,3,1,10,9,3,5,4
Onbekend,Arroyo Antón,5594448,17,España,Man,2220,Werpers,20,2,16,183,90,2025-02-17 16:29:38,18,2,2,1,3,7,11,5,6
Onbekend,Kalinin Filipp,5604361,17,Belarus,Man,4080,Meerkampers,15,1,14,168,77,2025-02-17 16:30:34,19,1,3,13,7,2,1,3,8
Onbekend,van Kerkoerle Rick,5578919,17,Nederland,Man,2980,Meerkampers,20,1,16,188,100,2025-02-17 16:30:44,17,9,12,2,2,3,3,5,5
800 meter,Appoloni Elvira,5008402,32,Italia,Vrouw,40090,Middenafstandslopers,19,12,16,171,58,2025-02-17 16:36:24,15,1,18,20,1,0,1,7,10
50 km snelwandelen,Pizzimbone Iva,5102504,30,Italia,Vrouw,43890,Snelwandelaars,20,11,15,166,53,2025-02-17 16:36:47,18,2,20,2,1,2,2,13,15
Marathon,Maieron Eugenio,4986025,33,Italia,Man,32990,Langeafstandslopers,20,12,15,191,56,2025-02-17 16:37:36,19,0,19,13,0,0,0,13,10
Onbekend,Moon Angus,5587445,17,Great Britain,Man,1970,Werpers,20,2,18,167,77,2025-02-17 16:48:54,15,10,1,3,4,3,9,8,4
10 km snelwandelen,Miligkakis Methodios,4929025,34,Hellas,Man,30780,Snelwandelaars,20,14,14,183,75,2025-02-17 17:12:17,15,0,20,0,12,0,0,10,10
400 meter horden,Young Hannah,5109493,30,United States,Vrouw,10040,Sprinters,20,9,17,182,73,2025-02-17 17:34:04,19,6,1,15,3,0,0,13,9
Onbekend,Pagavino Armando,5511261,18,Italia,Man,2170,Werpers,20,2,18,184,89,2025-02-17 17:55:41,6,10,3,2,2,1,10,8,7
Zevenkamp,Mastroianni Marilena,4983162,33,Italia,Vrouw,8090,Meerkampers,20,9,17,182,71,2025-02-17 17:55:54,18,15,8,7,1,5,5,10,8
Onbekend,Bartoli Peppino,5606878,18,Italia,Man,2000,Werpers,17,1,19,189,88,2025-02-17 17:56:06,12,5,10,2,1,3,10,7,7
Onbekend,Udina Boris,5596400,19,Italia,Man,1980,Sprinters,20,2,20,177,80,2025-02-17 17:56:16,8,3,1,12,2,3,4,7,4
Onbekend,Celotto Giannina,5585384,17,Italia,Vrouw,1730,Sprinters,18,2,17,176,75,2025-02-17 17:56:24,8,1,6,12,1,3,5,5,4
Onbekend,Vitiello Samuele,5630216,18,Italia,Man,1980,Werpers,18,1,17,172,67,2025-02-17 17:56:34,16,3,2,1,3,7,11,6,4
Onbekend,Bomben Gerry,5581542,17,Italia,Man,1140,Springers,20,1,13,185,95,2025-02-17 17:59:23,15,1,3,7,7,10,2,5,5
10 km snelwandelen,Miśkiewicz Ilona,5590770,29,Polska,Vrouw,1050,Snelwandelaars,19,2,16,181,76,2025-02-17 18:20:18,15,2,10,3,7,1,1,2,3
Onbekend,Pałka Kacper,5602920,17,Polska,Man,730,Springers,17,1,15,168,68,2025-02-17 18:20:21,10,2,1,2,9,7,1,7,6
Onbekend,Kaźmierczak Jerzy,5630450,18,Polska,Man,640,Langeafstandslopers,16,1,16,172,74,2025-02-17 18:20:48,10,3,9,4,2,3,1,5,7
Onbekend,Bonanni Mabel,5542655,17,Italia,Vrouw,2360,Sprinters,20,2,15,164,76,2025-02-17 19:51:21,16,11,3,10,3,2,1,7,6
Onbekend,Mitri Bruno,5600128,17,Italia,Man,3460,Werpers,20,1,15,175,79,2025-02-17 19:52:02,17,11,1,2,2,1,12,6,7
Onbekend,Banova Eva,5659135,15,Italia,Vrouw,2020,Sprinters,13,1,14,165,63,2025-02-17 19:52:55,20,3,3,10,2,3,2,7,5
Onbekend,Lelong Morgane,5659349,17,France,Vrouw,1240,Zonder specialiteit,12,1,15,155,54,2025-02-17 20:52:16,14,1,3,3,10,3,8,0,0
100 meter,Karasová Viera,5471672,20,Slovensko,Vrouw,3170,Sprinters,20,3,19,172,76,2025-02-17 22:05:20,17,9,3,12,3,1,3,7,6
Onbekend,Akerfelt Teodor,5628013,17,Sverige,Man,460,Meerkampers,18,1,15,181,84,2025-02-17 22:06:35,14,5,4,5,3,3,2,7,5
Hinkstapspringen,Kubeková Judita,5518020,19,Slovensko,Vrouw,5170,Springers,20,4,18,171,71,2025-02-17 22:07:04,18,1,1,4,2,14,3,8,8
Vijfkamp Vrouwen,Bosá Gabriela,5477244,19,Slovensko,Vrouw,1900,Meerkampers,20,5,19,188,95,2025-02-17 22:09:25,15,3,8,7,5,3,1,9,10
Onbekend,Menéndez Judit,5518798,18,España,Vrouw,1370,Meerkampers,20,1,14,172,73,2025-02-17 23:27:23,15,4,3,6,6,10,7,6,8
Onbekend,Sanders Noortje,5630522,17,Nederland,Vrouw,890,Snelwandelaars,16,1,15,164,64,2025-02-18 00:30:21,7,1,3,3,2,1,9,8,8
3.000 meter steeplechase,Nankeville Tom,5492534,20,Great Britain,Man,2590,Middenafstandslopers,20,5,14,172,77,2025-02-18 03:15:51,13,3,11,8,5,1,2,9,7
Onbekend,Martínez Margarita,5602757,17,Argentina,Vrouw,1930,Meerkampers,20,1,15,162,62,2025-02-18 04:05:13,18,10,1,7,1,7,2,5,8
Onbekend,Gutiérrez Javier,5642924,16,Argentina,Man,1000,Langeafstandslopers,17,1,14,173,75,2025-02-18 04:05:25,8,3,8,7,2,3,3,9,7
Onbekend,Bird Abbey,5660335,17,Canada,Vrouw,770,Snelwandelaars,16,1,15,178,70,2025-02-18 04:44:48,11,3,10,3,3,2,3,6,4
Onbekend,Terry Marc,5660334,14,Canada,Man,490,Snelwandelaars,18,1,14,156,58,2025-02-18 04:47:22,14,2,8,2,3,2,2,5,6
Onbekend,Bremner Isla,5568208,17,Great Britain,Vrouw,3850,Langeafstandslopers,20,1,15,162,70,2025-02-18 08:11:21,20,2,13,3,3,0,1,7,8
Onbekend,Kuusk Evelin,5579928,17,Eesti,Vrouw,1020,Sprinters,20,2,17,168,71,2025-02-18 08:18:41,12,8,2,8,6,2,4,6,8
Onbekend,Zuiani Vittoria,5606487,18,Italia,Vrouw,2120,Springers,20,2,16,180,77,2025-02-18 08:39:01,18,2,1,3,3,11,2,9,4
Onbekend,Passerini Greta,5639548,17,Italia,Vrouw,1270,Werpers,20,1,16,167,65,2025-02-18 08:40:16,12,10,2,1,8,1,1,5,7
Kogelslingeren,Espinal Josep,5422939,21,España,Man,4140,Werpers,20,4,18,190,99,2025-02-18 09:14:29,19,11,4,2,3,5,11,7,9
Kogelstoten,Rozprým Rudolf,5419342,21,Česká republika,Man,5730,Werpers,20,4,17,190,100,2025-02-18 09:14:43,11,13,3,1,0,3,12,8,8
Onbekend,Taurisano Yuri,5656466,15,Italia,Man,1130,Sprinters,18,1,15,169,70,2025-02-18 09:34:23,9,3,3,10,3,2,1,6,8
Onbekend,Clijsters Gianni,5562337,17,België,Man,1220,Meerkampers,20,1,15,178,87,2025-02-18 10:06:42,16,2,2,5,9,1,2,6,8
Onbekend,Stevesijns Casper,5639648,17,België,Man,2140,Sprinters,14,1,16,166,68,2025-02-18 10:07:00,18,3,2,11,1,3,2,8,6
400 meter horden,Deroost Koen,5505840,26,België,Man,3700,Sprinters,20,4,17,187,92,2025-02-18 10:07:17,7,3,1,12,6,3,1,10,8
1.500 meter,Depauw Arne,5505915,29,België,Man,1980,Middenafstandslopers,20,4,17,170,70,2025-02-18 10:07:38,17,2,8,10,3,3,2,9,4
Kogelstoten,Haase Sabri,5505948,30,België,Man,1440,Werpers,19,4,18,195,96,2025-02-18 10:07:54,12,7,0,0,1,0,7,8,10
Onbekend,Delforge Mathias,5629872,18,België,Man,1340,Werpers,18,1,17,174,75,2025-02-18 10:08:10,12,3,1,2,3,2,11,4,4
Onbekend,Mista Lino,5644307,17,España,Man,2300,Meerkampers,20,1,18,173,74,2025-02-18 10:21:13,17,2,2,11,2,2,8,9,4
800 meter,Hjelm Ida,5517739,19,Danmark,Vrouw,1880,Middenafstandslopers,20,3,18,168,69,2025-02-18 10:31:11,15,3,11,9,2,1,2,6,5
Onbekend,van Veldhuizen Valentijn,5596556,18,Nederland,Man,1940,Springers,20,1,18,172,77,2025-02-18 10:32:20,15,2,1,1,6,11,2,7,5
Onbekend,Svetličić Ivica,5537050,17,Srbija,Man,2860,Springers,20,3,18,192,101,2025-02-18 10:33:07,17,3,0,3,1,12,2,7,7
Onbekend,Arosio Pino,5577187,17,Italia,Man,1430,Sprinters,20,1,15,175,82,2025-02-18 11:25:36,9,8,2,10,1,1,3,8,6
Onbekend,Formozi Tzella,5646960,17,Hellas,Vrouw,1360,Snelwandelaars,16,1,18,175,68,2025-02-18 11:38:18,14,3,9,1,7,2,3,8,8
100 meter,Slak Miran,5233794,28,Slovenija,Man,22790,Sprinters,20,7,17,185,73,2025-02-18 12:44:52,18,6,2,18,0,3,1,12,12
400 meter horden,Tesařová Eliška,5053565,31,Česká republika,Vrouw,28480,Sprinters,20,11,14,168,64,2025-02-18 12:45:05,20,13,1,19,4,0,0,12,12
400 meter,Traini Costanza,5588133,22,Italia,Vrouw,2460,Sprinters,20,2,16,185,87,2025-02-18 14:08:31,13,7,3,10,5,3,1,3,11
400 meter horden,Bernardi Livia,5588129,21,Italia,Vrouw,2120,Sprinters,20,2,16,162,53,2025-02-18 14:08:43,6,3,2,10,7,2,1,10,8
Onbekend,Di Vincenzo Artemio,5588142,22,Italia,Man,1720,Langeafstandslopers,20,1,17,185,81,2025-02-18 14:08:55,15,3,9,4,3,1,3,10,6
Onbekend,Mancebo Manuel,5653782,16,España,Man,1420,Werpers,19,1,14,164,70,2025-02-18 14:55:49,19,1,2,2,1,3,9,8,7
Onbekend,Rus Urtzi,5637902,17,España,Man,760,Werpers,18,1,17,189,88,2025-02-18 14:56:11,14,2,2,1,2,2,7,8,7
3.000 meter steeplechase,Sekerová Květoslava,5165155,28,Česká republika,Vrouw,15040,Middenafstandslopers,20,9,14,173,80,2025-02-18 15:54:39,13,2,17,13,3,1,2,10,9
Hoogspringen,Metlička Libor,5071510,31,Česká republika,Man,15660,Springers,20,10,14,180,82,2025-02-18 15:54:57,18,0,1,0,15,16,0,8,11
Onbekend,Decoteau Ibrahim,5660336,15,Canada,Man,70,Zonder specialiteit,11,1,14,169,71,2025-02-18 16:22:34,10,3,2,1,2,1,2,0,0
10.000 meter,Portillo Ángel,4999478,35,El Salvador,Man,40300,Langeafstandslopers,20,18,15,176,63,2025-02-18 16:46:43,20,0,20,12,1,0,0,13,11
1.500 meter,Chávez Yolanda,5297024,26,El Salvador,Vrouw,6060,Middenafstandslopers,19,8,17,174,68,2025-02-18 16:47:16,8,2,13,7,2,10,2,9,10
Onbekend,Zagalo Tibúrcio,5656174,17,Portugal,Man,760,Werpers,13,1,14,185,84,2025-02-18 16:59:58,16,9,1,4,2,2,3,5,6
Onbekend,Camões Severino,5656175,17,Portugal,Man,190,Zonder specialiteit,14,1,14,175,73,2025-02-18 17:00:03,6,7,2,3,1,3,1,0,0
Onbekend,Pedrosa Modesto,5653367,17,Portugal,Man,1300,Werpers,12,1,14,182,85,2025-02-18 17:00:08,16,2,3,0,4,3,11,4,4
Onbekend,Nunes Soraia,5651980,15,Portugal,Vrouw,440,Meerkampers,18,1,15,161,56,2025-02-18 17:00:12,10,3,3,2,3,3,8,5,6
Onbekend,Guterres Romeu,5647417,17,Portugal,Man,120,Springers,11,1,14,175,77,2025-02-18 17:00:16,6,6,1,2,3,3,3,3,3
Onbekend,Rodrigues Domingos,5653368,15,Portugal,Man,350,Snelwandelaars,11,1,14,179,76,2025-02-18 17:00:20,10,1,6,2,7,2,3,7,4
Onbekend,Paneira Oriana,5640418,17,Portugal,Vrouw,1290,Werpers,14,1,14,176,73,2025-02-18 17:00:25,7,1,2,2,9,2,7,8,8
Onbekend,Anunciada Ivo,5640419,16,Portugal,Man,520,Werpers,16,1,15,179,86,2025-02-18 17:00:29,16,1,3,1,1,1,7,6,5
Onbekend,Seguro Doroteia,5633501,16,Portugal,Vrouw,1360,Springers,20,1,13,168,62,2025-02-18 17:00:32,20,2,1,3,2,5,0,7,8
Onbekend,Dixon Freddie,5644508,14,Great Britain,Man,710,Sprinters,20,1,15,168,71,2025-02-18 17:06:49,7,3,3,9,6,1,3,8,5
1.500 meter,MacLeod Phoebe,5204808,30,Great Britain,Vrouw,14150,Middenafstandslopers,19,10,16,157,49,2025-02-18 17:12:08,17,0,16,13,1,0,2,11,8
Vijfkamp Mannen,Arroio Luís,5285908,27,Portugal,Man,690,Meerkampers,20,5,13,177,68,2025-02-18 17:12:40,15,8,3,3,4,5,1,6,6
Onbekend,Sá Hermínia,5636909,14,Portugal,Vrouw,360,Snelwandelaars,17,1,14,154,57,2025-02-18 17:12:46,6,2,1,3,6,1,2,6,8
400 meter,Limia Mauro,5270242,25,Argentina,Man,3360,Sprinters,20,6,18,185,88,2025-02-18 18:36:24,16,2,6,12,2,1,3,9,8
Verspringen,Lampreia Félix,4933653,34,Portugal,Man,10610,Springers,20,12,15,180,63,2025-02-18 19:24:27,17,0,2,11,0,15,0,10,9
Onbekend,Távora André,5503966,19,Portugal,Man,3400,Werpers,20,2,19,172,80,2025-02-18 19:24:41,11,5,1,1,8,1,13,7,7
Onbekend,Rzeźniczak Diana,5661415,17,Polska,Vrouw,780,Werpers,17,1,15,171,59,2025-02-18 19:43:52,14,3,1,1,3,2,8,8,4
Onbekend,Krajewska Alina,5661414,14,Polska,Vrouw,400,Werpers,13,1,15,158,55,2025-02-18 19:44:18,12,6,3,3,1,1,8,5,4
Onbekend,Blocher Diana,5656246,17,Deutschland,Vrouw,1520,Sprinters,19,1,15,160,57,2025-02-18 20:05:40,19,7,2,9,1,7,1,4,4
Onbekend,Pirani Gianluca,5653287,15,Italia,Man,560,Langeafstandslopers,19,1,15,164,69,2025-02-18 20:09:35,15,1,5,6,2,2,3,6,7
Onbekend,Watelet Nathan,5548535,18,België,Man,2780,Langeafstandslopers,20,2,14,176,83,2025-02-18 20:14:22,14,1,12,3,1,2,2,9,8
Verspringen,Mol Wout,5505941,27,België,Man,3410,Springers,20,4,14,179,79,2025-02-18 20:15:03,15,4,2,5,6,12,3,9,8
Hinkstapspringen,Rigaud Rosette,5456239,25,France,Vrouw,2360,Springers,20,4,17,167,66,2025-02-18 20:15:55,18,3,1,3,6,9,2,6,10
Marathon,Abouzeid Heqet,5301343,26,Miṣr,Vrouw,13130,Langeafstandslopers,20,7,19,174,67,2025-02-18 20:26:37,18,2,17,5,3,1,3,9,8
Tienkamp,Olivera Garcia,5451049,22,Uruguay,Man,4140,Meerkampers,20,5,16,184,89,2025-02-18 22:02:36,20,2,2,12,10,2,3,9,7
Onbekend,Thill Evelien,5553573,19,België,Vrouw,2360,Springers,20,2,15,179,78,2025-02-18 22:38:51,20,1,2,1,6,11,3,8,6
Onbekend,Cozzarini Pippo,5628045,17,Italia,Man,860,Middenafstandslopers,20,1,14,171,74,2025-02-18 22:39:14,18,3,6,3,2,2,1,8,5
Onbekend,Pietrangelo Graziano,5634572,17,Italia,Man,500,Snelwandelaars,17,1,15,179,81,2025-02-18 22:39:28,16,3,2,3,3,0,3,6,7
Onbekend,Castelnuovo Santo,5578543,19,Italia,Man,1510,Snelwandelaars,20,1,12,194,96,2025-02-18 22:40:17,20,3,5,1,7,2,2,7,8
200 meter,Fillietroz Alba,4795778,38,Italia,Vrouw,2080,Sprinters,16,10,11,185,67,2025-02-18 22:40:32,19,0,0,7,6,0,0,9,7
3.000 meter steeplechase,Mungo Clara,5201134,29,Italia,Vrouw,4620,Middenafstandslopers,18,7,17,176,72,2025-02-18 22:40:53,12,3,11,12,3,1,2,9,10
Onbekend,Salierno Teresa,5659937,17,Italia,Vrouw,980,Zonder specialiteit,17,1,14,161,54,2025-02-18 22:41:06,19,3,4,3,2,8,6,0,0
10 km snelwandelen,Kolivas Apostolos,5281592,28,Hellas,Man,5250,Snelwandelaars,19,7,15,184,80,2025-02-18 23:14:04,11,2,13,1,5,2,2,10,11
Onbekend,Bettoso Nicola,5496346,19,Italia,Man,2580,Langeafstandslopers,20,3,16,185,93,2025-02-18 23:14:26,9,3,12,7,3,1,2,7,7
Discuswerpen,Lozza Fernando,5333705,25,Italia,Man,4800,Werpers,20,5,17,188,84,2025-02-18 23:14:51,19,11,1,3,3,2,11,11,9
Onbekend,de Jong Gea,5611026,17,Nederland,Vrouw,220,Middenafstandslopers,11,1,15,182,83,2025-02-19 00:11:30,8,1,3,7,2,3,1,3,4
Onbekend,van Geel Twan,5635337,17,Nederland,Man,420,Springers,20,1,14,188,87,2025-02-19 00:12:01,8,1,7,2,3,4,5,8,6
20 km snelwandelen,Nosella Erica,5155326,31,Italia,Vrouw,6500,Snelwandelaars,20,9,15,175,61,2025-02-19 00:13:11,10,3,12,0,2,1,7,12,11
Verspringen,Mantzarli Giouli,5234290,29,Hellas,Vrouw,5180,Springers,20,7,16,164,46,2025-02-19 00:15:04,11,3,3,9,4,13,5,11,9
Onbekend,Traczyk Aleksander,5659969,17,Polska,Man,1600,Zonder specialiteit,13,1,14,167,73,2025-02-19 00:44:31,10,10,10,3,3,3,3,0,0
Onbekend,Niedźwiedź Roksana,5651010,16,Polska,Vrouw,1130,Zonder specialiteit,15,1,15,173,68,2025-02-19 00:46:26,17,2,1,3,10,2,3,0,0
400 meter,Sadlok Urszula,5506015,18,Polska,Vrouw,2750,Sprinters,20,3,19,186,88,2025-02-19 00:46:54,10,8,3,12,3,1,1,7,8
Onbekend,Cabán Silvina,5659806,14,España,Vrouw,1150,Springers,12,1,14,169,63,2025-02-19 07:27:07,18,1,2,3,2,8,5,7,7
Onbekend,Irons Trevene,5656360,15,Jamaica,Vrouw,630,Springers,14,1,15,175,68,2025-02-19 09:27:40,13,4,4,2,3,8,3,5,7
Onbekend,Rolands Lisa,5610014,16,Jamaica,Vrouw,2200,Springers,20,1,15,152,52,2025-02-19 09:28:09,20,2,1,1,1,11,1,6,5
Onbekend,Patricks Donna,5606861,17,Jamaica,Vrouw,1190,Springers,18,2,19,159,59,2025-02-19 09:28:31,13,8,2,1,9,7,0,6,7
Onbekend,Reid Sébastien,5608418,17,Canada,Man,540,Middenafstandslopers,18,1,15,183,87,2025-02-19 09:30:33,13,2,8,4,1,2,3,5,7
3.000 meter steeplechase,Baert Yara,5505919,30,België,Vrouw,1800,Middenafstandslopers,20,4,18,177,77,2025-02-19 10:05:16,16,2,4,10,3,1,1,8,8
Onbekend,Kosters Jason,5544223,17,België,Man,1890,Langeafstandslopers,20,2,16,175,87,2025-02-19 10:06:49,10,2,12,3,0,0,3,7,7
