Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Verspringen,Mihail Gianina,5225366,29,România,Vrouw,14360,Springers,20,13,13,164,49,2025-02-20 05:49:12,14,2,2,0,12,15,1,13,11
Discuswerpen,Anca Ieremia,5135853,29,România,Man,9750,Werpers,20,12,15,198,98,2025-02-20 05:49:31,15,14,2,2,2,1,6,12,11
Vijfkamp Mannen,Pauker Ieremia,5094551,32,România,Man,10900,Meerkampers,20,15,14,174,60,2025-02-20 05:50:40,17,6,3,8,2,1,2,14,10
Vijfkamp Vrouwen,Bogdan Alexandra,4966737,34,România,Vrouw,11060,Meerkampers,18,16,13,164,51,2025-02-20 05:50:52,16,3,1,8,2,7,2,12,10
Onbekend,Villalpando Abril,5578239,17,España,Vrouw,840,Snelwandelaars,20,2,17,186,91,2025-02-20 06:54:25,10,3,9,4,2,3,3,7,7
Vijfkamp Vrouwen,Krawczyńska Teresa,5218480,28,Polska,Vrouw,3820,Meerkampers,19,7,14,183,71,2025-02-20 07:27:30,17,8,5,9,9,7,5,10,10
Onbekend,Hof Hannah,5661864,17,Nederland,Vrouw,1570,Snelwandelaars,15,1,15,171,65,2025-02-20 07:58:21,9,1,10,2,6,3,1,8,9
10.000 meter,Saliwa Jeff,4888218,36,South Africa,Man,24010,Langeafstandslopers,19,17,15,180,67,2025-02-20 08:17:20,16,0,18,10,0,0,0,9,10
Onbekend,Knowle Joanie,5660524,17,Österreich,Vrouw,630,Sprinters,19,1,14,156,56,2025-02-20 08:17:44,7,6,3,5,5,1,2,9,5
Onbekend,Gafa’ Nicoletta,5590798,17,Italia,Vrouw,1840,Werpers,20,1,17,175,81,2025-02-20 08:24:41,16,11,2,0,1,2,5,6,8
Onbekend,Lecuona Hermelinda,5548295,17,España,Vrouw,13610,Langeafstandslopers,20,1,16,165,74,2025-02-20 08:29:11,17,3,17,0,0,10,5,6,6
Onbekend,Barcia Benjamín,5551148,17,España,Man,3510,Langeafstandslopers,20,1,14,171,65,2025-02-20 08:30:57,11,4,13,2,3,7,2,6,6
Onbekend,Escuder Fabián,5661867,14,España,Man,330,Sprinters,12,1,13,159,58,2025-02-20 08:31:27,12,1,3,7,3,2,3,6,6
Onbekend,Bazán Aníbal,5647521,14,España,Man,1090,Sprinters,19,1,15,165,66,2025-02-20 08:31:32,18,3,1,9,2,3,1,7,4
Onbekend,Acebo José Juan,5653210,15,España,Man,450,Sprinters,12,1,16,158,59,2025-02-20 08:31:36,14,6,1,5,2,6,2,5,6
Onbekend,Mairal Florencio,5606546,16,España,Man,1270,Sprinters,17,1,15,166,72,2025-02-20 08:31:49,15,4,4,10,2,3,5,7,7
Onbekend,Muelas Trinidad,5639758,16,España,Vrouw,850,Sprinters,14,1,15,162,63,2025-02-20 08:31:57,17,8,0,5,3,1,2,5,7
Onbekend,Aramburu Pedro,5636576,17,España,Man,1380,Middenafstandslopers,17,1,15,186,84,2025-02-20 08:32:04,11,1,6,10,1,1,2,9,6
Onbekend,Ojeda Amaia,5661868,17,España,Vrouw,2130,Langeafstandslopers,10,1,14,171,64,2025-02-20 08:32:16,19,10,10,2,3,3,3,4,5
Onbekend,Mistral Joana,5610151,16,España,Vrouw,710,Snelwandelaars,20,1,15,165,63,2025-02-20 08:32:28,6,3,8,3,7,3,3,6,8
Onbekend,Lerma Ixeya,5636578,15,España,Vrouw,850,Springers,17,1,16,154,52,2025-02-20 08:32:56,17,1,2,2,3,7,3,7,5
Onbekend,Lastra Rogelio,5514750,18,España,Man,5220,Springers,20,2,16,185,91,2025-02-20 08:33:47,10,1,3,2,10,13,1,9,9
1.500 meter,Nekrasov Sokrat,4945941,36,Belarus,Man,34470,Middenafstandslopers,18,16,14,173,48,2025-02-20 08:33:59,19,0,20,12,0,0,0,8,9
Kogelslingeren,Drožová Zita,4852808,36,Česká republika,Vrouw,23990,Werpers,17,15,13,190,86,2025-02-20 08:34:06,19,16,0,0,0,2,16,8,9
Speerwerpen,Hobkirk Brooke,4849270,36,Canada,Vrouw,11870,Werpers,14,15,16,184,86,2025-02-20 08:34:15,12,13,0,0,0,0,14,8,10
Kogelstoten,Lorenzato Patrícia,4900283,36,Brasil,Vrouw,22000,Werpers,18,16,16,174,64,2025-02-20 08:34:20,17,17,0,0,0,0,15,5,7
Verspringen,Poole Destiny,4963702,35,United States,Vrouw,24790,Springers,18,16,19,175,67,2025-02-20 08:35:05,20,0,0,3,17,14,0,10,11
110 meter horden,Šlégr Gabriel,5195823,27,Česká republika,Man,46650,Sprinters,20,11,12,187,83,2025-02-20 08:35:10,20,2,1,19,19,4,3,13,11
Onbekend,van de Wijgert Harold,5661929,17,Nederland,Man,960,Springers,18,1,15,173,73,2025-02-20 08:38:30,10,2,3,5,1,10,1,8,4
Onbekend,Baldauf Terrance,5593934,17,Österreich,Man,4010,Werpers,20,3,18,176,84,2025-02-20 08:39:28,19,1,3,3,2,3,13,8,6
Onbekend,Stangassinger Aberle,5661923,17,Österreich,Man,390,Zonder specialiteit,13,1,15,164,60,2025-02-20 08:40:07,7,2,3,8,2,1,6,0,0
Onbekend,van der Jagt Willem-Jan,5613845,17,Nederland,Man,1320,Middenafstandslopers,15,1,15,169,77,2025-02-20 08:41:07,9,1,9,10,3,2,1,5,8
Onbekend,van Beek Ramon,5596700,17,Nederland,Man,1270,Meerkampers,18,1,15,180,87,2025-02-20 08:41:20,17,6,2,5,9,8,2,5,5
100 meter,Remón Carles,5268745,27,España,Man,4930,Sprinters,20,6,14,175,68,2025-02-20 08:43:43,8,7,5,13,1,1,1,9,11
Onbekend,Sarsa María Pilar,5442236,20,España,Vrouw,24890,Middenafstandslopers,20,3,17,180,85,2025-02-20 08:44:32,19,2,20,6,1,6,5,2,2
Onbekend,Colorado Lorena,5652395,15,España,Vrouw,1280,Werpers,14,1,14,175,70,2025-02-20 08:48:31,20,1,3,5,6,3,8,7,3
Onbekend,Rios Emílio,5603625,17,Portugal,Man,700,Langeafstandslopers,19,1,15,173,75,2025-02-20 08:48:38,15,2,9,1,3,2,3,5,4
Onbekend,Velasques Vera,5539437,17,Portugal,Vrouw,2470,Sprinters,20,2,16,172,73,2025-02-20 08:49:22,11,12,3,7,1,0,3,5,7
Hoogspringen,Vasques Olinda,5513165,18,Portugal,Vrouw,840,Springers,20,3,15,168,75,2025-02-20 08:49:31,6,2,0,3,6,7,1,7,9
Onbekend,Vicente Liberto,5578895,18,Portugal,Man,1570,Springers,20,2,14,169,78,2025-02-20 08:49:41,7,2,3,3,9,6,3,6,10
Onbekend,Sampaio Iris,5556378,19,Portugal,Vrouw,250,Middenafstandslopers,15,1,13,174,70,2025-02-20 08:49:50,6,3,3,6,1,2,2,7,6
Onbekend,Santos Ricardo,5582241,16,Portugal,Man,800,Springers,20,1,13,174,78,2025-02-20 08:49:57,7,3,1,5,3,9,0,7,7
Onbekend,Luís Adriana,5656151,17,Portugal,Vrouw,1020,Springers,17,1,14,166,57,2025-02-20 08:50:06,18,2,3,1,8,3,1,8,4
Zevenkamp,Zibechi Marquilla,5070238,32,Uruguay,Vrouw,4730,Meerkampers,19,12,17,172,67,2025-02-20 08:57:53,15,8,0,7,8,8,2,11,10
3.000 meter steeplechase,Griffin Juan,5271587,31,United States,Man,7700,Middenafstandslopers,20,7,15,187,77,2025-02-20 09:15:56,17,1,11,8,2,1,0,13,12
Onbekend,Alippi Agostino,5661988,17,Italia,Man,1470,Sprinters,14,1,15,185,85,2025-02-20 09:19:44,17,2,2,10,6,3,0,7,6
Onbekend,Di Dario Monique,5538255,18,Italia,Vrouw,1620,Middenafstandslopers,20,1,19,165,72,2025-02-20 09:30:12,19,2,8,8,2,2,9,7,6
Onbekend,Clerc Wendie,5662016,17,France,Vrouw,1640,Sprinters,17,1,15,156,48,2025-02-20 09:36:15,14,1,2,9,10,2,1,7,4
Onbekend,Astier Gwenaelle,5635195,17,France,Vrouw,1870,Sprinters,20,1,10,159,63,2025-02-20 09:36:59,20,3,1,10,3,1,3,6,8
200 meter,Kou Qionghui,5507903,18,China,Man,2140,Sprinters,20,3,14,183,95,2025-02-20 10:46:10,15,2,1,11,3,6,3,8,8
110 meter horden,Lawlor Benjamin,5379003,24,Ireland,Man,5630,Sprinters,19,6,14,171,68,2025-02-20 10:46:40,18,2,3,14,7,6,4,9,8
100 meter,Barrett Lara,5275594,25,Great Britain,Vrouw,8490,Sprinters,20,5,16,161,62,2025-02-20 10:47:04,20,5,2,15,9,4,2,7,8
400 meter,Bierman Liz,5467730,21,Nederland,Vrouw,3890,Sprinters,20,2,13,167,63,2025-02-20 10:47:25,12,7,3,13,1,4,0,8,6
100 meter,Calle Ascensión,5505053,19,Ecuador,Vrouw,4630,Sprinters,20,3,11,170,73,2025-02-20 10:47:51,17,2,3,14,2,2,3,8,8
400 meter,Ferradj Faridah,5459910,21,Al-Jazā'ir,Vrouw,4090,Sprinters,20,5,11,186,86,2025-02-20 10:49:11,14,4,5,14,3,1,1,7,8
3.000 meter steeplechase,Hasan Syarifah,5549341,18,Indonesia,Vrouw,2510,Middenafstandslopers,20,2,14,174,78,2025-02-20 10:49:38,19,3,11,4,2,2,3,7,9
Onbekend,Juntilla Erwin,5569622,18,Pilipinas,Man,1100,Langeafstandslopers,20,1,11,182,84,2025-02-20 10:49:57,20,1,7,3,3,1,1,7,4
Marathon,Martani Adolfo,5577862,23,Italia,Man,3480,Langeafstandslopers,20,1,11,189,87,2025-02-20 10:50:22,20,1,10,7,5,0,1,8,11
Onbekend,Vorpahl Viktor,5523713,18,Deutschland,Man,5290,Langeafstandslopers,20,1,11,193,85,2025-02-20 10:50:48,19,4,14,3,2,4,2,8,6
Onbekend,Langlais Ludivine,5556744,18,France,Vrouw,4650,Langeafstandslopers,20,1,12,177,82,2025-02-20 10:51:07,20,3,14,3,3,3,2,7,6
Onbekend,Leontyeva Adelaida,5495509,19,Rossiya,Vrouw,7910,Langeafstandslopers,18,1,11,173,82,2025-02-20 10:51:30,19,3,15,3,4,3,2,8,6
Onbekend,van As Bob,5521161,18,Nederland,Man,4750,Springers,20,2,13,168,79,2025-02-20 10:51:50,18,2,2,1,4,14,2,4,8
Onbekend,Olomu Olufunmilayo,5638671,15,Nigeria,Vrouw,1630,Springers,19,1,12,163,56,2025-02-20 10:52:16,19,6,2,3,2,10,3,6,6
Discuswerpen,Blackett Adam,5512472,19,Barbados,Man,3450,Werpers,20,3,16,191,99,2025-02-20 10:52:37,19,2,2,8,2,1,11,7,10
Onbekend,Ochoa Pilar,5560700,18,Ecuador,Vrouw,1940,Werpers,20,1,11,172,74,2025-02-20 10:53:09,15,1,0,1,10,2,10,6,7
Onbekend,Lieb Jade,5542425,18,United States,Vrouw,2930,Meerkampers,20,2,14,181,85,2025-02-20 10:53:29,19,7,2,3,5,10,4,10,8
Onbekend,Signorelli Ginevra,5662097,14,Italia,Vrouw,870,Zonder specialiteit,13,1,15,159,52,2025-02-20 10:58:59,10,3,2,1,2,9,8,0,0
Onbekend,Alcocer Elisabeth,5624085,26,España,Vrouw,2000,Middenafstandslopers,16,1,16,177,74,2025-02-20 11:06:42,18,1,9,4,2,1,0,8,9
Onbekend,Otal Martina,5624106,22,España,Vrouw,2980,Springers,20,1,16,163,55,2025-02-20 11:08:45,19,3,2,6,4,8,2,10,10
Onbekend,Sales Leire,5627546,18,España,Vrouw,1550,Werpers,13,1,11,166,65,2025-02-20 11:10:13,20,4,3,2,8,2,7,3,8
Onbekend,Roberts Alexandra,5562131,18,United States,Vrouw,2020,Werpers,20,2,14,178,73,2025-02-20 11:10:23,18,4,9,1,2,2,10,4,7
Onbekend,Sepulcre Asdrúbal,5624103,23,España,Man,2360,Springers,17,1,16,186,84,2025-02-20 11:12:25,20,3,0,3,3,11,2,7,6
Onbekend,Veltmans Pieter-Jan,5657192,17,Nederland,Man,1260,Zonder specialiteit,15,1,14,166,68,2025-02-20 11:18:06,13,3,8,2,10,7,2,0,0
Onbekend,Caimmi Fernanda,5629809,16,Italia,Vrouw,2150,Middenafstandslopers,18,1,13,161,58,2025-02-20 11:25:09,11,0,11,11,1,2,4,6,6
Onbekend,Aptaloglou Damiani,5624596,18,Hellas,Vrouw,3060,Langeafstandslopers,20,1,17,170,66,2025-02-20 11:28:11,20,1,11,3,1,3,6,9,6
Onbekend,Xalari Velissaria,5573036,19,Hellas,Vrouw,1500,Sprinters,20,2,16,168,63,2025-02-20 11:28:20,7,10,3,9,3,3,2,8,5
Onbekend,Főnök Kinga,5659490,17,Magyarország,Vrouw,1330,Sprinters,13,1,14,171,65,2025-02-20 11:30:11,8,9,3,10,0,5,2,5,5
Onbekend,Skriba Magdolna,5659489,14,Magyarország,Vrouw,1750,Zonder specialiteit,14,1,14,160,56,2025-02-20 11:30:17,7,1,10,1,3,1,10,0,0
Kogelslingeren,Borek Konrad,5566758,21,Polska,Man,3440,Werpers,20,3,15,185,76,2025-02-20 11:42:42,20,12,0,1,3,1,5,9,6
10.000 meter,Biete Mihails,5086438,32,Latvija,Man,16650,Langeafstandslopers,19,16,15,180,72,2025-02-20 11:43:30,6,1,15,12,0,0,0,11,6
Onbekend,Ausekle Inta,5613810,18,Latvija,Vrouw,1620,Meerkampers,20,2,14,174,73,2025-02-20 11:43:45,14,2,3,10,3,2,9,8,6
Onbekend,Kontomati Danai,5656461,17,Hellas,Vrouw,950,Meerkampers,16,1,14,175,70,2025-02-20 11:46:42,10,3,3,10,3,2,6,5,5
Onbekend,Kovacs Claas,5662163,15,Deutschland,Man,1590,Springers,16,1,15,159,55,2025-02-20 11:51:27,17,2,2,1,2,10,3,6,8
Onbekend,Pollok Ute,5662156,17,Deutschland,Vrouw,1190,Springers,12,1,15,166,58,2025-02-20 11:51:34,15,0,3,3,10,2,3,7,7
Onbekend,Giordano Lucio,5630637,17,Italia,Man,1610,Sprinters,17,1,15,176,80,2025-02-20 11:56:03,19,2,2,10,1,2,2,5,8
Onbekend,Iachini Abramo,5656419,16,Italia,Man,680,Sprinters,15,1,15,172,71,2025-02-20 11:56:13,16,2,2,9,2,2,2,3,3
Onbekend,Nestori Giovanni,5624942,17,Italia,Man,710,Sprinters,18,1,14,182,84,2025-02-20 11:56:20,15,3,2,9,3,1,2,6,4
Onbekend,Proserpio Peter,5650997,14,Italia,Man,400,Sprinters,20,1,14,164,63,2025-02-20 11:56:24,14,2,2,6,3,2,3,7,6
Onbekend,Tozzi Artemio,5643766,16,Italia,Man,1170,Sprinters,20,1,15,171,78,2025-02-20 11:56:30,7,8,3,3,9,2,1,7,8
Onbekend,Buticchi Giusi,5648723,14,Italia,Vrouw,860,Sprinters,17,1,13,173,68,2025-02-20 11:56:34,18,1,1,6,3,1,1,7,7
Onbekend,Ibermajerová Alexandra,5608751,17,Česká republika,Vrouw,1860,Sprinters,20,2,15,161,63,2025-02-20 11:56:39,15,4,2,11,2,3,1,9,6
Onbekend,Malverdi Rebecca,5617443,16,Italia,Vrouw,780,Sprinters,20,2,14,183,83,2025-02-20 11:56:43,14,2,3,9,8,1,1,5,6
Onbekend,Muzzolon Sabrina,5644989,17,Italia,Vrouw,1630,Sprinters,11,1,15,171,63,2025-02-20 11:56:48,13,0,3,11,6,1,3,8,3
Onbekend,Oude Monninkhof Aniek,5562356,17,Nederland,Vrouw,2380,Meerkampers,19,2,14,168,74,2025-02-20 11:57:37,12,4,2,12,2,6,4,6,3
Onbekend,Shaw Laura,5551794,17,Great Britain,Vrouw,1370,Sprinters,20,2,14,166,69,2025-02-20 11:57:51,10,7,1,11,3,0,4,6,5
Onbekend,Carbajal Ícaro,5574829,17,España,Man,1190,Middenafstandslopers,19,2,15,169,80,2025-02-20 11:57:58,7,2,10,8,1,2,2,4,6
Onbekend,Dassi Filippo,5637225,14,Italia,Man,440,Middenafstandslopers,20,1,14,171,75,2025-02-20 11:58:04,9,1,4,4,8,1,1,5,7
Onbekend,Filippuzzi Mabel,5627721,15,Italia,Vrouw,590,Middenafstandslopers,17,1,14,171,63,2025-02-20 11:58:10,11,6,7,1,2,2,2,8,7
Onbekend,Zupin Diletta,5640716,16,Italia,Vrouw,1280,Middenafstandslopers,15,1,15,157,61,2025-02-20 11:58:16,19,2,3,3,1,7,4,6,8
Onbekend,Boccoli Francis,5612652,16,Brasil,Man,940,Langeafstandslopers,15,2,14,181,89,2025-02-20 11:58:21,10,2,10,2,3,1,2,5,7
Onbekend,Lombardo Giandomenico,5592646,16,Italia,Man,300,Langeafstandslopers,19,2,15,164,70,2025-02-20 11:58:25,14,2,6,4,3,1,1,6,4
Onbekend,Amistadi Ursula,5640715,15,Italia,Vrouw,880,Langeafstandslopers,14,2,13,163,60,2025-02-20 11:58:29,19,1,6,4,1,3,2,3,7
Onbekend,Alfaro Arkaitz,5641612,17,España,Man,1550,Snelwandelaars,17,1,14,172,73,2025-02-20 11:58:34,7,3,10,2,3,3,1,9,8
Onbekend,Dekeyser Christopher,5612076,16,België,Man,1600,Snelwandelaars,20,1,15,170,80,2025-02-20 11:58:39,19,2,10,2,3,3,3,7,4
Onbekend,Cabanillas Sebastián,5662171,15,España,Man,760,Zonder specialiteit,13,1,15,178,75,2025-02-20 12:05:57,16,8,7,3,1,5,0,0,0
Onbekend,Blocona Elene,5626503,15,España,Vrouw,1480,Werpers,14,1,14,165,65,2025-02-20 12:06:24,6,11,3,2,1,3,4,5,5
Onbekend,Mpalampekou Asimenia,5515185,18,Hellas,Vrouw,3040,Sprinters,20,2,17,182,74,2025-02-20 12:14:21,13,10,2,12,7,2,2,6,6
Onbekend,Battistelli Nicolò,5616483,17,Italia,Man,1590,Springers,19,2,14,183,88,2025-02-20 12:16:16,15,1,1,10,2,1,0,5,9
Onbekend,Osovych Karl,5639104,17,Österreich,Man,1610,Springers,15,1,15,173,74,2025-02-20 12:16:32,17,7,0,1,1,11,3,4,5
Onbekend,Pomposo Andrea,5565203,16,Italia,Man,1680,Springers,20,2,14,174,84,2025-02-20 12:16:43,9,1,1,3,1,10,9,7,6
Onbekend,Adorni Michelle,5622581,16,Italia,Vrouw,1110,Springers,15,1,15,169,68,2025-02-20 12:16:49,16,9,3,1,6,5,2,7,8
Onbekend,Ramos Firmina,5636875,17,Portugal,Vrouw,480,Springers,14,1,14,158,56,2025-02-20 12:16:54,7,3,2,1,2,8,1,7,6
Onbekend,Rojas Makayla,5571087,17,United States,Vrouw,390,Springers,18,3,14,174,74,2025-02-20 12:16:58,10,1,1,1,1,8,2,5,5
Onbekend,Amâncio Lauro,5638176,17,Brasil,Man,790,Werpers,16,1,14,170,73,2025-02-20 12:17:04,15,2,1,2,2,3,9,4,4
Onbekend,Monzón Donato,5644326,15,España,Man,1670,Werpers,20,1,15,166,68,2025-02-20 12:17:18,18,2,2,3,9,2,8,8,7
Onbekend,Nieto Leonardo,5590437,17,España,Man,970,Werpers,20,2,15,178,85,2025-02-20 12:17:24,18,3,2,3,1,2,7,7,7
Onbekend,Ortis Ezio,5578803,17,Italia,Man,860,Werpers,20,1,15,187,98,2025-02-20 12:17:29,12,7,1,1,5,1,9,5,7
Onbekend,Brustia Alessia,5656420,17,Italia,Vrouw,540,Werpers,18,1,14,163,64,2025-02-20 12:17:36,10,9,3,0,1,2,3,4,4
Onbekend,Conte Melissa,5617895,17,Italia,Vrouw,670,Werpers,17,1,14,180,74,2025-02-20 12:17:41,17,2,1,7,3,2,5,5,7
Onbekend,Nobre Idalina,5641777,17,Portugal,Vrouw,1200,Werpers,14,1,14,174,73,2025-02-20 12:17:50,14,2,3,9,1,3,10,4,5
Onbekend,Papini Giulia,5653555,16,Italia,Vrouw,330,Werpers,11,1,14,183,75,2025-02-20 12:17:55,14,1,1,5,1,5,6,6,6
Tienkamp,Dezi Gigi,4983963,33,Italia,Man,13920,Meerkampers,20,10,16,179,78,2025-02-20 12:18:03,20,13,0,16,3,3,0,7,7
Tienkamp,Rupp Stephen,5006829,32,United States,Man,2620,Meerkampers,15,10,13,181,78,2025-02-20 12:18:21,6,6,0,10,9,2,1,9,8
Onbekend,Di Maio Fernando,5662182,14,Italia,Man,860,Langeafstandslopers,17,1,14,166,66,2025-02-20 12:21:23,19,1,6,3,3,1,1,6,6
Onbekend,Di Felice Alberto,5640717,15,Italia,Man,430,Werpers,18,1,13,168,70,2025-02-20 12:23:37,12,7,3,2,3,1,3,5,8
Onbekend,Kubisztal Klaudiusz,5615035,17,Polska,Man,1300,Snelwandelaars,18,1,17,169,69,2025-02-20 12:41:59,7,1,8,10,4,1,3,4,7
200 meter,Bonazzi Giandomenico,5427833,21,Italia,Man,11780,Sprinters,20,4,17,186,90,2025-02-20 12:57:08,20,7,1,16,3,5,2,9,10
400 meter,Cabrera Lino,5413791,21,España,Man,5210,Sprinters,20,4,18,187,93,2025-02-20 12:57:13,19,7,3,13,3,3,1,10,9
400 meter horden,Gamble Claude,5479549,21,Ireland,Man,10360,Sprinters,20,4,18,185,89,2025-02-20 12:57:26,20,1,3,15,12,2,3,10,10
110 meter horden,Williams Stephen,5456836,21,Bahamas,Man,8200,Sprinters,20,4,17,177,84,2025-02-20 12:57:36,16,3,1,15,4,1,2,9,7
200 meter,Schumacher Ivone,5434846,21,Brasil,Vrouw,10410,Sprinters,20,3,18,181,80,2025-02-20 12:57:40,19,6,3,16,5,2,1,10,9
Onbekend,Fremont Loris,5662254,17,France,Man,1860,Zonder specialiteit,19,1,13,176,78,2025-02-20 12:57:43,17,3,9,1,10,9,2,0,0
1.500 meter,Seimonte Ylenia,5431514,21,Italia,Vrouw,6760,Middenafstandslopers,20,4,16,174,71,2025-02-20 12:57:49,18,2,13,10,2,2,2,11,11
3.000 meter steeplechase,Valdizán Arantxa,5412851,21,España,Vrouw,4900,Middenafstandslopers,20,4,19,182,88,2025-02-20 12:57:52,18,2,12,10,3,1,1,10,9
Onbekend,de Castro Emilio,5544690,17,España,Man,2310,Langeafstandslopers,20,3,18,177,91,2025-02-20 12:58:32,17,2,11,8,3,1,3,8,8
Onbekend,Bortolotti Arianna,5551318,17,Italia,Vrouw,3560,Langeafstandslopers,20,2,18,183,87,2025-02-20 12:58:36,10,4,13,2,1,3,3,8,8
Onbekend,Ottoni Irma,5597794,17,Italia,Vrouw,2560,Langeafstandslopers,20,2,18,179,75,2025-02-20 12:58:40,16,1,12,3,3,4,3,7,5
Onbekend,De Marco Gastone,5542997,17,Italia,Man,2460,Snelwandelaars,20,2,18,166,75,2025-02-20 12:58:57,11,3,11,2,9,1,2,7,8
Onbekend,Pacini Adalgisa,5600142,17,Italia,Vrouw,5230,Snelwandelaars,20,1,17,176,75,2025-02-20 12:59:14,20,3,14,3,7,3,1,7,6
Hinkstapspringen,Cannarozzo Clemente,5447995,21,Italia,Man,11010,Springers,20,4,15,195,95,2025-02-20 12:59:28,20,2,2,4,7,16,2,8,10
Polsstokhoogspringen,Saponaro Gervasio,5415554,21,Italia,Man,15760,Springers,20,4,18,176,88,2025-02-20 12:59:33,19,6,2,7,3,18,3,9,7
Polsstokhoogspringen,Herve Charlène,5410034,21,France,Vrouw,8080,Springers,20,4,17,179,75,2025-02-20 12:59:37,17,2,2,3,10,15,2,9,8
Hinkstapspringen,Soffritti Rosanna,5449377,21,Italia,Vrouw,8170,Springers,20,4,16,180,81,2025-02-20 12:59:42,18,1,2,2,11,15,4,8,9
Onbekend,Eriksson Henriikka,5542557,17,Suomi,Vrouw,2070,Werpers,20,2,16,178,87,2025-02-20 13:02:32,19,10,3,3,1,3,6,9,6
Onbekend,Garrido Florencio,5589346,17,España,Man,1520,Middenafstandslopers,14,1,17,165,70,2025-02-20 13:04:02,6,7,11,7,3,2,1,7,6
800 meter,Eloranta Severi,5139377,30,Suomi,Man,7300,Middenafstandslopers,16,8,15,185,87,2025-02-20 13:04:48,8,2,9,13,0,3,1,11,11
Kogelstoten,Horvat Doroteja,5015090,33,Slovenija,Vrouw,15650,Werpers,20,14,15,175,58,2025-02-20 13:15:46,19,16,0,0,0,0,13,9,9
Onbekend,Llorens Débora,5662298,17,España,Vrouw,250,Zonder specialiteit,13,1,15,164,58,2025-02-20 13:23:32,13,6,4,3,0,5,3,0,0
Onbekend,Barragán Selene,5662299,17,España,Vrouw,650,Sprinters,16,1,15,154,48,2025-02-20 13:23:48,11,2,2,9,7,3,1,6,5
Onbekend,Kvantová Zora,5662305,17,Slovensko,Vrouw,1300,Zonder specialiteit,13,1,15,173,67,2025-02-20 13:26:16,11,1,3,9,10,2,2,0,0
Onbekend,Zuzula Zdeno,5662302,16,Slovensko,Man,780,Zonder specialiteit,20,1,15,177,77,2025-02-20 13:26:38,13,3,3,2,6,5,10,0,0
Onbekend,Ayerbe Fe,5634179,15,España,Vrouw,910,Werpers,20,1,15,152,50,2025-02-20 13:39:03,15,5,4,3,3,1,8,8,6
Onbekend,Bouzas Oier,5624732,16,España,Man,980,Sprinters,20,1,15,181,86,2025-02-20 13:39:11,18,9,2,6,2,2,2,6,6
Onbekend,Figueira Amanda,5435512,24,Portugal,Vrouw,2280,Meerkampers,17,2,11,166,76,2025-02-20 13:53:53,11,1,10,3,1,10,1,7,9
Onbekend,Velasques Lígia,5456749,23,Portugal,Vrouw,2210,Werpers,20,2,11,158,50,2025-02-20 13:53:56,14,5,3,3,8,2,3,10,10
