Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
Onbekend,Aníbal Lúcio,5627604,17,Portugal,Man,1650,Sprinters,18,1,17,167,68,2025-02-12 21:08:07,14,9,2,10,3,4,0,5,7
Onbekend,Baía Arsénio,5637771,17,Portugal,Man,460,Sprinters,11,1,17,182,82,2025-02-12 21:08:16,11,5,3,8,1,2,1,6,6
Onbekend,Pomar Miguel,5562758,17,Portugal,Man,900,Sprinters,16,1,15,178,86,2025-02-12 21:08:27,6,8,3,9,2,3,1,6,7
Onbekend,Sobrinho Mónica,5653751,17,Portugal,Vrouw,570,Meerkampers,16,1,14,162,59,2025-02-12 21:09:05,11,2,8,3,1,7,6,6,4
Onbekend,Thill Evelien,5553573,19,België,Vrouw,2310,Springers,20,2,14,179,78,2025-02-12 21:58:40,20,1,2,1,6,11,3,8,6
Onbekend,Gabriiloglou Aristodimos,5569566,16,Hellas,Man,1180,Springers,20,2,18,188,94,2025-02-12 22:22:50,12,2,1,7,2,8,1,8,8
Onbekend,Stîngă Ghenadie,5657153,14,România,Man,840,Middenafstandslopers,15,1,15,170,71,2025-02-12 22:35:50,11,0,9,5,2,3,3,4,7
10 km snelwandelen,Lallement Marianne,5053130,31,France,Vrouw,8290,Snelwandelaars,20,9,14,171,63,2025-02-12 23:42:26,13,0,12,14,8,0,1,9,10
3.000 meter steeplechase,Huntley Julia,5056538,32,United States,Vrouw,35050,Middenafstandslopers,17,12,15,159,55,2025-02-12 23:47:36,18,0,19,16,2,2,0,10,11
800 meter,Stein Caroline,5027232,32,United States,Vrouw,19150,Middenafstandslopers,20,15,16,185,70,2025-02-12 23:47:47,14,2,14,16,2,0,0,10,10
Onbekend,Northcote Brendan,5649291,14,Australia,Man,1030,Snelwandelaars,15,1,15,159,62,2025-02-12 23:48:37,7,2,10,2,3,1,2,7,6
Onbekend,Lösche Wulf,5544821,17,Deutschland,Man,7450,Langeafstandslopers,20,1,15,181,92,2025-02-13 00:32:13,16,1,15,6,2,0,3,7,6
400 meter,Shah Apamanyu,5146378,29,India,Man,24750,Sprinters,19,11,14,174,74,2025-02-13 00:53:28,16,13,2,19,0,2,0,10,11
Onbekend,Sequeira Ofélia,5603765,17,Portugal,Vrouw,1930,Springers,20,1,15,177,73,2025-02-13 01:44:42,12,3,1,4,6,11,0,8,8
Onbekend,Rigby Mason,5586099,16,Australia,Man,540,Meerkampers,15,1,13,176,77,2025-02-13 02:42:48,15,7,5,6,3,5,1,6,6
Onbekend,Rumpf Logan,5650375,17,Australia,Man,1260,Springers,18,1,14,171,66,2025-02-13 02:42:55,10,2,0,3,3,10,0,7,7
Onbekend,Mattei Annalisa,5627715,16,Italia,Vrouw,1200,Sprinters,20,1,14,159,57,2025-02-13 04:23:43,16,4,2,10,4,3,3,5,6
Onbekend,Perilli Manuel,5553371,17,Italia,Man,1180,Sprinters,20,2,15,183,92,2025-02-13 04:25:19,11,10,0,5,6,1,2,7,8
Onbekend,McKay Ian,5652283,17,Canada,Man,1460,Middenafstandslopers,14,1,15,167,65,2025-02-13 05:20:32,18,3,8,8,1,1,2,8,6
Onbekend,Tomei Carmine,5613708,16,Italia,Man,2280,Springers,20,2,17,167,74,2025-02-13 05:22:05,19,3,3,1,3,11,1,8,8
Onbekend,Valdez Alan,5643975,16,United States,Man,850,Sprinters,18,1,15,173,78,2025-02-13 05:56:54,18,2,2,5,3,3,0,7,7
Onbekend,Blake Caitlin,5653021,16,United States,Vrouw,830,Zonder specialiteit,14,1,15,175,74,2025-02-13 05:57:17,7,1,2,3,2,2,10,0,0
Onbekend,Owen Julia,5650418,16,United States,Vrouw,310,Zonder specialiteit,13,1,15,166,62,2025-02-13 05:57:23,15,3,3,2,1,2,6,0,0
Onbekend,Odriozola Abril,5028558,32,España,Vrouw,4250,Werpers,15,7,15,170,67,2025-02-13 06:38:05,12,1,1,0,0,0,13,7,9
110 meter horden,Henao Arsenio,4906403,38,España,Man,4920,Sprinters,17,15,13,174,69,2025-02-13 06:38:18,17,0,0,9,2,0,0,8,8
Vijfkamp Mannen,Lampreave Manex,5038644,32,España,Man,6250,Meerkampers,20,12,11,180,76,2025-02-13 06:38:28,14,3,1,0,3,1,9,12,11
10 km snelwandelen,Monje Arrate,5208291,30,España,Vrouw,3140,Snelwandelaars,20,5,12,167,59,2025-02-13 06:38:42,15,0,12,1,2,3,4,8,9
Vijfkamp Mannen,Ezcurra Eustaquio,5573671,23,España,Man,1500,Meerkampers,20,1,16,168,65,2025-02-13 06:57:39,20,9,1,4,2,1,2,7,5
Onbekend,Di Dario Monique,5538255,18,Italia,Vrouw,1600,Middenafstandslopers,20,1,18,165,72,2025-02-13 07:06:19,19,2,8,8,2,2,9,7,6
Kogelslingeren,Oliván Arrate,5416823,21,España,Vrouw,3430,Werpers,20,4,18,186,84,2025-02-13 07:07:41,15,12,1,7,1,3,8,8,9
Onbekend,Powell Kaden,5516763,19,United States,Man,2810,Snelwandelaars,20,2,19,168,75,2025-02-13 07:09:51,15,1,12,3,7,2,2,9,6
Onbekend,Bobnis Dawid,5648176,17,Polska,Man,2850,Werpers,19,1,15,162,63,2025-02-13 07:58:59,18,3,3,2,3,1,10,9,9
Tienkamp,Leon Micah,5361858,25,Jamaica,Man,6290,Meerkampers,20,8,15,191,90,2025-02-13 08:10:58,10,7,3,14,1,5,7,8,11
Onbekend,Ballabio Armando,5597112,17,Italia,Man,2130,Sprinters,20,1,15,180,86,2025-02-13 08:11:03,20,8,1,10,1,1,3,7,6
200 meter,Lue Roy,5118247,31,Jamaica,Man,9660,Sprinters,20,12,17,180,66,2025-02-13 08:11:10,14,4,2,16,1,1,0,8,8
Onbekend,Patricks Donna,5606861,17,Jamaica,Vrouw,1160,Springers,17,2,19,159,57,2025-02-13 08:11:28,13,8,2,1,9,7,0,6,7
Onbekend,Wan Phillip,5576294,19,Jamaica,Man,3410,Snelwandelaars,20,2,19,170,69,2025-02-13 08:11:48,12,9,12,3,1,0,2,8,8
Hoogspringen,William Tovah,5411714,21,Jamaica,Vrouw,6780,Springers,20,4,18,187,88,2025-02-13 08:12:39,10,2,1,2,3,15,3,8,7
100 meter,Ainsley Stephen,5115004,30,Jamaica,Man,11600,Sprinters,19,12,16,169,85,2025-02-13 08:12:52,13,4,1,16,2,2,1,9,11
Onbekend,Rolands Lisa,5610014,16,Jamaica,Vrouw,2120,Springers,20,1,15,152,51,2025-02-13 08:13:04,20,2,1,1,1,11,1,6,5
5.000 meter,Monticone Sergio,5498996,19,Italia,Man,1980,Langeafstandslopers,20,3,20,187,92,2025-02-13 08:14:23,16,9,8,3,2,2,3,8,9
Onbekend,Cuaz Cristiano,5633688,17,Italia,Man,1990,Meerkampers,20,1,18,174,79,2025-02-13 08:14:28,15,3,10,2,1,3,1,8,9
Tienkamp,Felter Teofilo,5379428,24,Italia,Man,2420,Meerkampers,20,5,20,165,68,2025-02-13 08:14:33,19,2,11,8,3,8,3,5,6
Onbekend,Banova Eva,5659135,15,Italia,Vrouw,2020,Sprinters,12,1,15,165,62,2025-02-13 08:17:38,20,3,3,10,2,3,2,7,5
Onbekend,Gavazzeni Emilia,5629981,17,Italia,Vrouw,910,Meerkampers,18,1,16,168,64,2025-02-13 08:20:02,18,2,1,8,3,3,7,6,5
Zevenkamp,Tomasi Betta,5456006,22,Italia,Vrouw,2580,Meerkampers,20,4,18,172,73,2025-02-13 08:20:09,19,3,6,10,1,7,8,7,8
Onbekend,Cusimano Germano,5579478,16,Italia,Man,1600,Springers,20,1,15,189,74,2025-02-13 08:22:42,17,1,3,10,2,9,2,6,6
Onbekend,De Visschere François,5653561,16,België,Man,1010,Sprinters,18,1,14,176,74,2025-02-13 08:30:40,19,6,1,8,2,3,3,6,4
3.000 meter steeplechase,Baert Yara,5505919,30,België,Vrouw,1780,Middenafstandslopers,19,4,18,177,77,2025-02-13 08:30:59,16,2,4,10,3,1,1,8,7
Vijfkamp Vrouwen,Stelmach Anna,5576373,24,Polska,Vrouw,1040,Meerkampers,19,2,18,174,73,2025-02-13 08:32:06,9,10,1,2,2,2,3,8,6
20 km snelwandelen,Brodecká Patricie,5153192,29,Česká republika,Vrouw,9440,Snelwandelaars,20,9,15,180,63,2025-02-13 08:50:33,11,2,15,0,7,3,1,10,12
20 km snelwandelen,Hrubý Martin,5157681,30,Česká republika,Man,21130,Snelwandelaars,20,10,15,179,78,2025-02-13 08:50:45,20,0,17,2,10,0,2,10,14
400 meter horden,Dimovska Olivia,5317249,26,FYR Makedonija,Vrouw,12050,Sprinters,20,7,17,177,68,2025-02-13 08:52:18,20,10,1,14,5,2,1,13,11
Onbekend,MacDonald Ava,5658482,15,Ireland,Vrouw,290,Zonder specialiteit,19,1,15,155,49,2025-02-13 08:56:10,10,4,2,7,6,1,2,0,0
110 meter horden,Remédios Gregório,5345566,23,Portugal,Man,1420,Sprinters,20,5,13,187,93,2025-02-13 08:57:47,14,3,2,9,10,2,1,3,7
Onbekend,Ausekle Inta,5613810,18,Latvija,Vrouw,1610,Meerkampers,20,2,14,174,73,2025-02-13 08:58:20,14,2,3,10,3,2,9,8,6
3.000 meter steeplechase,Vilaça Isaura,5569093,22,Portugal,Vrouw,1450,Middenafstandslopers,20,3,16,179,69,2025-02-13 08:58:20,16,2,10,4,3,1,1,3,9
Onbekend,Savoca Alberico,5553593,17,Italia,Man,5750,Langeafstandslopers,20,2,12,192,86,2025-02-13 08:58:41,20,2,14,3,1,1,5,4,7
5.000 meter,Pinto Cesária,5569098,20,Portugal,Vrouw,1990,Langeafstandslopers,20,3,14,169,59,2025-02-13 08:58:57,16,1,6,3,2,0,1,5,11
Onbekend,Valentinetti Federica,5606495,24,Italia,Vrouw,1430,Werpers,20,2,15,178,72,2025-02-13 08:59:08,14,8,1,3,6,3,9,8,8
Onbekend,Graudiņa Lauma,5589892,17,Latvija,Vrouw,2220,Langeafstandslopers,20,1,15,164,66,2025-02-13 09:05:44,19,1,11,8,3,5,3,7,8
Hoogspringen,Valt Marcella,5281587,25,Italia,Vrouw,9030,Springers,20,6,17,188,86,2025-02-13 09:13:59,14,2,3,3,12,15,2,8,9
Onbekend,Moyá Feliciano,5535667,17,España,Man,3520,Sprinters,20,3,17,173,85,2025-02-13 09:15:19,9,3,2,13,0,2,3,8,8
Onbekend,Ezcaray Nahia,5477635,19,España,Vrouw,4600,Middenafstandslopers,20,2,17,167,74,2025-02-13 09:15:38,13,3,13,9,1,1,3,8,8
Onbekend,Lecuona Hermelinda,5548295,17,España,Vrouw,13360,Langeafstandslopers,20,1,16,164,72,2025-02-13 09:16:07,17,3,17,0,0,10,5,6,6
Onbekend,Hernández Jesús,5617568,18,España,Man,910,Snelwandelaars,20,1,16,176,80,2025-02-13 09:16:29,13,1,8,4,6,1,1,5,8
Onbekend,Kubisztal Klaudiusz,5615035,17,Polska,Man,1310,Snelwandelaars,18,1,18,168,68,2025-02-13 09:20:52,7,1,8,10,4,1,3,4,7
Onbekend,Maloney Holly,5570496,17,Great Britain,Vrouw,880,Werpers,19,1,15,166,71,2025-02-13 09:24:13,7,9,1,0,2,6,8,6,6
Onbekend,Whitley Noah,5659305,15,United States,Man,820,Zonder specialiteit,12,1,15,162,57,2025-02-13 09:32:09,13,1,4,10,3,3,2,0,0
Onbekend,Stokes John,5659308,17,United States,Man,690,Werpers,10,1,15,181,81,2025-02-13 09:32:40,13,8,2,2,3,5,1,6,8
Onbekend,Grindlay Jenna,5573987,16,Great Britain,Vrouw,1000,Meerkampers,20,1,14,164,69,2025-02-13 09:40:17,11,6,8,5,2,3,9,7,6
Onbekend,Claessens Lieke,5659315,17,Nederland,Vrouw,1140,Zonder specialiteit,11,1,15,167,64,2025-02-13 09:42:25,18,2,2,3,9,1,2,0,0
Onbekend,Crespo Ângelo,5656404,17,Portugal,Man,1540,Werpers,13,1,13,170,73,2025-02-13 09:50:19,17,3,2,1,3,1,10,6,8
Onbekend,Ventura Custódia,5659323,17,Portugal,Vrouw,910,Werpers,13,1,15,175,70,2025-02-13 09:51:59,19,3,6,1,3,3,7,5,4
Onbekend,Fraga Alda,5659329,16,Portugal,Vrouw,980,Snelwandelaars,15,1,15,152,48,2025-02-13 09:52:09,10,2,8,0,7,2,8,7,8
Onbekend,Castiñeira Mikel,5659342,17,España,Man,1590,Sprinters,16,1,15,183,84,2025-02-13 09:52:23,15,5,0,10,3,5,3,9,4
Onbekend,Lisboa Sandra,5659325,17,Portugal,Vrouw,1550,Springers,10,1,15,168,64,2025-02-13 09:52:25,9,10,0,2,3,8,3,8,7
Onbekend,Belda Isaura,5656341,14,España,Vrouw,480,Springers,13,1,15,159,53,2025-02-13 09:54:01,13,2,2,7,3,6,3,5,7
Onbekend,Godec Jon,5657563,16,Slovenija,Man,1290,Zonder specialiteit,14,1,14,174,69,2025-02-13 09:55:58,20,5,1,9,4,1,3,0,0
Onbekend,Góis Itelvina,5603535,17,Portugal,Vrouw,1760,Langeafstandslopers,20,1,15,175,79,2025-02-13 10:02:38,20,3,10,3,3,2,3,3,7
Onbekend,Hasprová Božidara,5650180,16,Slovensko,Vrouw,1180,Sprinters,11,1,15,167,66,2025-02-13 10:25:02,18,7,1,9,2,1,3,5,5
800 meter,Frącz Sylwester,5542783,20,Polska,Man,1940,Middenafstandslopers,20,2,18,167,63,2025-02-13 10:29:44,13,2,5,10,8,2,0,9,8
Onbekend,Valášková Sabina,5659374,16,Česká republika,Vrouw,1090,Zonder specialiteit,12,1,15,165,61,2025-02-13 10:36:03,20,3,4,1,3,6,0,0,0
Onbekend,Rutarová Jana,5659375,17,Česká republika,Vrouw,1220,Meerkampers,10,1,15,170,59,2025-02-13 10:38:28,18,3,3,3,2,6,10,5,3
Onbekend,Gafa’ Nicoletta,5590798,17,Italia,Vrouw,1840,Werpers,20,1,17,175,80,2025-02-13 10:38:37,16,11,2,0,1,2,5,6,8
Kogelstoten,Burow Rosalinde,4787402,38,Deutschland,Vrouw,2110,Werpers,14,10,15,169,61,2025-02-13 10:38:40,16,4,0,0,0,0,10,8,8
Onbekend,Kollmer Wolfgang,5570965,16,Deutschland,Man,1080,Springers,20,1,15,184,94,2025-02-13 10:38:45,7,7,2,5,2,8,1,8,9
Marathon,Stuchlová Karla,5085230,30,Česká republika,Vrouw,12550,Langeafstandslopers,20,10,14,170,67,2025-02-13 10:38:51,12,4,10,9,0,2,2,14,14
Onbekend,Durì Gaia,5599494,17,Italia,Vrouw,1150,Meerkampers,20,2,17,180,76,2025-02-13 10:39:21,16,2,8,9,5,3,3,5,5
Hoogspringen,Wagner Shana,5402087,21,France,Vrouw,6010,Springers,20,5,15,175,85,2025-02-13 10:50:52,13,2,1,2,6,15,2,7,9
Discuswerpen,Irmer Marissa,5411945,21,Deutschland,Vrouw,21530,Werpers,20,3,12,179,89,2025-02-13 10:56:36,19,19,5,3,1,2,11,8,9
Onbekend,Voverienė Daiva,5638861,18,Lietuva,Vrouw,1300,Snelwandelaars,14,1,16,164,59,2025-02-13 11:00:04,19,2,9,2,7,2,3,4,6
Onbekend,Youssef Ramla,5656850,19,Miṣr,Vrouw,1220,Zonder specialiteit,16,1,14,183,74,2025-02-13 11:00:24,18,3,10,2,7,2,4,0,0
Kogelslingeren,Carpeni Carmelo,4831376,37,Italia,Man,6240,Werpers,20,12,16,193,86,2025-02-13 11:03:41,20,13,0,0,7,0,9,8,8
10.000 meter,Krnjeusic Anesa,5535932,19,Bosna i Hercegovina,Vrouw,3940,Langeafstandslopers,20,3,18,169,70,2025-02-13 11:05:24,17,3,13,5,2,3,1,7,9
20 km snelwandelen,Andjelković Jasmina,5173338,30,Srbija,Vrouw,19290,Snelwandelaars,20,16,16,184,81,2025-02-13 11:35:13,17,2,14,5,5,0,2,11,15
Onbekend,Lotsi Katiana,5659469,15,Hellas,Vrouw,830,Zonder specialiteit,12,1,15,166,63,2025-02-13 11:38:34,7,1,10,3,2,2,2,0,0
Onbekend,Skriba Magdolna,5659489,14,Magyarország,Vrouw,1750,Zonder specialiteit,13,1,15,159,55,2025-02-13 12:00:30,7,1,10,1,3,1,10,0,0
Onbekend,Főnök Kinga,5659490,17,Magyarország,Vrouw,1340,Sprinters,13,1,15,170,64,2025-02-13 12:00:52,8,9,3,10,0,5,2,5,5
Vijfkamp Vrouwen,Gramer Tanja,5280453,26,Deutschland,Vrouw,5390,Meerkampers,20,8,17,170,59,2025-02-13 12:04:12,11,11,6,10,5,9,1,12,9
1.500 meter,Chávez Yolanda,5297024,26,El Salvador,Vrouw,5940,Middenafstandslopers,20,8,16,174,68,2025-02-13 12:04:45,8,2,13,7,2,10,2,9,10
Onbekend,Daddato Alice,5659502,17,Italia,Vrouw,340,Zonder specialiteit,20,1,15,153,46,2025-02-13 12:06:02,13,3,3,8,1,5,2,0,0
