MaxID,Exp,Vorm,Zorg,skill 1,skill 2,skill 3,sp1,sp2
100,1,15,10,5,3,3,0,0
100,1,15,9,6,3,2,0,0
100,1,14,12,3,3,3,0,0
100,1,14,11,5,3,2,0,0
100,1,15,8,6,4,2,0,0
100,1,14,10,5,3,2,0,0
100,1,15,6,6,2,2,0,0
100,1,15,11,3,3,3,0,0
100,1,15,7,6,4,3,0,0
100,1,14,7,6,3,2,0,0
100,1,15,8,6,4,3,0,0
100,1,15,7,6,3,3,0,0
100,1,14,8,6,4,3,0,0
100,1,15,12,3,3,3,0,0
100,1,15,6,6,3,3,0,0
100,1,14,8,5,5,4,0,0
100,1,15,11,3,3,2,0,0
100,1,15,7,6,5,3,0,0
100,1,15,11,3,3,1,0,0
100,1,15,10,5,3,3,0,0
100,1,15,6,6,3,2,0,0
100,1,15,8,6,3,3,0,0
100,1,14,10,5,3,3,0,0
100,1,14,8,6,5,3,0,0
100,1,15,11,5,3,2,0,0
100,1,15,10,5,3,1,0,0
100,1,15,11,4,3,3,0,0
100,1,15,6,5,5,5,0,0
100,1,15,12,3,3,3,0,0
100,1,14,6,6,3,3,0,0
100,1,15,10,6,2,2,0,0
100,1,15,8,5,5,3,0,0
100,1,15,11,4,3,2,0,0
100,1,14,10,6,3,2,0,0
100,1,15,9,6,3,3,0,0
100,1,15,12,3,3,2,0,0
100,1,15,8,6,3,2,0,0
100,1,14,10,5,3,3,0,0
100,1,15,11,5,3,3,0,0
100,1,14,8,6,4,2,0,0
110,1,14,8,6,3,3,0,0
110,1,15,12,3,3,2,0,0
110,1,15,6,6,3,3,0,0
110,1,15,9,5,5,3,0,0
110,1,15,11,5,4,4,0,0
110,1,15,12,4,3,2,0,0
110,1,14,12,3,3,2,0,0
110,1,15,12,4,3,3,0,0
110,1,15,8,6,3,2,0,0
110,1,15,8,6,3,3,0,0
110,1,13,11,6,3,3,0,0
110,1,14,11,5,3,3,0,0
110,1,15,11,5,3,3,0,0
110,1,15,12,3,3,3,0,0
110,1,15,8,6,3,2,0,0
110,1,14,11,5,3,3,0,0
110,1,15,10,6,3,2,0,0
110,1,13,7,3,3,3,6,5
110,1,14,7,5,5,5,0,0
110,1,15,7,6,3,1,0,0
110,1,14,6,6,3,3,0,0
110,1,14,8,6,3,3,0,0
110,1,15,7,5,5,5,0,0
110,1,15,12,2,2,0,0,0
110,1,15,12,2,2,1,0,0
110,1,15,6,6,3,3,0,0
110,1,15,12,3,2,2,0,0
110,1,15,8,6,3,3,0,0
110,1,15,10,5,3,2,0,0
110,1,15,6,6,3,2,0,0
110,1,15,10,6,3,3,0,0
110,1,15,11,5,2,2,0,0
110,1,15,7,6,3,2,0,0
110,1,13,7,6,5,3,0,0
110,1,14,6,6,2,2,0,0
110,1,14,12,2,2,0,0,0
110,1,15,7,6,5,4,0,0
110,1,15,12,4,2,1,0,0
110,1,14,10,6,3,3,0,0
110,1,15,6,6,2,2,0,0
110,1,15,9,6,4,2,0,0
110,1,15,9,6,5,3,0,0
110,1,14,10,6,4,3,0,0
110,1,15,10,6,3,3,0,0
110,1,14,11,5,4,4,0,0
110,1,15,6,6,3,3,0,0
110,1,15,12,4,3,3,0,0
110,1,14,12,5,3,3,0,0
110,1,15,8,6,4,3,0,0
110,1,15,7,6,4,2,0,0
110,1,13,6,6,3,3,3,3
110,1,15,10,6,2,2,0,0
110,1,15,12,5,3,3,0,0
110,1,15,8,6,3,3,0,0
110,1,14,8,6,2,2,0,0
110,1,14,9,6,5,3,0,0
110,1,15,8,6,3,3,0,0
120,1,14,6,6,3,3,3,3
120,1,14,6,6,4,3,0,0
120,1,14,11,5,4,4,0,0
120,1,13,8,7,3,3,0,0
120,1,15,7,6,3,2,0,0
120,1,15,12,3,3,3,0,0
120,1,14,11,6,2,2,0,0
120,1,14,12,3,3,2,0,0
120,1,15,7,6,3,2,0,0
120,1,15,11,5,4,4,0,0
120,1,15,11,5,3,3,0,0
120,1,15,8,6,2,2,0,0
120,1,15,12,3,2,2,0,0
120,1,15,12,5,3,2,0,0
120,1,14,12,5,3,3,0,0
120,1,14,10,6,5,4,0,0
120,1,15,12,3,3,2,0,0
120,1,15,12,4,3,3,0,0
120,1,15,11,5,3,3,0,0
120,1,15,9,6,3,3,0,0
120,1,15,9,6,4,3,0,0
120,1,14,6,6,5,2,0,0
120,1,15,10,6,3,3,0,0
120,1,14,6,6,5,4,0,0
120,1,15,6,6,3,3,0,0
120,1,15,12,3,3,3,0,0
120,1,15,12,5,3,3,0,0
120,1,15,9,6,3,3,0,0
120,1,15,8,6,3,3,0,0
120,1,14,7,6,3,2,0,0
120,1,15,12,5,3,3,0,0
120,1,15,12,3,3,3,0,0
120,1,15,10,6,3,2,0,0
120,1,15,10,6,3,3,0,0
120,1,15,12,3,3,2,0,0
120,1,14,9,6,3,3,0,0
120,1,14,7,6,3,2,0,0
120,1,14,12,4,3,3,0,0
120,1,15,12,5,3,3,0,0
120,1,15,7,6,3,2,0,0
120,1,15,11,5,3,3,0,0
120,1,15,10,5,5,4,0,0
120,1,15,12,3,3,3,0,0
120,1,15,7,6,3,2,0,0
120,1,15,6,6,3,3,0,0
120,1,15,10,6,4,2,0,0
120,1,15,7,6,3,2,0,0
120,1,15,10,6,4,3,0,0
120,1,15,6,5,3,3,6,5
120,1,15,11,5,3,2,0,0
120,1,15,7,6,3,3,0,0
120,1,15,10,6,3,3,0,0
120,1,15,7,6,4,4,0,0
120,1,14,6,7,3,3,0,0
120,1,15,8,6,3,3,5,4
120,1,15,11,6,3,3,0,0
120,1,15,11,5,3,3,0,0
120,1,15,6,6,5,3,0,0
130,1,14,6,6,6,4,0,0
130,1,15,12,4,4,3,0,0
130,1,15,6,6,3,3,3,3
130,1,15,10,5,5,4,0,0
130,1,15,12,5,3,3,0,0
130,1,15,11,5,5,3,0,0
130,1,15,6,6,5,4,0,0
130,1,15,11,6,3,2,0,0
130,1,15,9,5,5,5,0,0
130,1,15,7,6,3,3,0,0
130,1,15,12,5,3,2,0,0
130,1,14,6,7,4,2,0,0
130,1,15,9,6,3,3,0,0
130,1,15,7,6,6,3,0,0
130,1,15,9,6,3,3,0,0
130,1,15,7,7,4,3,0,0
130,1,15,11,6,2,2,0,0
130,1,15,8,6,4,2,0,0
130,1,15,12,5,3,3,0,0
130,1,15,9,6,5,3,0,0
130,1,14,12,4,3,3,0,0
130,1,14,11,6,2,2,0,0
130,1,15,12,5,3,3,0,0
130,1,15,9,6,5,4,0,0
130,1,14,13,4,3,2,0,0
130,1,15,10,6,3,2,0,0
130,1,15,6,7,3,3,0,0
130,1,15,6,7,3,1,0,0
130,1,15,10,6,5,4,0,0
130,1,15,11,6,4,2,0,0
130,1,15,11,6,2,2,0,0
130,1,14,7,6,6,3,0,0
130,1,15,13,3,3,3,0,0
130,1,15,6,7,3,3,0,0
130,1,14,13,4,3,3,0,0
130,1,15,7,7,3,3,0,0
130,1,14,11,6,4,2,0,0
130,1,15,12,4,3,3,0,0
130,1,15,6,6,4,3,0,0
130,1,14,9,6,6,4,0,0
130,1,14,8,7,3,3,0,0
130,1,14,9,6,5,3,0,0
130,1,15,13,4,3,2,0,0
130,1,15,12,4,3,3,0,0
130,1,15,13,3,3,3,0,0
130,1,15,8,7,3,2,0,0
130,1,15,6,6,6,3,0,0
130,1,15,12,5,4,2,0,0
130,1,15,6,6,5,2,0,0
130,1,14,12,4,3,3,0,0
140,1,14,13,3,3,2,0,0
140,1,15,8,6,5,4,0,0
140,1,15,6,7,3,3,0,0
140,1,15,13,4,3,3,0,0
140,1,15,11,6,3,3,0,0
140,1,14,13,5,3,2,0,0
140,1,15,6,7,4,2,0,0
140,1,14,13,3,2,2,0,0
140,1,14,9,7,2,1,0,0
140,1,15,6,7,2,2,0,0
140,1,15,8,7,4,3,0,0
140,1,15,12,5,3,1,0,0
140,1,15,7,6,6,3,0,0
140,1,15,6,7,2,2,0,0
140,1,15,8,7,3,3,0,0
140,1,15,6,7,3,3,0,0
140,1,14,6,6,6,4,0,0
140,1,14,6,7,5,2,0,0
140,1,15,13,2,2,2,0,0
140,1,15,9,6,6,4,0,0
140,1,15,9,7,2,1,0,0
140,1,15,9,6,4,3,0,0
140,1,15,7,6,6,3,0,0
140,1,15,11,6,4,2,0,0
140,1,15,13,3,3,2,0,0
140,1,15,6,7,4,3,0,0
140,1,15,6,6,6,4,0,0
140,1,12,13,5,3,3,0,0
140,1,15,12,4,4,3,0,0
140,1,15,13,3,2,2,0,0
140,1,15,9,7,3,3,0,0
140,1,14,9,6,5,2,0,0
140,1,15,8,6,6,4,0,0
140,1,15,6,7,5,2,0,0
140,1,14,6,7,3,3,0,0
140,1,15,6,6,6,4,0,0
140,1,15,7,7,3,3,0,0
140,1,15,13,4,3,3,0,0
140,1,13,7,7,3,2,0,0
140,1,11,13,5,3,3,0,0
140,1,15,7,7,4,3,0,0
140,1,15,7,7,3,2,0,0
150,1,15,13,3,3,3,0,0
150,1,15,8,7,4,4,0,0
150,1,15,12,6,5,3,0,0
150,1,15,7,7,3,2,0,0
150,1,15,6,7,3,3,0,0
150,1,15,12,5,3,2,0,0
150,1,15,8,6,6,3,0,0
150,1,15,7,6,6,3,0,0
150,1,15,13,5,3,2,0,0
150,1,14,13,4,3,3,0,0
150,1,15,10,6,6,3,0,0
150,1,14,8,7,4,4,0,0
150,1,14,8,6,6,3,0,0
150,1,14,13,4,4,2,0,0
150,1,14,8,7,4,3,0,0
150,1,15,10,6,5,5,0,0
150,1,15,13,5,3,3,0,0
150,1,15,8,7,3,3,0,0
150,1,15,12,6,4,3,0,0
150,1,15,10,6,3,3,0,0
150,1,15,9,7,2,1,0,0
150,1,14,6,7,4,4,0,0
150,1,15,13,4,3,3,0,0
150,1,15,11,6,3,2,0,0
150,1,15,12,6,3,3,0,0
150,1,14,13,4,3,3,0,0
150,1,15,7,6,4,3,5,5
150,1,15,13,4,3,3,0,0
150,1,14,9,6,6,5,0,0
150,1,15,9,6,6,5,0,0
150,1,15,13,4,3,3,0,0
150,1,15,12,5,4,4,0,0
150,1,15,13,5,3,2,0,0
150,1,15,9,6,4,3,5,4
150,1,15,8,7,3,3,0,0
150,1,15,9,6,4,3,0,0
150,1,15,9,6,5,2,0,0
150,1,15,11,6,3,3,0,0
150,1,15,13,5,3,3,0,0
150,1,15,8,6,6,3,0,0
150,1,15,6,7,4,4,0,0
150,1,15,13,4,3,2,0,0
150,1,15,10,7,3,1,0,0
150,1,14,10,6,6,3,0,0
150,1,15,13,4,4,2,0,0
160,1,14,8,7,3,3,0,0
160,1,15,13,5,3,2,0,0
160,1,15,8,7,4,3,0,0
160,1,15,13,3,3,3,0,0
160,1,14,13,4,3,3,0,0
160,1,15,10,6,6,5,0,0
160,1,15,12,6,5,3,0,0
160,1,13,9,7,3,2,0,0
160,1,15,7,6,6,3,0,0
160,1,15,11,6,3,3,0,0
160,1,15,11,6,4,2,0,0
160,1,15,8,7,3,3,0,0
160,1,15,13,4,3,3,0,0
160,1,15,13,4,3,2,0,0
160,1,15,10,7,3,3,0,0
160,1,14,13,5,5,3,0,0
160,1,15,13,5,3,3,0,0
160,1,15,13,5,4,3,0,0
160,1,15,9,7,3,3,0,0
160,1,16,7,6,4,3,5,5
160,1,15,12,6,6,2,0,0
160,1,14,8,6,6,3,0,0
160,1,15,12,6,3,3,0,0
160,1,14,13,5,2,1,0,0
160,1,15,6,5,2,2,6,4
160,1,15,7,6,3,3,6,4
160,1,15,13,4,2,2,0,0
160,1,15,12,6,3,3,0,0
160,1,14,13,5,3,3,0,0
160,1,15,7,6,6,2,0,0
160,1,14,8,7,4,3,0,0
160,1,15,10,7,3,2,0,0
160,1,15,11,6,5,3,0,0
160,1,15,10,7,3,3,0,0
160,1,15,11,6,4,3,0,0
160,1,15,8,7,3,3,0,0
160,1,15,8,7,5,4,0,0
160,1,14,12,6,5,4,0,0
160,1,15,13,5,2,1,0,0
160,1,14,7,6,3,3,6,4
160,1,14,11,7,3,3,0,0
160,1,15,9,6,5,4,0,0
160,1,15,12,6,5,4,0,0
160,1,15,13,4,3,2,0,0
160,1,15,8,7,4,3,0,0
160,1,15,11,6,5,3,0,0
160,1,15,11,6,5,5,0,0
160,1,14,12,6,4,3,0,0
170,1,14,14,4,3,2,0,0
170,1,14,14,4,3,3,0,0
170,1,15,13,5,4,2,0,0
170,1,15,8,7,3,3,0,0
170,1,15,10,7,3,3,0,0
170,1,14,8,7,3,3,0,0
170,1,15,10,6,6,3,0,0
170,1,15,13,3,3,3,0,0
170,1,15,12,6,2,2,0,0
170,1,15,13,6,4,3,0,0
170,1,15,6,7,2,2,0,0
170,1,15,11,6,5,4,0,0
170,1,14,13,5,3,1,0,0
170,1,15,13,5,3,1,0,0
170,1,15,8,6,6,3,0,0
170,1,15,13,5,5,3,0,0
170,1,14,12,6,3,3,0,0
170,1,15,9,7,3,2,0,0
170,1,14,12,6,3,3,0,0
170,1,15,9,6,6,4,0,0
170,1,14,11,7,3,3,0,0
170,1,14,9,6,6,4,0,0
170,1,15,11,7,3,2,0,0
170,1,14,10,5,5,3,6,3
170,1,15,8,7,3,3,0,0
170,1,15,7,7,3,3,0,0
170,1,15,12,6,3,3,0,0
170,1,15,8,6,6,4,0,0
170,1,15,14,3,3,3,0,0
170,1,15,11,7,3,3,0,0
170,1,15,11,6,5,3,0,0
170,1,14,10,7,3,3,0,0
170,1,15,9,7,3,3,0,0
170,1,14,14,5,3,3,0,0
170,1,15,11,7,3,2,0,0
170,1,15,12,6,4,3,0,0
170,1,15,7,7,6,3,0,0
170,1,15,11,7,3,3,0,0
170,1,14,12,6,2,2,0,0
170,1,15,7,7,3,3,0,0
180,1,15,14,4,3,2,0,0
180,1,15,13,5,4,2,0,0
180,1,14,13,5,4,4,0,0
180,1,15,7,6,6,5,0,0
180,1,15,13,5,3,3,0,0
180,1,15,13,5,3,3,0,0
180,1,15,11,6,5,4,0,0
180,1,15,7,7,6,2,0,0
180,1,14,11,7,4,2,0,0
180,1,15,11,7,3,2,0,0
180,1,15,6,7,3,3,0,0
180,1,15,6,7,6,2,0,0
180,1,14,9,7,4,3,0,0
180,1,15,7,6,6,4,0,0
180,1,14,6,7,4,3,0,0
180,1,15,9,7,3,3,0,0
180,1,15,9,7,4,3,0,0
180,1,14,13,5,3,3,0,0
180,1,14,6,7,6,2,0,0
180,1,15,11,6,5,4,0,0
180,1,15,14,4,4,3,0,0
180,1,15,6,6,5,3,5,5
180,1,15,8,7,5,4,0,0
180,1,14,11,7,3,2,0,0
180,1,15,13,6,5,3,0,0
180,1,15,8,7,4,3,0,0
180,1,15,14,5,3,3,0,0
180,1,15,14,4,3,3,0,0
180,1,15,14,4,3,3,0,0
180,1,15,12,6,6,3,0,0
180,1,15,11,7,4,3,0,0
180,1,14,11,6,5,4,0,0
180,1,15,12,6,3,3,0,0
180,1,15,8,7,5,3,0,0
180,1,15,8,7,3,3,0,0
180,1,15,11,6,5,4,0,0
180,1,15,12,6,4,3,0,0
180,1,15,11,7,4,3,0,0
180,1,15,11,7,3,2,0,0
180,1,15,7,7,5,3,0,0
180,1,13,6,7,3,3,0,0
180,1,15,14,3,3,2,0,0
180,1,15,12,4,3,3,5,5
180,1,15,9,7,3,2,0,0
180,1,15,10,6,6,3,0,0
180,1,14,12,6,6,3,0,0
180,1,14,13,6,5,3,0,0
180,1,15,13,6,4,2,0,0
180,1,15,8,7,3,3,0,0
190,1,14,6,7,2,2,0,0
190,1,15,6,7,3,2,5,4
190,1,15,13,5,3,2,0,0
190,1,15,13,6,3,3,0,0
190,1,15,14,3,3,2,0,0
190,1,15,6,7,4,3,0,0
190,1,15,13,6,3,2,0,0
190,1,15,9,7,4,3,0,0
190,1,15,11,7,3,3,0,0
190,1,15,13,5,5,5,0,0
190,1,14,11,6,5,4,0,0
190,1,14,14,4,3,3,0,0
190,1,15,13,6,2,2,0,0
190,1,14,8,7,4,3,0,0
190,1,15,7,7,5,3,0,0
190,1,15,6,7,3,3,0,0
190,1,15,11,6,6,4,0,0
190,1,15,12,7,3,3,0,0
190,1,15,13,6,3,2,0,0
190,1,15,9,7,3,3,0,0
190,1,15,7,7,3,3,0,0
190,1,15,11,6,5,2,0,0
190,1,15,13,5,4,4,0,0
190,1,14,14,4,3,2,0,0
190,1,15,13,6,3,3,0,0
190,1,14,9,7,3,3,0,0
190,1,14,9,7,3,3,0,0
190,1,14,13,6,3,2,0,0
190,1,14,6,7,5,3,0,0
190,1,15,14,5,4,3,0,0
190,1,14,6,7,3,3,0,0
190,1,15,12,6,5,3,0,0
190,1,14,12,6,4,4,0,0
190,1,15,12,6,4,4,0,0
190,1,14,12,6,5,3,0,0
190,1,14,7,7,3,1,0,0
190,1,15,10,6,6,3,0,0
190,1,15,13,6,2,2,0,0
190,1,15,11,7,4,2,0,0
190,1,15,12,6,6,3,0,0
190,1,15,6,7,3,3,0,0
190,1,15,11,6,5,4,0,0
190,1,14,12,6,5,3,0,0
190,1,15,8,7,4,3,0,0
190,1,15,14,3,3,3,0,0
190,1,16,12,4,3,3,5,5
200,1,14,10,7,5,4,0,0
200,1,14,14,4,3,3,0,0
200,1,14,6,7,6,5,0,0
200,1,14,7,8,2,2,0,0
200,1,15,14,3,2,2,0,0
200,1,15,9,7,6,4,0,0
200,1,15,10,7,3,3,0,0
200,1,15,14,5,3,3,0,0
200,1,15,13,6,5,3,0,0
200,1,15,7,7,6,3,0,0
200,1,15,8,7,4,3,0,0
200,1,15,6,7,5,4,0,0
200,1,16,10,5,5,3,6,3
200,1,14,9,7,6,2,0,0
200,1,15,6,7,3,3,0,0
200,1,15,14,4,2,2,0,0
200,1,15,9,7,6,2,0,0
200,1,14,11,7,3,3,0,0
200,1,15,7,7,6,2,0,0
200,1,14,14,3,3,3,0,0
200,1,14,14,5,3,2,0,0
200,1,15,14,5,3,3,0,0
200,1,15,12,6,5,3,0,0
200,1,15,8,7,3,3,0,0
200,2,17,9,4,2,1,6,5
200,1,15,7,7,3,1,0,0
200,1,15,14,5,4,3,0,0
200,1,15,6,7,5,3,0,0
200,1,15,9,7,3,3,0,0
200,1,15,9,7,3,2,0,0
200,1,15,7,7,4,3,0,0
200,1,15,11,7,3,3,0,0
200,1,15,11,6,5,4,0,0
200,1,15,14,4,3,3,0,0
200,1,14,14,5,4,3,0,0
200,1,15,8,7,5,5,0,0
200,1,15,14,5,4,3,0,0
200,1,12,15,4,4,2,0,0
200,1,15,9,7,3,2,0,0
200,1,15,6,7,2,2,0,0
200,1,15,11,7,3,3,0,0
200,1,15,14,4,2,2,0,0
200,1,15,7,7,2,2,0,0
200,1,15,6,7,6,5,0,0
200,1,15,14,4,3,3,0,0
210,1,15,11,7,2,2,0,0
210,1,15,13,6,3,1,0,0
210,1,15,12,6,6,3,0,0
210,1,14,8,8,2,2,0,0
210,1,15,10,7,6,3,0,0
210,1,14,8,7,4,4,0,0
210,1,15,7,7,4,3,0,0
210,1,15,13,7,3,3,0,0
210,1,14,8,7,3,3,4,3
210,1,15,9,7,3,3,0,0
210,1,15,12,7,3,2,0,0
210,3,15,7,7,4,3,0,0
210,1,15,7,8,2,2,0,0
210,1,15,14,5,3,3,0,0
210,1,15,10,7,5,4,0,0
210,1,15,11,7,4,3,0,0
210,1,13,6,5,4,3,7,6
210,1,15,11,7,3,3,0,0
210,2,14,12,7,2,2,4,4
210,1,15,14,3,3,3,0,0
210,1,15,12,7,4,3,0,0
210,1,15,14,5,3,2,0,0
210,1,15,11,7,3,3,0,0
210,1,14,10,7,5,2,0,0
210,1,14,12,6,6,3,0,0
210,1,14,12,7,2,2,0,0
210,1,15,7,7,3,3,0,0
210,1,15,14,3,3,3,0,0
210,1,13,15,4,4,2,0,0
210,1,14,13,6,2,2,0,0
210,1,15,8,8,2,2,0,0
210,1,15,10,7,3,2,0,0
210,1,14,13,6,3,1,0,0
210,1,14,9,7,3,3,0,0
210,1,14,13,7,3,2,0,0
210,1,15,14,5,5,3,0,0
210,1,14,7,7,5,3,0,0
220,1,15,9,5,3,3,7,5
220,1,15,9,7,4,3,0,0
220,1,15,12,7,2,2,0,0
220,1,15,11,7,3,2,0,0
220,1,15,9,7,6,4,0,0
220,1,15,10,7,3,3,0,0
220,1,15,10,7,5,3,0,0
220,1,14,6,7,6,5,0,0
220,1,14,13,7,3,2,0,0
220,1,15,14,5,5,3,0,0
220,1,15,10,7,6,2,0,0
220,1,15,9,7,3,3,0,0
220,1,15,13,6,5,3,0,0
220,1,15,13,7,3,3,0,0
220,1,14,12,7,3,3,0,0
220,1,15,14,4,3,3,0,0
220,1,15,8,7,4,4,0,0
220,1,15,13,6,3,3,0,0
220,1,14,10,7,5,3,0,0
220,1,14,14,5,5,3,0,0
220,2,18,6,7,3,2,4,4
220,1,16,6,7,3,2,5,4
220,1,15,13,7,3,2,0,0
220,1,15,11,7,3,3,0,0
220,1,15,8,8,3,2,0,0
220,1,15,15,3,3,3,0,0
220,1,14,8,8,4,2,0,0
220,1,15,14,6,3,3,0,0
220,1,14,11,7,3,2,0,0
220,1,14,7,8,3,3,0,0
220,1,15,11,6,6,5,0,0
220,1,15,11,7,2,2,6,4
